source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G,F_ALL_G
minoraverages/1916Reach,1915,Northern League,,B00442,Adams,,0,St. Boniface,105,,,,,,,,,,,,
minoraverages/1916Reach,1915,Northern League,,F20038,Adams,,0,St. Boniface,,,105,,,,,,,,,,
minoraverages/1916Reach,1915,Northern League,,B00614,Agnew,,0,Virginia,117,,,,,,,,,,,,
minoraverages/1916Reach,1915,Northern League,,F20713,Agnew,,0,Virginia,,,,,,,,,,,117,,
minoraverages/1916Reach,1915,Northern League,,B00101,Altman,,0,Duluth,116,,,,,,,,,,,,
minoraverages/1916Reach,1915,Northern League,,F20482,Altman,,0,Duluth,,,,,,,116,,,,,,
minoraverages/1916Reach,1915,Northern League,,B00898,Bachant,,0,Winnipeg,19,,,,,,,,,,,,
minoraverages/1916Reach,1915,Northern League,,F20636,Bachant,,0,Winnipeg,,,,,,,,,,,19,,
minoraverages/1916Reach,1915,Northern League,,B00163,Baker,,0,Duluth,128,,,,,,,,,,,,
minoraverages/1916Reach,1915,Northern League,,F20166,Baker,,0,Duluth,,,,128,,,,,,,,,
minoraverages/1916Reach,1915,Northern League,,B00255,Barrett,,0,Fargo-Moorhead,119,,,,,,,,,,,,
minoraverages/1916Reach,1915,Northern League,,F20539,Barrett,,0,Fargo-Moorhead,,,,,,,119,,,,,,
minoraverages/1916Reach,1915,Northern League,,B00416,Bassey,,0,Duluth,49,,,,,,,,,,,,
minoraverages/1916Reach,1915,Northern League,,F20560,Bassey,,0,Duluth,,,,,,,49,,,,,,
minoraverages/1916Reach,1915,Northern League,,B00343,Bell,,0,Fargo-Moorhead,75,,,,,,,,,,,,
minoraverages/1916Reach,1915,Northern League,,F20067,Bell,,0,Fargo-Moorhead,,,31,,,,,,,,,,
minoraverages/1916Reach,1915,Northern League,,F20908,Bell,,0,Fargo-Moorhead,,,,,,,,,,,,44,
minoraverages/1916Reach,1915,Northern League,,P10070,Bell,,0,Fargo-Moorhead,,,,,,,,,,,,,
minoraverages/1916Reach,1915,Northern League,,B00319,Bemis,,0,Virginia,85,,,,,,,,,,,,
minoraverages/1916Reach,1915,Northern League,,F20526,Bemis,,0,Virginia,,,,,,,85,,,,,,
