source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G,F_ALL_G
minoraverages/1948TSN,1947,Coastal Plain League,,B01706,Alamo,Joseph,0,Greenville,36,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F21502,Alamo,,0,Greenville,,,,,,,,,,,,,36
minoraverages/1948TSN,1947,Coastal Plain League,,P10503,Alamo,,0,Greenville,,34,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,B01300,Alusik,Stephen J.,0,Rocky Mount,14,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F20327,Alusik,,0,Rocky Mount,,,,,,,,,,,,,14
minoraverages/1948TSN,1947,Coastal Plain League,,B01779,Anderson,William E.,0,Greenville,20,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F21822,Anderson,,0,Greenville,,,,,,,,,,,,,20
minoraverages/1948TSN,1947,Coastal Plain League,,P10407,Anderson,,0,Greenville,,8,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,B01032,Andrewsh,Kenneth,0,Tarboro,135,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F20526,Andrewsh,,0,Tarboro,,,,,,,,,,,,,135
minoraverages/1948TSN,1947,Coastal Plain League,,B01345,Andriach,Nicholas R.,0,New Bern,120,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F20316,Andriach,,0,New Bern,,,,,,,,,,,,,120
minoraverages/1948TSN,1947,Coastal Plain League,,B01064,Askew,Charles F.,0,Wilson,42,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F20956,Askew,,0,Wilson,,,,,,,,,,,,,42
minoraverages/1948TSN,1947,Coastal Plain League,,B01392,Baldwin,Ellaire F. (Larry),0,Greenville,50,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F21623,Baldwin,,0,Greenville,,,,,,,,,,,,,50
minoraverages/1948TSN,1947,Coastal Plain League,,P10159,Baldwin,,0,Greenville,,33,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,B00450,Balentine,Curtis,0,Rocky Mount,138,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F20095,Balentine,,0,Rocky Mount,,,,,,,,,,,,,138
minoraverages/1948TSN,1947,Coastal Plain League,,B00210,Bangs,Lester M.,0,Wilson,101,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F21013,Bangs,,0,Wilson,,,,,,,,,,,,,101
minoraverages/1948TSN,1947,Coastal Plain League,,B00695,Barnes,David H.,0,Roanoke Rapids,14,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F20594,Barnes,,0,Roanoke Rapids,,,,,,,,,,,,,14
minoraverages/1948TSN,1947,Coastal Plain League,,B01630,Barton,Walter L.,0,Rocky Mount,25,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F21840,Barton,,0,Rocky Mount,,,,,,,,,,,,,25
minoraverages/1948TSN,1947,Coastal Plain League,,P10542,Barton,,0,Rocky Mount,,24,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,B01696,Baxter,William C.,0,Roanoke Rapids,18,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F20401,Baxter,,0,Roanoke Rapids,,,,,,,,,,,,,18
minoraverages/1948TSN,1947,Coastal Plain League,,B01086,Benton,Rex H.,1,Greenville,,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,B01086,Benton,Rex H.,2,Rocky Mount,,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,B01086,Benton,Rex H.,T,,29,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F21739,Benton,,1,Greenville,,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F21739,Benton,,2,Rocky Mount,,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F21739,Benton,,T,,,,,,,,,,,,,,29
minoraverages/1948TSN,1947,Coastal Plain League,,P10478,Benton,,1,Greenville,,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,P10478,Benton,,2,Rocky Mount,,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,P10478,Benton,,T,,,28,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,B01711,Bickel,Joseph W.,0,Roanoke Rapids,14,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F20298,Bickel,,0,Roanoke Rapids,,,,,,,,,,,,,14
minoraverages/1948TSN,1947,Coastal Plain League,,B01595,Bissette,Frank M.,0,Wilson,39,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F21544,Bissette,,0,Wilson,,,,,,,,,,,,,39
minoraverages/1948TSN,1947,Coastal Plain League,,P10113,Bissette,,0,Wilson,,37,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,B00381,Blackwell,Merle J.,0,Roanoke Rapids,135,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,B01108,Blackwell,Verne C.,0,Rocky Mount,46,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F20829,Blackwell,V.,0,Rocky Mount,,,,,,,,,,,,,46
minoraverages/1948TSN,1947,Coastal Plain League,,F20997,Blackwell,M.,0,Roanoke Rapids,,,,,,,,,,,,,135
minoraverages/1948TSN,1947,Coastal Plain League,,B00609,Bomar,John M.,0,Greenville,116,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,B01197,Bomar,William M.,0,Greenville,12,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F20102,Bomar,J.,0,Greenville,,,,,,,,,,,,,116
minoraverages/1948TSN,1947,Coastal Plain League,,F20612,Bomar,W.,0,Greenville,,,,,,,,,,,,,12
minoraverages/1948TSN,1947,Coastal Plain League,,B01321,Boseman,William J.,0,Roanoke Rapids,23,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F21475,Boseman,,0,Roanoke Rapids,,,,,,,,,,,,,23
minoraverages/1948TSN,1947,Coastal Plain League,,P10320,Boseman,,0,Roanoke Rapids,,21,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,B00985,Brooks,William J.,0,New Bern,58,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F21293,Brooks,,0,New Bern,,,,,,,,,,,,,58
minoraverages/1948TSN,1947,Coastal Plain League,,B00553,Caldwell,Ralph F.,0,Tarboro,117,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F20128,Caldwell,,0,Tarboro,,,,,,,,,,,,,117
minoraverages/1948TSN,1947,Coastal Plain League,,B01765,Carlton,LeRoy,0,Roanoke Rapids,30,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F21491,Carlton,,0,Roanoke Rapids,,,,,,,,,,,,,30
minoraverages/1948TSN,1947,Coastal Plain League,,P10575,Carlton,,0,Roanoke Rapids,,30,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,B00059,Causey,Richard D.,1,Kinston,,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,B00059,Causey,Richard D.,2,Wilson,,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,B00059,Causey,Richard D.,T,,15,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F21879,Causey,,1,Kinston,,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F21879,Causey,,2,Wilson,,,,,,,,,,,,,
minoraverages/1948TSN,1947,Coastal Plain League,,F21879,Causey,,T,,,,,,,,,,,,,,15
minoraverages/1948TSN,1947,Coastal Plain League,,P10516,Causey,,1,Kinston,,,,,,,,,,,,,
