source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G,F_ALL_G
minoraverages/1948TSN,1947,Big State League,,P10097,Christie,,0,Greenville,,35,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B01696,Chumley,Fred,0,Gainesville,23,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21672,Chumley,,0,Gainesville,,,,,,,,,,,,13,
minoraverages/1948TSN,1947,Big State League,,P10640,Chumley,,0,Gainesville,,13,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B00544,Clift,Frank,0,Gainesville,12,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20067,Coates,,0,Paris,,,20,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B00811,Coleman,Merle H.,0,Texarkana,16,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21609,Coleman,,0,Texarkana,,,,,,,,,,,,14,
minoraverages/1948TSN,1947,Big State League,,P10019,Coleman,,0,Texarkana,,14,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B01119,Cox,Euell F.,0,Gainesville,107,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21232,Cox,,0,Gainesville,,,,,,,,,,107,,,
minoraverages/1948TSN,1947,Big State League,,B00865,Cullins,Robert C.,0,Texarkana,145,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20505,Cullins,,0,Texarkana,,,,,24,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20636,Cullins,,0,Texarkana,,,,,,107,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20962,Cullins,,0,Texarkana,,,,,,,,,11,,,,
minoraverages/1948TSN,1947,Big State League,,B01740,Culp,Henry E.,0,Waco,25,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21577,Culp,,0,Waco,,,,,,,,,,,,22,
minoraverages/1948TSN,1947,Big State League,,P10665,Culp,,0,Waco,,22,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B00651,Davis,"Harry A., Jr.",0,Greenville,142,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B00840,Davis,Nelson,0,Austin,16,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B00948,Davis,Aubrey,0,Austin,14,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B01086,Davis,Elton E.,0,Texarkana,10,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20023,Davis,,0,Greenville,,,142,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20303,Davis,,0,Austin,,,,11,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,P10145,Davis,,0,Texarkana,,7,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B01580,Deaton,LeRoy,0,Waco,28,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21502,Deaton,,0,Waco,,,,,,,,,,,26,,
minoraverages/1948TSN,1947,Big State League,,B00475,DiBartolo,Anthony J.,0,Texarkana,122,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21475,DiBartolo,,0,Texarkana,,,,,,,,,,,114,,
minoraverages/1948TSN,1947,Big State League,,B00577,Donaldson,Gordon R.,0,Gainesville,142,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20190,Donaldson,,0,Gainesville,,,,142,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B00293,Drake,Larry,0,Sherman-Denison,122,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21013,Drake,,0,Sherman-Denison,,,,,,,,,124,,,,
minoraverages/1948TSN,1947,Big State League,,F21255,Drake,,0,Sherman-Denison,,,,,,,,,,47,,,
minoraverages/1948TSN,1947,Big State League,,B01275,Eaves,Vallie,0,Texarkana,34,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21794,Eaves,,0,Texarkana,,,,,,,,,,,,34,
minoraverages/1948TSN,1947,Big State League,,P10113,Eaves,,0,Texarkana,,34,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B01711,Elliott,Joe,0,Austin,51,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21822,Elliott,,0,Austin,,,,,,,,,,,,51,
minoraverages/1948TSN,1947,Big State League,,P10478,Elliott,,0,Austin,,51,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B01658,Estock,George,0,Austin,39,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21961,Estock,,0,Austin,,,,,,,,,,,,39,
minoraverages/1948TSN,1947,Big State League,,P10231,Estock,,0,Austin,,39,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B01156,Finger,Thomas H.,0,Wichita Falls,71,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21747,Finger,,0,Wichita Falls,,,,,,,,,,,,45,
minoraverages/1948TSN,1947,Big State League,,P10410,Finger,,0,Wichita Falls,,45,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B00904,Fox,Marlin,0,Sherman-Denison,40,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21865,Fox,,0,Sherman-Denison,,,,,,,,,,,,31,
minoraverages/1948TSN,1947,Big State League,,P10633,Fox,,0,Sherman-Denison,,31,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B00076,Frierson,Robt. L.,0,Sherman-Denison,156,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20700,Frierson,,0,Sherman-Denison,,,,,,,,153,,,,,
minoraverages/1948TSN,1947,Big State League,,B00469,Funderburk,Arnold C.,0,Greenville,89,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21343,Funderburk,,0,Greenville,,,,,,,,,,,89,,
minoraverages/1948TSN,1947,Big State League,,B00695,Garner,James P.,0,Texarkana,88,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20855,Garner,,0,Texarkana,,,,,,,,18,,,,,
minoraverages/1948TSN,1947,Big State League,,F21488,Garner,,0,Texarkana,,,,,,,,,,,60,,
minoraverages/1948TSN,1947,Big State League,,B00920,Gilchrist,Larry,0,Gainesville,144,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20552,Gilchrist,,0,Gainesville,,,,,,144,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B01722,Gillum,William C.,0,Waco,10,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F22116,Gillum,,0,Waco,,,,,,,,,,,,10,
minoraverages/1948TSN,1947,Big State League,,B00502,Gilmore,Roy,0,Waco,129,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20807,Gilmore,,0,Waco,,,,,,,,108,,,,,
minoraverages/1948TSN,1947,Big State League,,F21158,Gilmore,,0,Waco,,,,,,,,,,16,,,
minoraverages/1948TSN,1947,Big State League,,B01300,Godfrey,James A.,0,Austin,34,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21973,Godfrey,,0,Austin,,,,,,,,,,,,34,
minoraverages/1948TSN,1947,Big State League,,P10215,Godfrey,,0,Austin,,34,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B00037,Goldstein,Leslie A.,0,Gainesville,85,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20072,Goldstein,,0,Gainesville,,,85,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B01663,Gornicki,Henry,0,Gainesville,11,,,,,,,,,,,,
