ident,key,key.retro,key.brminors,name.last,name.first,name.given,birth.date
1914-AA:dodge,cw:66d6ecb5,dodgj101,dodge-002joh,Dodge,John,John Lewis,18890427
1914-AA:dougherty,cw:dd64005f,dougt101,doughe001tho,Dougherty,Tom,Thomas James,18810530
1914-AA:downey,cw:c3aba339,,downey002tho,Downey,Tom,Thomas Charles,18870815
1914-AA:drucke,cw:bfe032a1,drucl101,drucke001lou,Drucke,Louis,Louis Frank,18881203
1914-AA:dumont,cw:32e4e056,dumog101,dumont001geo,Dumont,George,George Henry,18951113
1914-AA:duval,cw:1ca0d444,,duval-004---,Duval,,,
1914-AA:eayrs,cw:49c3f1bf,eayre101,eayrs-001edw,Eayrs,Eddie,Edwin,18901110
1914-AA:eddington,cw:fd5adf83,,edding001fra,Eddington,Frank,Frank,
1914-AA:ellis,cw:6ac068f6,,ellis-001wil,Ellis,William,William E.,
1914-AA:felch,cw:cd61b579,felsh101,felsch001osc,Felsch,Happy,Oscar Emil,18910822
1914-AA:ferry,cw:a08648e5,ferrj101,ferry-002joh,Ferry,Jack,John Francis,18870407
1914-AA:fiene,cw:4d1437df,fienl101,fiene-001lou,Fiene,Lou,Louis Henry,18841229
1914-AA:frost,cw:f4a63eed,,frost-001jam,Frost,James,James R.,
1914-AA:gallia,cw:1a291d27,gallb103,gallia001mel,Gallia,Bert,Melvin Allys,18911014
1914-AA:galloway,cw:9eed9f72,gallj101,gallow001jam,Galloway,Jim,James Cato,18870916
1914-AA:gardner-cle,cw:4e63931c,garde101,gardne001ear,Gardner,Earle,Earle McClurkin,18840124
1914-AA:gardner-sp,cw:50a21771,gardh101,gardne003har,Gardner,Harry,Harry Ray,18870601
1914-AA:geibel,cw:f465eb41,,geibel001jos,Geibel,Joseph,Joseph,
1914-AA:george,cw:16c4bf84,georl101,george001tho,George,Lefty,Thomas Edward,18860813
1914-AA:gerber,cw:43e3e4ea,gerbw101,gerber001wal,Gerber,Wally,Walter,18910818
1914-AA:gharrity,cw:276c42e1,gharp101,gharri001edw,Gharrity,Patsy,Edward Patrick,18920313
1914-AA:gilligan,cw:14c8f2f0,gillj101,gillig002joh,Gilligan,Jack,John Patrick,18851018
1914-AA:glenn,cw:2de209db,glenh101,glenn-001har,Glenn,Harry,Harry Melville,18900609
1914-AA:goshorn,cw:bf5a75b0,,goshor001gro,Goshorn,Grover,Grover,
1914-AA:gossett,cw:ed4cbfd1,gossd101,gosset001joh,Gossett,Dick,John Star,18900821
1914-AA:griffith,cw:00873ae1,grift102,griffi004tho,Griffith,Tommy,Thomas Herman,18891026
1914-AA:haggerty,cw:8a0d34a5,,hagger001hug,Haggerty,Hugh,Hugh J.,
1914-AA:hall,cw:f442d879,hallc103,hall--004cha,Hall,Charley,Charles Louis,18840727
1914-AA:harrington,cw:950ab970,,harrin001wil,Harrington,William,William H.,1892
1914-AA:hemphill,cw:16980e0e,hempc101,hemphi001cha,Hemphill,Charlie,Charles Judson,18760420
1914-AA:hillyard,cw:efca3886,,hillya001dav,Hillyard,Dave,David,
1914-AA:hinchman.h,cw:9efa7a4f,hinch101,hinchm001har,Hinchman,Harry,Harry Sibley,18780804
1914-AA:hinchman.w,cw:7956c83d,hincb101,hinchm001wil,Hinchman,Bill,William White,18830404
1914-AA:hoffer,cw:e55a048a,,hoffer001jer,Hoffer,Jerry,Jerry,
1914-AA:hogue,cw:4fb7ebf6,,hogue-001ira,Hogue,Ira,Ira B.,
1914-AA:hopper,cw:d7014fde,hoppb101,hopper001wil,Hopper,Bill,William Booth,18910826
1914-AA:hovlik,cw:02eb75c0,hovlj101,hovlik001jos,Hovlik,Joe,Joseph,18840816
1914-AA:hughes,cw:4a6af2e6,,hughes004joh,Hughes,John,John Joseph,18830604
1914-AA:humphrey,cw:7da6ceff,,humphr018---,Humphrey,,,
1914-AA:hunter,cw:5f2ea400,huntn101,hunter002fre,Hunter,Newt,Frederick Creighton,18800105
1914-AA:ingersoll,cw:980c878a,ingeb101,ingers001rob,Ingersoll,Bob,Robert Randolph,18830108
1914-AA:ingerton,cw:99463605,inges101,ingert001wil,Ingerton,Scotty,William John,18860419
1914-AA:james-cle,cw:f918b3e9,jamel102,james-004wil,James,Lefty,William L.,18890701
1914-AA:james-sp,cw:720d0c44,,james-006wil,James,William,William A.,1882
1914-AA:johns,cw:105c211d,johnp101,johns-002wil,Johns,Pete,William R.,18880117
1914-AA:johnson,cw:4b84608e,johno101,johnso001oti,Johnson,Otis,Otis L.,18831105
1914-AA:jones.j,cw:a3d0511c,jonej105,jones-022jam,Jones,Jim,James Tilford,18761225
1914-AA:jones.s,cw:aa010a66,jones104,jones-006sam,Jones,Sad Sam,Samuel Pond,18920726
1914-AA:jones.t,cw:2d7e5586,jonet103,jones-002tho,Jones,Tom,Thomas,18740621
1914-AA:kahler,cw:188fbcbc,kahlg101,kahler001geo,Kahler,George,George Runnells,18890906
1914-AA:karger,cw:f953fa14,karge101,karger001edw,Karger,Ed,Edwin,18830506
1914-AA:kelleher,cw:5c2cb687,kellj107,kelleh002joh,Kelleher,John,John Patrick,18930913
1914-AA:killifer,cw:1939cba2,killr101,killef001wad,Killefer,Red,Wade,18850413
1914-AA:kirke,cw:72ecb5a6,kirkj101,kirke-002jud,Kirke,Jay,Judson Fabian,18880616
1914-AA:knight,cw:cba9cbe4,knigj102,knight004joh,Knight,John,John Wesley,18851006
1914-AA:lake,cw:c9daf8d0,lakej101,lake--002jos,Lake,Joe,Joseph Henry,18810106
1914-AA:laroy,cw:b0cb6bb0,lerol101,leroy-001lou,LeRoy,Louis,Louis Paul,18790218
1914-AA:larson,cw:9898b79e,,larsen001ber,Larsen,Bert,Bert R.,
1914-AA:lelivelt,cw:cb2421f9,lelij101,lelive001joh,Lelivelt,Jack,John Frank,18851114
1914-AA:leverette,cw:9a515d4d,leveh101,levere001hor,Leverette,Hod,Horace Wilbur,18890204
1914-AA:lewis,cw:5974085d,lewip101,lewis-001phi,Lewis,Phil,Philip,18831007
1914-AA:livingston,cw:8da83125,livip101,living001pat,Livingston,Paddy,Patrick Joseph,18800114
1914-AA:loudermilk,cw:27719f7c,lowdg101,lowder001gro,Lowdermilk,Grover,Grover Cleveland,18850115
1914-AA:lush,cw:d7bc7768,lushj101,lush--001joh,Lush,Johnny,John Charles,18851008
1914-AA:mattick,cw:aa4b524a,mattw101,mattic001wal,Mattick,Wally,Walter Joseph,18870312
1914-AA:mccarthy,cw:18c675b7,,mccart011joh,McCarty,Jack,John Ambrose,18900422
1914-AA:mccormick,cw:20db7716,,mccorm012---,McCormick,,,
1914-AA:mccoy,cw:f6ad3079,,mccoy-018---,McCoy,,,
1914-AA:mcgraw,cw:f036a230,,mcgraw001leo,McGraw,Leo,Leo,1891
1914-AA:mclarry,cw:53b6aed7,mclap101,mclarr001how,McLarry,Polly,Howard Zell,18910325
1914-AA:mcnally,cw:f0429c9e,mcnam101,mcnall001mic,McNally,Mike,Michael Joseph,18930913
1914-AA:mcvaugh,cw:652d6aec,,mcvaug001wil,McVaugh,William,William,
1914-AA:merz,cw:96aba8c4,,merz--001ott,Merz,Otto,Otto Charles,18891009
1914-AA:metz,cw:4229f592,,metz--001fra,Metz,Frank,Benjamin Franklin,1885
1914-AA:midkiff,cw:3b2159b8,midke101,midkif003ezr,Midkiff,Ezra,Ezra Millington,18821113
1914-AA:miller,cw:97142ea3,millr107,miller007ray,Miller,Ray,Raymond Peter,18880212
1914-AA:moore,cw:e58c8931,,moore-003hen,Moore,Henry,Henry P.,1892
1914-AA:morgan,cw:dfafa3e0,morgc102,morgan003har,Morgan,Cy,Harry Richard,18781110
1914-AA:murray,cw:974d00b3,murrj101,murray008jam,Murray,Jim,James Oscar,18780116
1914-AA:neale,cw:6481237f,nealg101,neale-001alf,Neale,Greasy,Alfred Earle,18911105
1914-AA:nelson,cw:8ea1300f,nelsr104,nelson002alb,Nelson,Red,Albert Francis,18860519
1914-AA:nifnecker,cw:7b94228b,,nifnec001rob,Nifnecker,Robert,Robert,
1914-AA:niles,cw:986b8a2f,nileh101,niles-001her,Niles,Harry,Herbert Clyde,18800910
1914-AA:northrop,cw:12a76cb4,nortj102,northr001geo,Northrop,Jake,George Howard,18880305
1914-AA:obrien,cw:a6146dec,,obrien073---,O'Brien,,,
1914-AA:orourke,cw:9bca3b59,orouq101,orourk005jam,O'Rourke,Queenie,James Stephen,18831226
1914-AA:osborn,cw:36b62d28,osbof102,osborn001wil,Osborn,Fred,Wilferd Pearl,18831128
1914-AA:paddock,cw:60359231,paddd101,paddoc001del,Paddock,Del,Delmer Harold,18870608
1914-AA:patterson,cw:413f2557,pattr101,patter001roy,Patterson,Roy,Roy Lewis,18761217
1914-AA:paulette,cw:147b2f14,paulg102,paulet002eug,Paulette,Gene,Eugene Edward,18910526
1914-AA:perry,cw:1efb9daf,,perry-001rop,Perry,Rope,Rope,
1914-AA:pfeffer,cw:36594561,,pfeffe001mon,Pfeffer,Monte,Monte,
1914-AA:powell,cw:2c2643b4,poweb102,powell003wil,Powell,Bill,William Burris,18850508
1914-AA:randall,cw:6c7c5228,randn101,randal001new,Randall,Newt,Newton John,18800203
1914-AA:rath,cw:50bba699,rathm101,rath--001mor,Rath,Morrie,Morris Charles,18861225
1914-AA:regan,cw:638b563c,regam101,regan-001mic,Regan,Mike,Michael John,18871119
1914-AA:reilley,cw:84508e88,reild101,reille001ale,Reilley,Duke,Alexander Aloysius,18840825
1914-AA:reilly,cw:3e0ce945,reilt101,reilly002tho,Reilly,Tom,Thomas Henry,18840803
1914-AA:richie,cw:b5f0d528,richl102,richie001elw,Richie,Lew,Elwood Lewis,18830823
1914-AA:robertson,cw:1dc7de73,,robert002ern,Robertson,Ernest,Ernest,
1914-AA:rondeau,cw:8e840fae,rondh101,rondea001hen,Rondeau,Henri,Henri Joseph,18870505
1914-AA:rossman,cw:3dedb455,rossc101,rossma001cla,Rossman,Claude,Claud,18810617
1914-AA:roth,cw:05f5df36,rothb102,roth--005rob,Roth,Braggo,Robert Frank,18920828
1914-AA:schardt,cw:58fbdbce,schab102,schard001wil,Schardt,Bill,Wilburt,18860120
1914-AA:scheneberg-col,cw:ff46f1ed,schej103,schene001joh,Scheneberg,John,John Bluford,18871120
1914-AA:severeid,cw:5560dce6,seveh101,severe001hen,Severeid,Hank,Henry Levai,18910601
1914-AA:shackelford,cw:8a9b6a67,,shacke001joh,Shackelford,John,John C.,
1914-AA:sheckard,cw:08c48a23,shecj101,shecka001sam,Sheckard,Jimmy,Samuel James Tilden,18781123
1914-AA:sheehan,cw:0c110e5e,,sheeha001jac,Sheehan,Jack,Jack,
1914-AA:shelton,cw:05661218,shels101,shelto001and,Shelton,Skeeter,Andrew Kemper,18880629
1914-AA:shovlin,cw:31a0be0f,shovj101,shovli001joh,Shovlin,John,John Joseph,18910114
1914-AA:slapnicka,cw:b38d9ea2,slapc101,slapni001cyr,Slapnicka,Cy,Cyril Charles,18860323
1914-AA:smith-cle,cw:d96af6d1,smite104,smith-006elm,Smith,Elmer,Elmer John,18920921
1914-AA:smith-col,cw:7d483625,smits101,smith-001syd,Smith,Syd,Sydney A.,18830831
1914-AA:smith-min,cw:37f98c62,smitw101,smith-003wil,Smith,Wib,Wilbur Floyd,18860830
1914-AA:southworth,cw:b8be8c57,soutb101,southw003wil,Southworth,Billy,William Harold,18930309
1914-AA:spellman,cw:c53019a6,,spellm001edw,Spellman,Ed,Edward,1889
1914-AA:stansbury,cw:41a9a5f0,stanj102,stansb001joh,Stansbury,Jack,John James,18851206
1914-AA:stumpf,cw:9d99d81a,stumb101,stumpf001wil,Stumpf,Bill,William Frederick,18920321
1914-AA:tannehill,cw:0075fd97,tannl101,tanneh002lee,Tannehill,Lee,Lee Ford,18801026
1914-AA:taylor.b,cw:24481769,,taylor002wil,Taylor,William,William,
1914-AA:taylor.w,cw:5cffe24d,taylw101,taylor002phi,Taylor,Wiley,Philip Wiley,18880318
1914-AA:thompson,cw:cb8cdc2d,,thomps005wil,Thompson,Bill,William G.,
1914-AA:titus,cw:edd1ff06,tituj101,titus-001joh,Titus,John,John Franklin,18760221
1914-AA:toney,cw:ec97d575,tonef101,toney-001fre,Toney,Fred,Fred Alexandra,18881211
1914-AA:uhler,cw:ef2229d8,,uhler-001mor,Uhler,Morris,Morris,
1914-AA:walker,cw:0958b571,walkd102,walker001ewa,Walker,Dixie,Ewart Gladstone,18880601
1914-AA:weinberg,cw:cdb75735,,weinbe001ed-,Weinberg,Ed,Ed J.,
1914-AA:whelan,cw:b1088398,whelj101,whelan001jam,Whelan,Jimmy,James Francis,18900511
1914-AA:wilie,cw:49c1adcd,wilid101,wilie-001den,Wilie,Denney,Dennis Ernest,18900922
1914-AA:williams,cw:30c2347c,willj106,willia025jam,Williams,Jimmy,James Thomas,18761220
1914-AA:willis,cw:44a25be5,willj103,willis001jos,Willis,Joe,Joseph Dank,18900409
1914-AA:woodburn,cw:bfb247c1,woodg103,woodbu001eug,Woodburn,Gene,Eugene Stewart,18860820
1914-AA:works,cw:41d0725a,workr101,works-002ral,Works,Ralph,Ralph Talmadge,18880316
1914-AA:wortman,cw:031d392c,wortc101,wortma001wil,Wortman,Chuck,William Lewis,18920105
1914-AA:young,cw:ba49722e,youni101,young-001irv,Young,Irv,Irving Melrose,18770721
1914-ATLL:acosta,cw:42073595,acosj101,acosta003jos,Acosta,Jose,Jose,18910304
1914-ATLL:adler,cw:93ef8ca4,,adler-001rob,Adler,Robert,Robert B.,
1914-ATLL:applegate,cw:9337f459,,appleg002har,Applegate,Harry,Harry,
1914-ATLL:arragon,cw:96233aba,araga101,aragon002ang,Aragon,Angel,Angel,18900802
1914-ATLL:baranda,cw:4705634c,,barand001man,Baranda,Manuel,Manuel,18900424
1914-ATLL:beatty,cw:ecebf410,,beatty006---,Beatty,,,
1914-ATLL:berran,cw:b3ca5ffb,berrd101,berran001den,Berran,Dennis,Dennis Martin,18871008
1914-ATLL:bien,cw:a313d7f1,,bien--001---,Bien,,,
1914-ATLL:blakey,cw:14822fe8,,blake-002joh,Blake,John,John Francis,
1914-ATLL:bradley,cw:17fb8d90,,bradle005---,Bradley,,,
1914-ATLL:brandt,cw:59cf6389,,brandt002fre,Brandt,Fred,Fred,
1914-ATLL:brock,cw:6ddaee26,,brock-001aug,Brock,August,August,
1914-ATLL:burns,cw:104aa108,,burns-009---,Burns,,,
1914-ATLL:calvo,cw:7c8970c2,,calvo-001tom,Calvo,Tomas,Tomas,1890
1914-ATLL:campbell,cw:c841d272,,campbe055---,Campbell,,,
1914-ATLL:clark,cw:2658f207,,clark-029---,Clark,,,
1914-ATLL:clifford,cw:93d0eea1,,cliffo004---,Clifford,,,
1914-ATLL:clinton,cw:65dbac05,,clinto004---,Clinton,,,
1914-ATLL:coakley,cw:3958ceca,coaka101,coakle001and,Coakley,Andy,Andrew James,18821120
1914-ATLL:conklin,cw:a02753bc,,conkli001ben,Conklin,Benjamin,Benjamin,
1914-ATLL:corbett,cw:540a2e4b,,corbet001mer,Corbett,Merritt,Merritt,
1914-ATLL:cummings,cw:32273c6a,,cummin008---,Cummings,,,
1914-ATLL:dominiquez,cw:5b736145,,dominq001san,Dominquez,Santiago,Santiago,1889
1914-ATLL:duggan,cw:c4ad2f3f,,duggan001---,Duggan,,,
1914-ATLL:edgars,cw:4c04a37a,,edgars001---,Edgars,,,
1914-ATLL:elcock,cw:04f10f6c,,elcock001jam,Elcock,James,James J.,
1914-ATLL:eley,cw:c5898775,,eley--001fra,Eley,Frank,Frank P.,
1914-ATLL:estes,cw:35abe2a1,,estes-003wil,Estes,William,William B.,
1914-ATLL:ettinger,cw:9dd58c6c,,etting001nat,Ettinger,Nat,Nat,
1914-ATLL:fish,cw:aec4ccf1,,fish--010---,Fish,,,
1914-ATLL:gallagher,cw:a9bab0cf,,gallag001a--,Gallagher,A.,A.,
1914-ATLL:ganzel,cw:c75e5e33,ganzj101,ganzel001joh,Ganzel,John,John Henry,18740407
1914-ATLL:gillespie,cw:7021aaed,,gilles008---,Gillespie,,,
1914-ATLL:guiheen,cw:38786f7f,,guihee001tho,Guiheen,Thomas,Thomas Aloysius,18821227
1914-ATLL:hand,cw:13173483,,hand--003---,Hand,,,
1914-ATLL:harris,cw:094089c5,,harris001h--,Harris,Herbert,Herbert J.,18900515
1914-ATLL:harvey,cw:cfddbaf1,,harvey010---,Harvey,,,
1914-ATLL:hastings,cw:6d15b05c,,hastin003jos,Hastings,Joseph,Joseph,
1914-ATLL:henriquez,cw:f2b432e1,,henriq001---,Henriquez,,,
1914-ATLL:hogan,cw:845e60b5,,hogan-015---,Hogan,,,
1914-ATLL:holmes,cw:0b32fe36,,holmes001rus,Holmes,Russell,Russell H.,18910605
1914-ATLL:hope,cw:e84c3c87,hopes101,hope--001sam,Hope,Sam,Samuel Everett,18781204
1914-ATLL:hungo,cw:5b485234,,hungo-001fid,Hungo,Fidelio,Fidelio,18920112
1914-ATLL:hurley,cw:8f5b63b3,,hurley013---,Hurley,,,
1914-ATLL:jiminez,cw:6379c065,,jimene006man,Jimenez,Manuel,Manuel,1892
1914-ATLL:judson,cw:54c3ed44,,judson001fra,Judson,Frank,Fred J.,
1914-ATLL:kelly,cw:d393b137,,kelly-083---,Kelly,,,
1914-ATLL:kroh,cw:137e71ef,,kroh--001jac,Kroh,Jack,Jack,
1914-ATLL:kull,cw:b963bfea,kullj101,kull--001joh,Kull,John,John A.,18820624
1914-ATLL:lange,cw:d9927eb1,,lange-002---,Lange,,,
1914-ATLL:leahey,cw:ad22ab44,,leahey001---,Leahey,,,
1914-ATLL:leid,cw:e326bb7e,,leid--001fre,Leid,Fred,Fred,
1914-ATLL:lewis,cw:90c7dad5,,lewis-030---,Lewis,,,
1914-ATLL:lowe,cw:d8a68cbf,loweg101,lowe--001geo,Lowe,George,George Wesley,18950425
1914-ATLL:masterson,cw:8ccc2c98,,master001cli,Masterson,Clifford,Clifford,
1914-ATLL:maurer,cw:f71506f1,,muarer001---,Maurer,,,
1914-ATLL:mccallan,cw:fa9d5ea8,,mccall001m--,McCallan,M.,M. F.,
1914-ATLL:mccarthy,cw:bb956152,,mccart062---,McCarthy,,,
1914-ATLL:mcpherson,cw:e0e56faa,,mcpher005---,McPherson,,,
1914-ATLL:meara,cw:405cd242,mearc101,meara-001cha,Meara,Charlie,Charles Edward,18910416
1914-ATLL:moshier-dan,cw:5778810d,,moshie000---,Moshier,,,
1914-ATLL:moshier-new,cw:d3ad5f69,,moshie001geo,Moshier,George,George,
1914-ATLL:munos,cw:b7f77910,,munoz-003fra,Munoz,Francisco,Francisco,1890
1914-ATLL:nolan,cw:b73e4a54,,nolan-018---,Nolan,Joe,Joseph,
1914-ATLL:oakley,cw:80076f2c,,oakley001wal,Oakley,Walter,Walter,
1914-ATLL:obrien.j,cw:dec7b6ac,,obrien001j--,O'Brien,J.,J.,
1914-ATLL:obrien.m,cw:12a417fa,,obrien001m--,O'Brien,M.,M.,
1914-ATLL:padrone,cw:11c72963,,padron001lou,Padron,Luis,Luis,1878
1914-ATLL:parker,cw:8b45f89c,,parker038---,Parker,,,
1914-ATLL:ramos,cw:53283702,,ramos-001---,Ramos,,,
1914-ATLL:randolph,cw:75992d8a,,randol001cli,Randolph,Clifford,Clifford,
1914-ATLL:reddington,cw:01ea2ef4,,reddin001ed-,Reddington,Ed,Ed,
1914-ATLL:ritter,cw:f3c61844,,ritter016---,Ritter,,,
1914-ATLL:robertson,cw:c24275ec,,robers001---,Roberstson,,,
1914-ATLL:romanach,cw:f60afdbb,,romana001tom,Romanach,Tomas,Tomas,1890
1914-ATLL:roth,cw:c987a038,,roth--001hen,Roth,Henry,Henry,
1914-ATLL:ruddy,cw:42c6bdba,,ruddy-001---,Ruddy,,,
1914-ATLL:sachs,cw:256a7ec9,,sachs-001joe,Sachs,Joe,Joe,
1914-ATLL:samuelson,cw:a6735592,,samuel003---,Samuelson,,,
1914-ATLL:saunders,cw:249c3063,,saunde002---,Saunders,,,
1914-ATLL:scheaffer,cw:c28f0e44,,shaeff001tyr,Shaeffer,Tyrell,Tyrell,
1914-ATLL:schrage,cw:d214a40c,,schrag001f--,Schrage,F.,F.,
1914-ATLL:schultz,cw:dc12e1d8,,schult031---,Schultz,,,
1914-ATLL:schwab,cw:73a98945,,schwab007---,Schwab,,,
1914-ATLL:schwartz,cw:ec3f17ca,,schwar002joh,Schwartz,John,John J.,
1914-ATLL:scull,cw:7edbb824,,scull-001---,Scull,Carl,Carl A.,
1914-ATLL:shaukey,cw:35b0036b,,shanke001vic,Shankey,Vic,Victor Jerome,18920306
1914-ATLL:shufelt,cw:7fcfd159,,shufel001---,Shufelt,,,
1914-ATLL:smith,cw:6c374ab8,,smith-007and,Smith,Andrew,Andrew,
1914-ATLL:soper,cw:b50e14d2,,soper-001cla,Soper,Claude,Claude Spencer,18960625
1914-ATLL:springman,cw:23230b6c,,spring001ric,Springman,Richard,Richard,
1914-ATLL:stmartin,cw:3dfb25c2,,stmart001vic,St. Martin,Victor,Victor N.,18910726
1914-ATLL:suarez,cw:d4850d87,,suarez001---,Suarez,,,
1914-ATLL:tamm,cw:3f761c3f,,tamm--001wil,Tamm,William,William,
1914-ATLL:taquer,cw:8785ff63,,taguer001t--,Taguer,Tommy,Thomas Anthony,18891027
1914-ATLL:tauman,cw:907d35a4,,tauman001---,Tauman,,,
1914-ATLL:torrez,cw:3dd346ce,torrr102,torres002ric,Torres,Ricardo,Ricardo J.,18910416
1914-ATLL:tully,cw:0032e909,,tulley001cha,Tulley,Babe,Charles Matthew,18861014
1914-ATLL:vansaun,cw:866b5b42,,vansau001r--,Van Saun,R.,R.,
1914-ATLL:vernon,cw:bc88c819,,vernon001---,Vernon,,,
1914-ATLL:viola,cw:b34eb36b,,violat001jua,Viola,Juan,Juan,1883
1914-ATLL:waite,cw:4ef127ce,,waite-001fre,Waite,Fred,Fred E.,
1914-ATLL:walsh,cw:8333f196,,walsh-001tho,Walsh,Thomas,Thomas,
1914-ATLL:waterman,cw:29539fd3,,waterm001wil,Waterman,William,William,1878
1914-ATLL:welscher,cw:6bdc6019,,welche001abe,Welcher,Abe,Abraham,18840528
1914-ATLL:westlake,cw:a85c14a0,,westla001jam,Westlake,James,James Arthur,
1914-ATLL:white,cw:5eb3f702,,white-001ed-,White,Ed,Ed,
1914-ATLL:wyckoff,cw:59c86e9e,,wyckof001sam,Wyckoff,Samuel,Samuel,
1914-CANL:asher,cw:93bf3def,,asher-001---,Asher,,,
1914-CANL:auld,cw:bc94be86,,auld--001rob,Auld,Robert,Robert A.,
1914-CANL:baker,cw:7f32b3dd,,baker-042---,Baker,,,
1914-CANL:baldwin.h,cw:81897075,baldh102,baldwi001hen,Baldwin,Henry,Henry Clay,18940613
1914-CANL:baldwin.u,cw:e6eb229f,,baldwi011---,Baldwin,,,
1914-CANL:barrett,cw:8199dcd5,,barret023---,Barrett,,,
1914-CANL:barrows,cw:801c38ab,,barrow003---,Barrows,,,
1914-CANL:beebe,cw:18aac5fa,,beebe-001ben,Beebe,Benton,Benton B.,18900316
1914-CANL:behan,cw:9ac691d1,behap101,behan-001cha,Behan,Petie,Charles Frederick,18871211
