ident,key,key.retro,key.brminors,name.last,name.first,name.given,birth.date
1916-TL:atz,cw:b167c2a1,atz-j101,atz---001joh,Atz,Jake,Jacob Henry,18790701
1916-TL:baggan,cw:514dc4eb,,baggan001joh,Baggan,John,John,18881125
1916-TL:bailey,cw:f4a74b59,bailg101,bailey001art,Bailey,Gene,Arthur Eugene,18931125
1916-TL:balenti,cw:88c44a4c,balem101,balent001mic,Balenti,Mike,Michael Richard,18860703
1916-TL:barfoot,cw:37e4100b,barfc101,barfoo001cly,Barfoot,Clyde,Clyde Raymond,18910708
1916-TL:barr,cw:20c9f474,barrs102,barr--001hyd,Barr,Scotty,Hyder Edward,18861006
1916-TL:becker,cw:d93719c1,,becker001jes,Becker,Jess,Jesse F.,18820606
1916-TL:bernsen,cw:71120aa7,,bernse001alb,Bernsen,Albert,Albert William,18910819
1916-TL:betts,cw:9c28d225,,betts-001cha,Betts,Charles,Charles,
1916-TL:bittle,cw:48addd7d,,bittle001cla,Bittle,Clarence,Clarence Elwood,18890208
1916-TL:bluejacket,cw:073c9f7f,bluej101,blueja001jam,Bluejacket,Jim,James,18870708
1916-TL:bobo,cw:90637d95,,bobo--001che,Bobo,Chester,Chester Collins,18920830
1916-TL:brandt,cw:c60bb430,,brant-001gro,Brant,Grover,Grover C.,18901105
1916-TL:breaux,cw:3b5aab52,,breaux001rus,Breaux,Russell,Russell,
1916-TL:bronwlow,cw:50b384e8,,brownl002joh,Brownlow,Ben,John Benjeman,18860902
1916-TL:burch,cw:8eb0f05b,,burch-001joh,Burch,Barney,John Feagin,18900806
1916-TL:bush,cw:923e8db5,,bush--001joe,Bush,Joe,Joseph G.,
1916-TL:butler,cw:161e4660,butlk102,butler007wil,Butler,Kid,Willis Everett,18870809
1916-TL:carmody,cw:d10a96cc,,carmod001fra,Carmody,Frank,Franklin M.,
1916-TL:carroll,cw:5300844d,carrd103,carrol001dor,Carroll,Dixie,Dorsey Lee,18910519
1916-TL:causey,cw:24b65a55,causr101,causey001cec,Causey,Red,Cecil Algerton,18930811
1916-TL:citrano,cw:daea68fa,,citran001ton,Citrano,Tony,Tony,
1916-TL:clark,cw:0d64280e,clarj101,clark-004jam,Clark,Jim,James Francis,18871226
1916-TL:compere,cw:0dc8c0f8,,comper001irw,Compere,Irwin,William Irvin,18941007
1916-TL:conley,cw:7cc0b582,conls101,conley003jam,Conley,Snipe,James Patrick Michael,18920425
1916-TL:conwell,cw:05e4d950,conwe101,conwel001edw,Conwell,Ed,Edward James,18900129
1916-TL:cook,cw:006ffa3d,,cook--001les,Cook,Les,Lester Spurgeon,18950326
1916-TL:couchman,cw:ebef35b6,,couchm001rob,Couchman,Bob,Robert Macbeth,18880201
1916-TL:coyle,cw:b5f58c0a,,coyle-001nor,Coyle,Norman,Norman,18890913
1916-TL:criss,cw:be0f0ff6,crisd101,criss-001dod,Criss,Dode,Dode,18850312
1916-TL:crouch,cw:5029cd32,,crouch001wil,Crouch,Wilbur,Wilbur,
1916-TL:dee,cw:d0e7230b,dee-s101,dee---001mau,Dee,Shorty,Maurice Leo,18891004
1916-TL:delahanty,cw:01aa916e,delaj103,delaha001jam,Delahanty,Jim,James Christopher,18790620
1916-TL:deltz,cw:c662558e,,diltz-001ste,Diltz,Stewart,Stewart,
1916-TL:diamond,cw:e9e41ac6,,dimond001ben,Dimond,Ben,Ben,18881120
1916-TL:dickson,cw:df648610,dickw101,dickso001wal,Dickson,Walt,Walter Raleigh,18781203
1916-TL:dodd,cw:38f97283,doddo101,dodd--001ora,Dodd,Ona,Ona Melvin,18861014
1916-TL:donalds,cw:154859c5,donae101,donald001edw,Donalds,Ed,Edward Alexander,18830622
1916-TL:duffy,cw:57916a68,,duffy-001ed-,Duffy,Ed,Edward L.,
1916-TL:dunckell,cw:7c4d3199,,duncke001ear,Dunckel,Earl,Earl S.,
1916-TL:edmondson,cw:4ab734f3,,edmond001rog,Edmondson,Roger,Roger E.,18861211
1916-TL:elwert,cw:10a59f43,,elwert001wil,Elwert,Bill,William J.,18800111
1916-TL:ens,cw:70280e43,ens-j101,ens---001jew,Ens,Jewel,Jewel Winklemeyer,18890824
1916-TL:fentress,cw:be31c553,,fentre001roy,Fentress,Roy,Roy E.,18870204
1916-TL:flynn,cw:55af47f7,flind101,flinn-001don,Flinn,Don,Don Raphael,18921117
1916-TL:frierson,cw:69e7c902,,friers001joh,Frierson,John,John S.,
1916-TL:gardner,cw:0fb9d793,,gardne001lut,Gardner,Rube,Luther Curtis,18831105
1916-TL:gleason,cw:794c9595,gleaj101,gleaso003jos,Gleason,Joe,Joseph Paul,18950709
1916-TL:green,cw:2faa6a09,,green-003e--,Green,E. H.,E. H.,1885
1916-TL:grubb,cw:19cc8dfa,grubh102,grubb-002har,Grubb,Harvey,Harvey Harrison,18900918
1916-TL:gudger,cw:ae5e223f,,gudger001jam,Gudger,James,James,
1916-TL:harbin,cw:395222e9,,harben001c--,Harben,Charles,Charles Hugh,18911031
1916-TL:harding,cw:efbd9887,hardc102,hardin003cha,Harding,Charlie,Charles Harold,18910103
1916-TL:harrah,cw:3bc73ce6,,harrah001orv,Harrah,Orville,Orville,
1916-TL:hemmingway,cw:391a4442,hemie101,heming001eds,Hemingway,Ed,Edson Marshall,18930508
1916-TL:hill,cw:7379902f,hillr101,hill--001cli,Hill,Red,Clifford Joseph,18930120
1916-TL:hille,cw:47bd8154,,hille-001wil,Hille,William,William,
1916-TL:hollander,cw:bbf1bff8,,hollan006wil,Hollander,Bill,William,18911209
1916-TL:holt,cw:9d28969d,halta101,halt--001alv,Halt,Al,Alva William,18901123
1916-TL:hunter,cw:5f2ea400,huntn101,hunter002fre,Hunter,Newt,Frederick Creighton,18800105
1916-TL:jacobus,cw:2978c9e5,jacol101,jacobu001stu,Jacobus,Larry,Stuart Louis,18941213
1916-TL:james,cw:0a0705fe,jameb101,james-002ber,James,Bert,Berton Hulon,18860707
1916-TL:jenkins,cw:2369a264,jenkj102,jenkin002jos,Jenkins,Joe,Joseph Daniel,18901012
1916-TL:johnson-fw,cw:0b89ec19,johnr104,johnso003ada,Johnson,Rankin,Adam Rankin,18880204
1916-TL:johnson-gal,cw:9b751187,,johnso015wil,Johnson,Will,William F.,
1916-TL:johnston,cw:da0c076c,johnj106,johnst003joh,Johnston,Johnny,John Thomas,18900328
1916-TL:josephson,cw:9b0d58c0,,josefs001god,Josefson,Godfrey,John Godfrey,18930420
1916-TL:jost,cw:422b8e25,,jost--001oll,Jost,Ollie,Ollie,
1916-TL:karr,cw:b21aa5fd,karrb101,karr--001ben,Karr,Benn,Benjamin Joyce,18931128
1916-TL:knaupp,cw:64fd7f8b,,knaupp001wil,Knaupp,Chick,William Lewis,18921222
1916-TL:kneaves,cw:ee8ee924,,kneave001jos,Kneaves,Joseph,Joseph,
1916-TL:kuhn,cw:4bf9959f,kuhnw101,kuhn--001wal,Kuhn,Walt,Charles Walter,18870202
1916-TL:lee,cw:4ea47635,,lee---003all,Lee,Al,Allen C.,
1916-TL:leslie,cw:4aca8f81,leslr101,leslie001roy,Leslie,Roy,Roy Reid,18940823
1916-TL:leverett,cw:9a515d4d,leveh101,levere001hor,Leverette,Hod,Horace Wilbur,18890204
1916-TL:lewis,cw:ec2d46b3,,lewis-001sam,Lewis,Sam,Samuel I.,18930317
1916-TL:lourcey,cw:e6f05d38,,lource001wil,Lourcey,William,William,
1916-TL:love,cw:0000ba28,,love--001jac,Love,Jack,Jackson,18810405
1916-TL:malmquist,cw:7a61b0aa,,malmqu001wal,Malmquist,Walter,Walter E.,18901021
1916-TL:manda,cw:06544a7d,mandc101,manda-001car,Manda,Carl,Carl Alan,18861116
1916-TL:martini,cw:f3456129,martj104,martin020joh,Martina,John,John Joseph,18890708
1916-TL:mccandless,cw:7a065b86,mccaj107,mccand001sco,McCandless,Jack,Scott Cook,18910505
1916-TL:mciver,cw:0406f03d,mcivo101,mcivor001edw,McIvor,Otto,Edward Otto,18840726
1916-TL:mclauren,cw:5cdca188,mclar101,mclaur001ral,McLaurin,Ralph,Ralph Edgar,18850523
1916-TL:mcmahon,cw:65ef9875,,mcmaho001boy,McMahan,Boyd,John Boyd,18930203
1916-TL:mcneil,cw:10eb8cfa,,mcneil001nel,McNeill,Nelson,Nelson,18940917
1916-TL:miller,cw:e6225ef3,mille103,miller009edw,Miller,Ed,Edwin Collins,18881124
1916-TL:moore,cw:0ae621fd,moorg103,moore-005eug,Moore,Gene,Eugene,18851109
1916-TL:mullen,cw:c7d3c17b,,mullin001ovi,Mullins,Ovid,Ovid Vethy,18931129
1916-TL:murray,cw:974d00b3,murrj101,murray008jam,Murray,Jim,James Oscar,18780116
1916-TL:napier,cw:700be3a8,napib101,napier001ske,Napier,Buddy,Skelton Leroy,18891218
1916-TL:newnam,cw:39ec2907,newnp101,newnam001pat,Newnam,Pat,Robert Albert,18801210
1916-TL:nixon,cw:131d2992,nixoa101,nixon-001alb,Nixon,Al,Albert Richard,18860411
1916-TL:northern,cw:4c738903,north101,northe001hub,Northen,Hub,Hubbard Edwin,18860816
1916-TL:noyes,cw:7796452a,,noyes-001edw,Noyes,Eddie,Edwin Gossin,18801118
1916-TL:ogle,cw:44ae46c4,,ogle--001hat,Ogle,Hatton,Hatton Geter,18830806
1916-TL:perritt,cw:5e6372fc,,perrit001flo,Perritt,Floyd,Floyd,
1916-TL:perry,cw:3180151e,perrc101,perry-001cla,Perry,Clay,Clayton Shields,18811218
1916-TL:petty,cw:9c706ae4,pettj103,petty-001jes,Petty,Jesse,Jesse Lee,18941123
1916-TL:redford,cw:e063cff7,,redfor001fri,Redford,Fritz,Fritz,18911202
1916-TL:riley,cw:d3922eac,,reilly001emm,Reilly,Turk,Emmett Robert,18890410
1916-TL:robinson,cw:94014924,,robins033---,Robinson,,,
1916-TL:sage,cw:04fcbc1d,,sage--001geo,Sage,George,George,
1916-TL:schrader,cw:b4e5f0b6,,schrad001aug,Schrader,August,August,
1916-TL:schwind,cw:a3835826,schwa101,schwin001art,Schwind,Art,Arthur Edwin,18891104
1916-TL:seitz,cw:b8f78402,,seitz-002cha,Seitz,Charlie,Charles W.,18840814
1916-TL:sentell,cw:b545e91a,sentp101,sentel001leo,Sentell,Paul,Leopold Theodore,18790827
1916-TL:sewell,cw:9aaf2ea6,,sewell002jam,Sewell,Jim,James Wesley,18850217
1916-TL:sharman,cw:ab861087,sharr101,sharma001ral,Sharman,Ralph,Ralph Edward,18950411
1916-TL:sloan,cw:b72e0b81,,sloan-001tod,Sloan,Tod,J. Tod,
1916-TL:smith-dal,cw:60d8bb8d,smith104,smith-018har,Smith,Harry,Harry Thomas,18741031
1916-TL:smith-shr,cw:7d483625,smits101,smith-001syd,Smith,Syd,Sydney A.,18830831
1916-TL:smithson,cw:bff62edd,,smiths001joh,Smithson,John,John Fritz,18930829
1916-TL:snedecor,cw:447b300a,,snedec001pal,Snedecor,Palmer,Palmer G.,18911005
1916-TL:stark,cw:9ed89161,stard101,stark-001mon,Stark,Dolly,Monroe Randolph,18850119
1916-TL:stewart,cw:c958a543,,stewar005har,Stewart,Harry,Harry Leonard,18820825
1916-TL:stowe,cw:0e8d138c,,stow--001rob,Stow,Bobby,Robert Carlton,18880111
1916-TL:stuart,cw:1bdc8ea1,stual101,stuart001lut,Stuart,Luke,Luther Lane,18920523
1916-TL:stupp,cw:db8f1221,,stupp-001har,Stupp,Harry,Harry,
1916-TL:swan,cw:9b14b2cc,,swann-001o--,Swan,Kinlock,Oscar Kinlock,18791029
1916-TL:tanner,cw:f6772a75,,tanner001arc,Tanner,Arch,Archie DeWitt,18910508
1916-TL:tarleton,cw:c4c77ba4,,tarlet001rob,Tarleton,Bob,Robert Samuel,18810108
1916-TL:terry,cw:4281b131,terrb101,terry-002wil,Terry,Bill,William Harold,18981030
1916-TL:thompson,cw:cb8cdc2d,,thomps005wil,Thompson,Bill,William G.,
1916-TL:tillman,cw:097dcab6,tillj101,tillma001joh,Tillman,Johnny,John Lawrence,18931006
1916-TL:tretter,cw:8bf14fef,,trette001lou,Tretter,Louis,Louis,
1916-TL:troutman,cw:0111172d,,troutm001fre,Troutman,Fred,Fred,
1916-TL:tullos,cw:84ed9b72,,tullos001les,Tullos,Les,Leslie E.,18850717
1916-TL:watkins,cw:225e8f59,,watkin001rob,Watkins,Robert,Robert Y.,
1916-TL:welchonce,cw:5bc7b9d6,welch102,welcho001har,Welchonce,Harry,Harry Monroe,18831120
1916-TL:westerzil,cw:0fe8c88a,wistt101,wister001geo,Wisterzil,Tex,George John,18880307
1916-TL:wilson,cw:9a9e2aa5,wilst101,wilson003tho,Wilson,Tom,Thomas G.,18900603
1916-TL:wohleben,cw:14d16173,,wohlen001fre,Wohllenben,Fred,Frederick H.,
1916-TL:wotell,cw:69567966,,wotell001mic,Wotell,Michael,Michael George,18851212
1916-TL:zinn,cw:a8472f60,zinnj101,zinn--002jam,Zinn,Jimmy,James Edward,18950131
1916-VIRL:albus,cw:673cc914,,albus-001geo,Albus,George,George,
1916-VIRL:alexander,cw:622c1346,,alexan001sam,Alexander,Sam,Samuel J.,1885
1916-VIRL:allen,cw:c2fd198a,,allen-002cha,Allen,Charles,Charles,
1916-VIRL:alton,cw:2ec8bc05,altee101,alten-001ern,Alten,Ernie,Ernest Matthias,18941201
1916-VIRL:applegate,cw:0be9a0fa,,appleg001abe,Applegate,Abe,Abel W.,18911205
1916-VIRL:baker,cw:a92b318b,,baker-050---,Baker,,,
1916-VIRL:barnett,cw:df5f5cb1,,barnet001jam,Barnett,James,James G.,
1916-VIRL:bennett,cw:6f5daab4,,bennet031---,Bennett,,,
1916-VIRL:berger,cw:459875df,,berger010---,Berger,,,
1916-VIRL:bowen,cw:cac36450,,bowen-001gra,Bowen,Grady,Grady,
1916-VIRL:brown,cw:fbc0cc84,,brown-194---,Brown,,,
1916-VIRL:bruce,cw:241b8a37,,bruce-001gra,Bruce,Graham,Graham H.,
1916-VIRL:carroll,cw:7f9f82c9,,carrol028---,Carroll,,,
1916-VIRL:cochran,cw:ff0819d6,cochg102,cochra001alv,Cochran,Goat,Alvah Jackson,18900131
1916-VIRL:colbert,cw:0f056a69,,calber001ern,Calbert,Ernest,Ernest Elgin,18870113
1916-VIRL:crabble,cw:01ed8de2,,crabbl001---,Crabble,,,
1916-VIRL:craft,cw:4b369361,crafm101,craft-002mau,Craft,Molly,Maurice Montague,18951128
1916-VIRL:crist,cw:c12ee92f,,crist-001fw-,Crist,Brook,F. W.,
1916-VIRL:cronin,cw:afb2d6dc,,cronin001eug,Cronin,Eugene,Eugene J.,
1916-VIRL:cueto,cw:b11699b1,cuetm101,cueto-001man,Cueto,Manuel,Manuel,18920208
1916-VIRL:darden,cw:d8705400,,darden001buc,Darden,Buck,Buck,
1916-VIRL:doyle,cw:7ee9d038,,doyle-022---,Doyle,,,
1916-VIRL:dozier,cw:f3f349a9,,dozier001ew-,Dozier,E. W.,E. W.,
1916-VIRL:edwards,cw:104ff818,,edward001jam,Edwards,James,James,1884
1916-VIRL:eisel,cw:6dfbcc4f,,eisel-001---,Eisel,,,
1916-VIRL:eldridge,cw:1410fd17,,eldrid001jes,Eldridge,Rube,Jesse Morgan,18880720
1916-VIRL:emery,cw:6cfafcf4,,emery-001b--,Emery,Bert,Burleigh Samuel,18840217
1916-VIRL:ferguson,cw:9687e2aa,,fergus003joh,Ferguson,John,John,
1916-VIRL:fox,cw:d81e38f3,,fox---001jam,Fox,Jim,James Claudius,18790303
1916-VIRL:gallagher,cw:f2c7595e,,gallag001log,Gallagher,Logan,Logan A.,
1916-VIRL:gandy,cw:2673c67c,gandb101,gandy-001rob,Gandy,Bob,Robert Brinkley,18930825
1916-VIRL:gardin,cw:55360b64,,gardin001ber,Gardin,Bert,Daniel Albert,18910317
1916-VIRL:gardinier,cw:9e4c2e68,,gardin003---,Gardinier,,,
1916-VIRL:gaston,cw:177c2d36,,gaston001ste,Gaston,Steve,Steve,
1916-VIRL:goalby,cw:b97c81e8,,goalby001fra,Goalby,Frank,Frank John,18900118
1916-VIRL:goosetree,cw:f11df283,,gooset001ed-,Goostree,Eddie,Mallie Edward,18880126
1916-VIRL:graham,cw:2b400bae,,graham001j--,Graham,Frank,J. Frank,
1916-VIRL:gray,cw:5eb88d1a,,gray--001cec,Gray,Cecil,Cecil,
1916-VIRL:gust,cw:0028999a,,gust--002---,Gust,,,
1916-VIRL:hamilton,cw:f29db0a2,,hamilt001f--,Hamilton,F. T.,F. T.,
1916-VIRL:handiboe,cw:706d6582,handm101,handib001alo,Handiboe,Mike,Aloysius James,18870721
1916-VIRL:hartsell,cw:996fb8d7,,hartse004---,Hartsell,,,
1916-VIRL:hayes,cw:502a8e0d,,hayes-012---,Hayes,,,
1916-VIRL:helfrich,cw:0498f4e3,helft101,helfri001emo,Helfrich,Ty,Emory Wilbur,18901009
1916-VIRL:henry,cw:47415ce7,henrs101,henry-002fre,Henry,Snake,Frederick Marshall,18950719
1916-VIRL:hopkins,cw:cf759ddd,hopkb101,hopkin004joh,Hopkins,Buck,John Winton,18830103
1916-VIRL:hudgins,cw:98bd5f18,,hudgin001gen,Hudgins,Gene,Louis Eugene,18930331
1916-VIRL:hurd,cw:331b807f,,hurd--003---,Hurd,,,
1916-VIRL:irmscher,cw:44d2bf45,,irmsch001pau,Irmscher,Paul,Paul,18780417
1916-VIRL:jarman,cw:2c98fde5,,jarman001fra,Jarman,Frank,Frank McWhorter,18920521
1916-VIRL:king,cw:5f9ec42d,,king--001k--,King,K.,K. S.,
1916-VIRL:kircher,cw:e5a78704,,kirche001geo,Kircher,George,George C.,18871011
1916-VIRL:klein,cw:d4dd5142,,klein-001kir,Klein,Kirk,Kirk L.,
1916-VIRL:lake,cw:7500b8b5,,lake--002har,Lake,Harry,Harry G.,1890
1916-VIRL:leake,cw:e93dd4a9,,leake-001alb,Leake,Al,Albert,
1916-VIRL:lindsay,cw:405bfb10,lindb102,lindsa003wil,Lindsay,Bill,William Gibbons,18810224
1916-VIRL:llewellyn,cw:6df822f4,,llewel001---,Llewellyn,,,
1916-VIRL:mace,cw:d0293853,,mace--001joh,Mace,Johnny,John William,18900903
1916-VIRL:manning,cw:64b8ca89,,mannin001wil,Manning,William,William A.,1895
1916-VIRL:marcan,cw:7af06626,,marcan002art,Marcan,Art,Arthur M.,1881
1916-VIRL:marks,cw:5e37c488,,marks-001cly,Marks,Clyde,Clyde C.,
1916-VIRL:mathews,cw:7b2db3fa,,mathew013---,Mathews,,,
1916-VIRL:mcclellan,cw:ce694143,,mcclel001bog,McClellan,Boggs,I. Boggs,
1916-VIRL:mcdaniels,cw:d7fc48f1,,mcdani001chu,McDaniels,Chuck,Chuck,
1916-VIRL:mcmahon,cw:6e9ba13d,,mcmaho001m--,McMahon,Molly,Morrison Davis,18820831
1916-VIRL:mohart,cw:e913558c,mohag101,mohart001geo,Mohart,George,George Benjamin,18920306
1916-VIRL:moore-nor,cw:884f1afe,,moore-011j--,Moore,J.,J.,
1916-VIRL:moore-por,cw:26018540,,moore-002ric,Moore,Richard,Richard C.,
1916-VIRL:moorefield,cw:57c47341,,mooref001geo,Moorefield,George,George H.,
1916-VIRL:morpeth,cw:23ec2b27,,morpet001cas,Morpeth,Casper,Casper Leon,18940215
1916-VIRL:mullin,cw:afd80a91,,mullin001b--,Mullin,B. F.,B. F.,
1916-VIRL:newton,cw:779cd587,,newton001eug,Newton,Eugene,Eugene Hervy,18840229
1916-VIRL:nicks,cw:e239b046,,nicks-001ira,Nicks,Ira,Ira G.,
1916-VIRL:orr,cw:d5446a53,,orr---008---,Orr,,,
1916-VIRL:owens,cw:a549b886,,owens-016---,Owens,,,
1916-VIRL:parker,cw:04209c65,,parker004w--,Parker,W. E.,W. E.,
1916-VIRL:parlman,cw:b04b7821,,pahlma001ott,Pahlman,Otto,Otto,
1916-VIRL:parmalee,cw:6f005f53,,parmal001ott,Parmalee,Otto,Otto,
1916-VIRL:pay,cw:5871b9fa,,pay---001geo,Pay,George,George W.,
1916-VIRL:payne,cw:1099b4bc,paynf101,payne-001fre,Payne,Fred,Frederick Thomas,18800902
1916-VIRL:pearson,cw:74d5dbc9,,pearso002isa,Pearson,Ike,Isaac O.,18910727
1916-VIRL:pickett,cw:2aa6d2a6,,picket001o--,Pickett,Milton,O. Milton,
1916-VIRL:poh,cw:3a6a883c,,poh---001wal,Poh,Walker,Walker Lawrence,18920808
1916-VIRL:poole,cw:bc2f6423,,pool--001jam,Pool,James,James,
1916-VIRL:pooray,cw:38fb1431,porre101,porray001edm,Porray,Ed,Edmund Joseph,18881205
1916-VIRL:pressly,cw:df68ab13,,pressl002wil,Pressly,Buck,William Lowry,18861202
1916-VIRL:ray,cw:7975e0f6,ray-c101,ray---002car,Ray,Carl,Carl Grady,18890131
1916-VIRL:reynolds,cw:e877e7e6,,reynol001ham,Reynolds,Ham,Hammond G.,
1916-VIRL:richardson,cw:751ef17f,,richar025---,Richardson,,,
1916-VIRL:ripley,cw:43253228,,ripley001---,Ripley,,,
1916-VIRL:ritchie,cw:874447e6,,ritchi001har,Ritchie,Harry,Harry T.,
1916-VIRL:rogers,cw:b90cb050,,rogers031---,Rogers,,,
1916-VIRL:rower,cw:f438746e,,rowe--013---,Rowe,,,
1916-VIRL:russell-hop,cw:29fb48d7,,russel011---,Russell,,,
1916-VIRL:russell-rm,cw:5e802269,,russel021---,Russell,,,
1916-VIRL:ryan,cw:d3f00e24,,ryan--001ray,Ryan,Ray,Ray,
1916-VIRL:schulte,cw:b49a41df,schuj106,schult002joh,Schulte,Johnny,John Clement,18960908
1916-VIRL:shaw,cw:1b331e57,,shaw--001e--,Shaw,Pop,E. N.,
1916-VIRL:short,cw:30957b6a,,short-002ray,Short,Raymond,Raymond L.,
1916-VIRL:sicking,cw:7c4669d7,sicke101,sickin001edw,Sicking,Ed,Edward Joseph,18970330
1916-VIRL:simmons,cw:a7d88a86,,simmon001l--,Simmons,Lester,Lester R.,
1916-VIRL:smith-nn,cw:e0a6266d,,smith-007art,Smith,Arthur,Arthur S.,
1916-VIRL:smith-nor,cw:fc5eb608,,smith-021w--,Smith,W.,W.,
1916-VIRL:spaid,cw:c84de68e,,spaide001mer,Spaide,Merle,Merle Davis,18880201
1916-VIRL:spencer-nor,cw:d7600bc8,spent101,spence002edw,Spencer,Tubby,Edward Russell,18840126
1916-VIRL:spencer-pet,cw:8e24d7ae,,spence001ben,Spencer,Ben,Ben,
1916-VIRL:steinbrenner,cw:d0323c7c,steig101,steinb002eug,Steinbrenner,Gene,Eugene Gass,18921117
1916-VIRL:stewart-nor,cw:76680e44,,stewar009j--,Stewart,J.,J.,
1916-VIRL:stewart-pet,cw:817cf4c6,,stewar004r--,Stewart,R.,R.,
1916-VIRL:stmartin,cw:3dfb25c2,,stmart001vic,St. Martin,Victor,Victor N.,18910726
1916-VIRL:summers,cw:c9b61b9f,,summer005---,Summers,,,
1916-VIRL:talbor,cw:a632f12e,,talbot002ric,Talbot,Richard,Richard,
1916-VIRL:teague,cw:d8d7b2f9,,teague001cla,Teague,Clarence,Clarence F.,
1916-VIRL:thrailkill,cw:1fcfbdc8,,thrail001g--,Thrailkill,George,George C.,18950824
1916-VIRL:voss,cw:d6d1495a,,voss--001joh,Voss,John,John D.,
1916-VIRL:walker,cw:2b37a52f,walkf102,walker002cha,Walker,Frank,Charles Franklin,18940922
1916-VIRL:walters,cw:05cced26,,walter006wil,Walters,Wilson,Wilson J.,1892
1916-VIRL:watt,cw:8ba1a0f1,watta101,watt--001alb,Watt,Allie,Albert Bailey,18991212
1916-VIRL:welcher,cw:257a1646,,welche001har,Welcher,Harry,Harry,
1916-VIRL:whitted,cw:a5e400cd,,whitte001hug,Whitted,Hugh,Hugh E.,
1916-VIRL:wood,cw:e29de80a,,wood--028---,Wood,John,John T.,
1916-VIRL:wratten,cw:2ecf8436,,wratte001irv,Wratten,Irve,John Irvin,
1916-WL:abstein,cw:51453a21,abstb101,abstei001wil,Abstein,Bill,William Henry,18830202
1916-WL:agler,cw:71805836,aglej101,agler-001jos,Agler,Joe,Joseph Abram,18870612
1916-WL:allen,cw:8e64df2e,allen101,allen-001art,Allen,Nick,Artemus Ward,18880914
1916-WL:allison,cw:bb6d096d,,alliso014---,Allison,,,
1916-WL:andrews,cw:c38bd70b,,andrew003ray,Andrews,Ray,Ray,
1916-WL:baker,cw:7588b875,,baker-001e--,Baker,E.,E. W.,
1916-WL:beers,cw:5d0de6e4,,beers-005---,Beers,,,
1916-WL:bennett,cw:ef25cf17,,bennet050---,Bennett,L. D.,L. D.,
1916-WL:blackburn,cw:10ea729f,blacc101,blackb001fos,Blackburn,Charlie,Foster Edwin,18950106
1916-WL:block,cw:f4854fff,,block-001geo,Block,George,George,18871106
1916-WL:boardman,cw:f2e714cb,boarc101,boardm001cha,Boardman,Charlie,Charles Louis,18930327
1916-WL:breen,cw:85e9350a,,breen-001r--,Breen,Dick,Henry Francis,18851123
1916-WL:brinley,cw:810dfdac,,brinle001ear,Brinley,Earl,Irl Walter,18920307
1916-WL:britton,cw:1dfd1220,britg101,britto001ste,Britton,Gil,Stephen Gilbert,18910921
1916-WL:bruck,cw:14d78b03,,bruck-002---,Bruck,,,
1916-WL:burg,cw:111f39ad,burgp101,burg--001jos,Burg,Joe,Joseph Peter,18820604
1916-WL:burwell,cw:e137ded7,burwb101,burwel001wil,Burwell,Bill,William Edwin,18950327
1916-WL:butcher,cw:d5fca3f1,butch101,butche001hen,Butcher,Hank,Henry Joseph,18860712
1916-WL:butler,cw:b6232232,,butler021---,Butler,,,
1916-WL:callahan,cw:4b5aa816,,callah001cha,Callahan,Charley,Charles H.,
1916-WL:carlisle,cw:85b86860,carlw101,carlis001wal,Carlisle,Walter,Walter,18810706
1916-WL:cass,cw:f89b1180,,cass--001dj-,Cass,D. J.,D. J.,
1916-WL:claire,cw:f6db0025,,claire002dan,Claire,Danny,Daniel Vincent,18840416
1916-WL:clark,cw:8127fcd4,,clark-003c--,Clark,Clayton,Clayton R.,1888
1916-WL:cochran,cw:38806c1b,cochg101,cochra001geo,Cochran,George,George Leslie,18890212
1916-WL:cockingham,cw:9503167e,,cockin001---,Cockingham,,,
1916-WL:cole,cw:5cc44834,colew101,cole--006wil,Cole,Willis,Willis Russell,18820106
1916-WL:connolly,cw:0a84014c,connt101,connol001tho,Connolly,Tom,Thomas Francis,18921230
1916-WL:cooney,cw:715b3278,coonp101,cooney001phi,Cooney,Phil,Philip Clarence,18820914
1916-WL:cooper,cw:4d4f88cb,,cooper001fel,Cooper,Felix,Felix O.,
1916-WL:coy,cw:4f4837e9,,coy---001ber,Coy,Bert,Bert Marvin,18760324
1916-WL:craig,cw:836ea05a,,craig-012---,Craig,,,
1916-WL:crosby,cw:cc396378,,crosby001wil,Crosby,Tex,Willie Lee,18920306
1916-WL:dashner,cw:5959c3dd,dashl101,dashne001lee,Dashner,Lee,Lee Claire,18870425
1916-WL:davis,cw:a88f0ba4,,davis-001gil,Davis,Gil,Gil,
1916-WL:defate,cw:f319440c,defat101,defate001cly,DeFate,Tony,Clyde Herbert,18950222
1916-WL:devore,cw:c5ae4721,devoj101,devore001jos,Devore,Josh,Joshua M.,18871113
1916-WL:doyle,cw:fe301120,,doyle-002ber,Doyle,Bernard,Bernard,
1916-WL:dunn,cw:f0136722,,dunn--047---,Dunn,,,
1916-WL:durham,cw:c7c09391,durhj102,durham003jam,Durham,James,James Garfield,18811007
1916-WL:dyer,cw:4964de93,dyerb101,dyer--001ben,Dyer,Ben,Benjamin Franklin,18930213
1916-WL:east,cw:ef38fb70,eastc101,east--001car,East,Carl,Carlton William,18940827
1916-WL:engle,cw:f44349e4,englc103,engle-001art,Engle,Clyde,Arthur Clyde,18840319
