ident,key,key.retro,key.brminors,name.last,name.first,name.given,birth.date
1949-BSTL:bohne,cw:1ce6338e,,bohne-002wil,Bohne,William,William W.,1925
1949-BSTL:borom,cw:d57881fb,boror101,borom-001edw,Borom,Red,Edward Jones,19151030
1949-BSTL:bottarini,cw:8338822f,bottj102,bottar001joh,Bottarini,John,John Charles,19080914
1949-BSTL:bradsher,cw:1387b536,,bradsh001jac,Bradsher,Jack,Jack Moore,19170805
1949-BSTL:briscuso,cw:51a52849,,briscu001nin,Briscuso,Nino,Nino Thomas,19220427
1949-BSTL:brown-aus,cw:97d32e3e,,brown-005ric,Brown,Richard,Richard I.,1927
1949-BSTL:brown-sd,cw:475d324c,browl105,brown-007joh,Brown,Lindsay,John Lindsay,19110722
1949-BSTL:budny,cw:31cb2599,,budny-001jos,Budny,Joe,Joseph,19260314
1949-BSTL:bumgarner,cw:27b99270,,bumgar001joh,Bumgarner,Jack,John Edward,19260919
1949-BSTL:burkhart,cw:139aff3c,,burkha001ale,Burkhart,Alex,Alexander,1929
1949-BSTL:cabrera,cw:ecb3bd51,,cabrer001ang,Cabrera,Angel,Angel,
1949-BSTL:campbell-aus,cw:07badbe4,,campbe001fre,Campbell,Fred,Fred Gaines,1920
1949-BSTL:campbell-gre,cw:ed7791c1,,campbe004jos,Campbell,Joseph,Joseph Vincent,1929
1949-BSTL:cantrell,cw:ad926152,,cantre001don,Cantrell,Don,Donald N.,19191019
1949-BSTL:carballeira,cw:d0d5a9c5,,carbal001isi,Carballeira,Isidoro,Isidoro,1929
1949-BSTL:card,cw:cafd2c18,,card--001mor,Card,Morris,Morris W.,
1949-BSTL:carswell,cw:cf925093,carsf101,carswe001fra,Carswell,Frank,Frank Willis,19191106
1949-BSTL:castillo,cw:59b63e77,,castil001gil,Castillo,Gilberto,Gilberto,1926
1949-BSTL:cendan,cw:4d70e4bf,,cendan001jos,Cendan,Jose,Jose,1925
1949-BSTL:chamness,cw:e8c00c3d,,chamne001wil,Chamness,Willis,Willis Ira,1923
1949-BSTL:chatellier,cw:abf7b65f,,chatel001hen,Chatellier,Henry,Henry Benjamin,19241028
1949-BSTL:cibulski,cw:e7fa8f23,,cibuls001flo,Cibulski,Floyd,Floyd E.,1928
1949-BSTL:clark,cw:95bc0213,,clark-003roy,Clark,Roy,Roy J.,1922
1949-BSTL:clodfelter,cw:1964c641,,clodfe001rob,Clodfelter,Robert,Robert E.,1926
1949-BSTL:cole,cw:2c014d4a,colee101,cole--001edw,Cole,Ed,Edward William,19090322
1949-BSTL:davis,cw:17c176b1,davij102,davis-010joh,Davis,John,John Humphrey,19150715
1949-BSTL:denson,cw:e75cc93d,,denson001rob,Denson,Robert,Robert Alton,1928
1949-BSTL:dimuzio,cw:fdfdf60e,,dimuzi002car,DiMuzio,Carmen,Carmen Floyd,19260331
1949-BSTL:donaldson,cw:562f2f5d,,donald002gor,Donaldson,Windy,Gordon Robert,19211122
1949-BSTL:dubois,cw:8bf85c63,,dubois001sta,DuBois,Stanley,Stanley,1925
1949-BSTL:durrett,cw:d25cc44e,durrr101,durret001elm,Durrett,Red,Elmer Cable,19210203
1949-BSTL:dyke,cw:1b7b5e26,,dykes-001jam,Dykes,Jimmy,James Edward,1925
1949-BSTL:eckert,cw:b46c458c,,eckert001dua,Eckert,Duane,Duane O.,19301119
1949-BSTL:encinas,cw:86b67299,,encina001tho,Encinas,Tommie,Thomas M.,19230426
1949-BSTL:errante,cw:13a699a3,,errant001mar,Errante,Marty,Mario Felice,19180429
1949-BSTL:estock,cw:d386c4a5,estog101,estock001geo,Estock,George,George John,19241102
1949-BSTL:faling,cw:4b1ac5e5,,faling001don,Faling,Donald,Donald C.,1928
1949-BSTL:fedak,cw:36eaf1fa,,fedak-001alb,Fedak,Albert,Albert,1929
1949-BSTL:feraco,cw:73d15d05,,feraco001ray,Feraco,Raymond,Raymond Frank,1926
1949-BSTL:fernandez,cw:6c812b22,,fernan001enr,Fernandez,Enrique,Enrique J.,1924
1949-BSTL:fiscalini,cw:5ee3e369,,fiscal001joh,Fiscalini,John,John A.,1926
1949-BSTL:fisher,cw:3f6ddcfe,,fisher005geo,Fisher,George,George Denton,19240709
1949-BSTL:fitzgerald,cw:bdc1826d,,fitzge001lou,Fitzgerald,Lou,Louis H.,19190825
1949-BSTL:flis,cw:d72cd55c,,flis--001rob,Flis,Roberto,Roberto,1928
1949-BSTL:freels,cw:28e2d3e7,freeb901,freels001rob,Freels,Bob,Robert L.,19270718
1949-BSTL:frye,cw:17306346,,frye--001dea,Frye,Dean,Dean Hinton,19200129
1949-BSTL:funderburk,cw:1e490e08,,funder001arn,Funderburk,Dutch,Arnold Clifford,19170401
1949-BSTL:garcia,cw:33adc4d1,,garcia001lea,Garcia,Leandro,Leandro C.,1925
1949-BSTL:gaviglio,cw:bcef042a,,gavigl001eug,Gaviglio,Gene,Eugene Angelo,19260429
1949-BSTL:germano,cw:726aabbd,,german001ral,Germano,Ralph,Ralph R.,1918
1949-BSTL:gibbs,cw:cc218be3,,gibbs-001fra,Gibbs,Frank,Frank Taylor,1926
1949-BSTL:gilmore,cw:cd850beb,gilml101,gilmor001leo,Gilmore,Len,Leonard Preston,19171103
1949-BSTL:glass,cw:b4299264,,glass-001ira,Glass,Ira,Ira Van,19211130
1949-BSTL:gliatto,cw:6684a31c,glias101,gliatt001sal,Gliatto,Sal,Salvador Michael,19020507
1949-BSTL:godfrey,cw:b2088701,,godfre001jam,Godfrey,James,James A.,1924
1949-BSTL:goldstein,cw:5132f640,goldl101,goldst001les,Goldstein,Lon,Leslie Elmer,19180513
1949-BSTL:gomez,cw:e56cef13,,gomez-001jul,Gomez,Julio,Julio L.,1926
1949-BSTL:grafton,cw:af141d9b,,grafto001wil,Grafton,William,William Conley,
1949-BSTL:gray,cw:9cf34d27,,gray--002cla,Gray,Claude,Claude F.,1924
1949-BSTL:haddican,cw:334ad727,,haddic001har,Haddican,Harold,Harold Joseph,19220611
1949-BSTL:hair,cw:4c0dd09e,,hair--001wil,Hair,Bill,William Garnett,1923
1949-BSTL:hancken,cw:bec6a4b3,hancb101,hancke001mor,Hancken,Buddy,Morris Medlock,19140830
1949-BSTL:hernandez,cw:85da35de,,hernan001her,Hernandez,Herberto,Herberto,
1949-BSTL:hodge-gre,cw:2e4b2180,,hodge-001mad,Hodge,Eugene,Madison Eugene,19171120
1949-BSTL:hodge-wf,cw:d42dede0,,hodge-001ore,Hodge,Jack,Oren Carroll,19260822
1949-BSTL:hoen,cw:0715aff0,,hoen--001dav,Hoen,David,David Charles,1929
1949-BSTL:hogan,cw:639629d7,,hogan-002jam,Hogan,James,James Henry,19160723
1949-BSTL:hogue,cw:c3cdf857,hoguc101,hogue-001cal,Hogue,Cal,Calvin Grey,19271024
1949-BSTL:houston,cw:7e9a8a03,,housto001joh,Houston,Jack,John,19270318
1949-BSTL:howington,cw:316a360e,,howing001jod,Howington,Jodie,Jodie Gray,1922
1949-BSTL:hresko,cw:276ee22e,,hresko001eme,Hresko,Jim,Emery,19260616
1949-BSTL:hunter,cw:f07c7ca7,,hunter001sam,Hunter,Samuel,Samuel Reid,1929
1949-BSTL:hyatt,cw:e6dcdf22,,hyatt-001rob,Hyatt,Bob,Robert Carl,19261003
1949-BSTL:isringhaus,cw:3e8762e1,,isring001rog,Isringhaus,Roger,Roger John,1928
1949-BSTL:jones,cw:ac88da58,,jones-001lee,Jones,Lee Roy,Lee Roy,19230213
1949-BSTL:junco,cw:5690a7df,,junco-001man,Junco,Manuel,Manuel,1927
1949-BSTL:kennedy,cw:9cb1fcb2,,kenned001ral,Kennedy,Ralph,Ralph N.,1924
1949-BSTL:koppe,cw:f9736a6b,koppj101,koppe-001jos,Koppe,Joe,Joseph,19301019
1949-BSTL:kramolisch,cw:a48f9dd8,,kramol001rob,Kramolisch,Robert,Robert J.,
1949-BSTL:krause,cw:3b8ecb04,,krause003har,Krause,Harvey,Harvey,
1949-BSTL:lavery,cw:59902b16,,lavery001eug,Lavery,Eugene,Eugene Robert,1927
1949-BSTL:lawrence,cw:75577f8f,,lawren002all,Lawrence,Allen,Allen R.,19210705
1949-BSTL:layne,cw:fe4b8c0d,,layne-001har,Layne,Hal,Harold A.,1926
1949-BSTL:leonard,cw:651e7fdd,,leonar001tin,Leonard,Tince,Tince,1917
1949-BSTL:longley,cw:f908ad03,,longle001cla,Longley,Clarence,Clarence E.,1923
1949-BSTL:loyko,cw:caf142d3,,loyko-001rom,Loyko,Roman,Roman Joseph,19200723
1949-BSTL:machado,cw:e4b96b4a,,machad001ray,Machado,Raymond,Raymond Joseph,1926
1949-BSTL:main,cw:c102a3e4,,main--001eug,Main,Eugene,Eugene C.,1926
1949-BSTL:mantaras,cw:9663c703,,mantar001man,Mantaras,Manuel,Manuel,1921
1949-BSTL:martin,cw:7837bc0b,,martin010rob,Martin,Robert,Robert Foy,1924
1949-BSTL:matthews,cw:01b400ca,,matthe006jam,Matthews,Jim,James Walter,19211020
1949-BSTL:mayor,cw:f1faa103,,mayor-001aga,Mayor,Agapito,Agapito M.,1916
1949-BSTL:mccarty,cw:55c937be,,mccart001alb,McCarty,Albert,Albert Robert,19180816
1949-BSTL:mcclung,cw:14f7d89b,,mcclun001cec,McClung,Cecil,Cecil L.,1923
1949-BSTL:mcdowell,cw:c56b629c,,mcdowe003jam,McDowell,James,James Joseph,1922
1949-BSTL:mckeown,cw:3c4fe265,,mckeow001joh,McKeown,John,John David,1929
1949-BSTL:mcnair,cw:9c2b6890,,mcnair001ger,McNair,Patrick,Gerald Patrick,1920
1949-BSTL:meriwether,cw:f9f4cd95,,meriwe001con,Meriwether,Conk,Conklyn Wells,19180619
1949-BSTL:mitchell-wac,cw:ae3f05a1,,mitche001tro,Mitchell,Troy,Troy James,19230202
1949-BSTL:mitchell-wf,cw:5500edf3,,mitche001pau,Mitchell,Leon,Paul Leon,19211205
1949-BSTL:molberg,cw:799817a9,,molber001max,Molberg,Max,Max H.,1919
1949-BSTL:monahan,cw:e18ada00,,monaha001wil,Monahan,Bill,William J.,19251203
1949-BSTL:moore-aus,cw:a396793d,,moore-001elw,Moore,Elwood,Elwood E.,19170723
1949-BSTL:moore-gai,cw:4b88675d,,moore-001her,Moore,Herbert,Herbert H.,1924
1949-BSTL:oana,cw:7cc84d2b,oanap101,oana--001hen,Oana,Prince,Henry Kawaihoa,19100122
1949-BSTL:odonnell,cw:77bea235,,odonne003joh,O'Donnell,John,John J.,1927
1949-BSTL:pardon,cw:c106aa1e,,pardon001wil,Pardon,Bill,William Frederick,19240127
1949-BSTL:payte,cw:0238b125,,payte-001geo,Payte,George,George C.,19220606
1949-BSTL:peacock,cw:06b6daba,,peacoc001ken,Peacock,Kenneth,Kenneth Dale,1926
1949-BSTL:peel,cw:cc674b65,peelh101,peel--001hom,Peel,Homer,Homer Hefner,19021010
1949-BSTL:perrin,cw:afdd3cae,,perrin001wil,Perrin,Bill,William,1925
1949-BSTL:perry,cw:7c2fe412,,perry-002ear,Perry,Earl,Earl Franklin,19240502
1949-BSTL:peterson,cw:8d1c0856,petes101,peters001sid,Peterson,Sid,Sidney Herbert,19180131
1949-BSTL:petrich,cw:f0ff6e96,,petric001pau,Petrich,Paul,Paul L.,1922
1949-BSTL:pfeifer,cw:5e9d4914,,pfeife001hos,Pfeifer,Hosea,Hosea C.,1924
1949-BSTL:pfeil,cw:c44b4364,,pfeil-001cla,Pfeil,Clarence,Clarence W.,1918
1949-BSTL:phipps,cw:30cd98d6,,phipps001jod,Phipps,Jodie,Jodie Sydney,19190219
1949-BSTL:pierro,cw:abec6397,pierb102,pierro001wil,Pierro,Bill,William Leonard,19260415
1949-BSTL:pope,cw:a934e5db,,pope--002don,Pope,Donald,Donald Ray,1928
1949-BSTL:post,cw:f04d5104,,post--002edw,Post,Edward,Edward R.,1926
1949-BSTL:powis,cw:34cbd725,powic101,powis-001car,Powis,Carl,Carl Edgar,19280111
1949-BSTL:pullig,cw:bbe1ff7e,,pullig001tho,Pullig,Thomas,Thomas Vernon,1918
1949-BSTL:quicutis,cw:d9d8de43,,quicut001fra,Quicutis,Francisco,Francisco,1919
1949-BSTL:ramsey,cw:012c35dc,,ramsey002rob,Ramsey,Bob,Robert Charles,19270730
1949-BSTL:reed,cw:38aadbcc,,reed--002tho,Reed,Thomas,Thomas R.,1917
1949-BSTL:reichelt,cw:691d6d40,,reiche001geo,Reichelt,George,George R.,1919
1949-BSTL:rivas,cw:6c71ef8d,,rivas-001raf,Rivas,Rafael,Rafael,19220524
1949-BSTL:roger,cw:cda18a93,,roger-001ram,Roger,Ramon,Ramon A.,19200730
1949-BSTL:rushing,cw:f0a7fd31,,rushin001mar,Rushing,Martin,Martin W.,1924
1949-BSTL:rzendzian,cw:702fa6ba,,rzendz001edw,Rzendzian,Edward,Edward Frank,1924
1949-BSTL:sanders,cw:8b30ab7c,,sander001ray,Sanders,Ray,Raymond A.,1928
1949-BSTL:sangil,cw:5130b53d,,sangil001raf,Sangil,Rafael,Rafael,19200809
1949-BSTL:sarver,cw:7d560c07,,sarver001dav,Sarver,Lefty,David C.,19200701
1949-BSTL:saucier,cw:37b7531e,saucf101,saucie001fra,Saucier,Frank,Francis Field,19260528
1949-BSTL:schroeder,cw:e7d26b51,,schroe001emi,Schroeder,Emil,Emil E.,1924
1949-BSTL:schroeppel,cw:2f93fc2e,,schroe001mil,Schroeppel,Milton,Milton G.,1923
1949-BSTL:sidaris,cw:242d88db,,sidari001chr,Sidaris,Chris,Chris William,1928
1949-BSTL:simpson,cw:c5e242e8,simpd101,simpso002tho,Simpson,Duke,Thomas Leo,19270915
1949-BSTL:sinton,cw:43a38bdc,,sinton001wil,Sinton,Bill,William Thomas,19210920
1949-BSTL:smith,cw:6f23daf4,,smith-006har,Smith,Harold,Harold H.,1919
1949-BSTL:sollars,cw:75ffa5ba,,sollar001har,Sollars,Harold,Harold John,
1949-BSTL:sosh,cw:0e2eedda,,sosh--001joh,Sosh,John,John Francis P.,1918
1949-BSTL:sprys,cw:1790a13c,,sprys-001geo,Sprys,George,George H.,19210429
1949-BSTL:stafford,cw:8b3fe267,,staffo001dea,Stafford,Dean,Dean Lee,19211208
1949-BSTL:steger,cw:c11c0187,,steger001dav,Steger,David,David W.,1922
1949-BSTL:stenborg,cw:6d54b622,,stenbo001wal,Stenborg,Walter,Walter A.,1925
1949-BSTL:stokes,cw:006486cb,,stokes001jam,Stokes,Donald,James Donald,19210713
1949-BSTL:suarez,cw:5a721419,suarl101,suarez002lui,Suarez,Luis,Luis Abelardo,19160824
1949-BSTL:sugarek,cw:649f7a15,,sugare001clo,Sugarek,Raymond,Clovis Ray,1930
1949-BSTL:suyar,cw:c1a8950e,,suytar001cha,Suytar,Jake,Charles Ellsworth,19170710
1949-BSTL:szekely,cw:6ee4f92b,szekj101,szekel002jos,Szekely,Joe,Joseph,19250202
1949-BSTL:tappe,cw:f1bae6c3,,tappe-001mel,Tappe,Mel,Melvin E.,19270521
1949-BSTL:tate,cw:7b1681c7,,tate--001wad,Tate,Wade,Wade D.,1922
1949-BSTL:taylor,cw:8c96733e,,taylor001roy,Taylor,Ray,Royce Raymond,19150110
1949-BSTL:thomas,cw:ff969dc6,thomf103,thomas006fra,Thomas,Frank,Frank Joseph,19290611
1949-BSTL:tuckey,cw:46331fb6,,tuckey001cla,Tuckey,Clarence,Clarence C.,1920
1949-BSTL:upright,cw:16564a40,uprid101,uprigh001roy,Upright,Dixie,R T,19260530
1949-BSTL:vanwinkle,cw:f559739b,,vanwin001wil,Van Winkle,William,William E.,1923
1949-BSTL:vargas,cw:0e89d1d1,,vargas001man,Vargas,Manny,Manuel,19220429
1949-BSTL:vucelich,cw:4fda46cf,,vuceli001mil,Vucelich,Moose,Milan,19221103
1949-BSTL:watson,cw:c09628e0,,watson001lau,Watson,Laurence,Laurence W.,1927
1949-BSTL:weber,cw:7270ddb9,,weber-001don,Weber,Donald,Donald O.,1923
1949-BSTL:white,cw:b757cf9e,whitb106,white-005wil,White,Barney,William Barney,19230625
1949-BSTL:whitehead,cw:8cdca1d1,whitj101,whiteh001joh,Whitehead,John,John Henderson,19090427
1949-BSTL:williams,cw:ec9a5d54,,willia001osc,Williams,Oscar,Oscar,1924
1949-BSTL:wood,cw:4cf29974,,wood--004rob,Wood,Robert,Robert John,1928
1949-BSTL:wyberanec,cw:0ac5e1b3,,wybera001the,Wyberanec,Ted,Theodore,19200411
1949-BSTL:younger,cw:7bbb2104,,younge001fel,Younger,Felix,Felix M.,1925
1949-CALL:ahtipis,cw:5ad20d6a,,ahtipi001dan,Ahtipis,Dan,Daniel Spiro,1930
1949-CALL:alotta,cw:da47b6b6,,alotta001phi,Alotta,Philip,Philip,19250506
1949-CALL:ananias,cw:9ce2adda,,anania001nic,Ananias,Nick,Nicholas Thomas,19280104
1949-CALL:asmonga,cw:5d791553,,asmong001don,Asmonga,Don,Donald A.,19280215
1949-CALL:aubertin,cw:55bc14c4,,aubert001ric,Aubertin,Dick,Richard Junior,19291228
1949-CALL:balance,cw:40a76467,,balanc001rob,Balance,Robert,Robert G.,19231206
1949-CALL:barbarito,cw:f01393c2,,barbar001edw,Barbarito,Edward,Edward,1928
1949-CALL:barisoff,cw:b78c984a,,bariso001wil,Barisoff,Bill,William,19211222
1949-CALL:barnett,cw:731df858,,barnet001ant,Barnett,Tony,Anthony Lee,19300518
1949-CALL:bausman,cw:fa89f95f,,bausma001don,Bausman,Donald,Donald Glenn,19290403
1949-CALL:bevan,cw:b81efad0,bevah101,bevan-002jos,Bevan,Hal,Harold Joseph,19301115
1949-CALL:billings,cw:7855267d,,billin001art,Billings,Art,Arthur Stover,19261019
1949-CALL:blake,cw:ab4a2e48,,blake-001jos,Blake,Joe,Joseph Murrell,19260922
1949-CALL:bogle,cw:7b06c6d6,,bogle-001rob,Bogle,Robert,Robert Edwin,19290508
1949-CALL:bongiovanni,cw:0dc81a37,bongn101,bongio001ant,Bongiovanni,Nino,Anthony Thomas,19111221
1949-CALL:bonomi,cw:0f842993,,bonomi001ber,Bonomi,Bert,Bert A.,1923
1949-CALL:boone,cw:773fc7bf,,boone-001ron,Boone,Ronald,Ronald Glenn,19300211
1949-CALL:borich,cw:ec9ec993,,borich001jos,Borich,Joe,Joseph Michael,19200729
1949-CALL:borrego,cw:de9fddb0,,borreg001jos,Borrego,Joseph,Joseph Raymond,19260905
1949-CALL:bronzan,cw:380bfaa5,,bronza001lou,Bronzan,Lou,Louis Thomas,19221112
1949-CALL:brown,cw:596002f3,,brown-006jam,Brown,James,James Edward,19231018
1949-CALL:browne,cw:658ae6ea,,browne001har,Browne,Harvey,Harvey H.,19280405
1949-CALL:bryant,cw:0fd3f2a2,,bryant004wil,Bryant,Bill,William Rufus,19250714
1949-CALL:burleson,cw:d098f51e,,burles001mar,Burleson,Marlyn,Marlyn A.,19250403
1949-CALL:burlingame,cw:a2c74f42,,burlin001cal,Burlingame,Calvin,Calvin,1926
1949-CALL:butler,cw:d73e503e,,butler001cla,Butler,Claude,Claude Eugene,19280429
1949-CALL:cabral,cw:db72885d,,cabral001ern,Cabral,Ernest,Ernest P.,1924
1949-CALL:camara,cw:8bee6c42,,camara001art,Camara,Arthur,Arthur James,19270405
1949-CALL:carbonaro,cw:24be157b,,carbon001jos,Carbonaro,Joe,Joseph,19300708
1949-CALL:cardinale,cw:e5659fe9,,cardin001roc,Cardinale,Rocco,Rocco Anthony,19270616
1949-CALL:carpenter,cw:872767b1,,carpen001nor,Carpenter,Norman,Norman W.,19270416
1949-CALL:caselli,cw:94eb442b,,casell001rob,Caselli,Bob,Robert Albert,19300209
1949-CALL:castro-mod,cw:5140cc77,,castro001arm,Castro,Armand,Armand,19290206
1949-CALL:castro-sj,cw:f8546974,,castro002sam,Castro,Samuel,Samuel Gilbert,19210521
1949-CALL:catron,cw:31a7bec7,,catron001joh,Catron,Mike,John Charles,19260820
1949-CALL:chandler,cw:f14e8c44,,chandl001flo,Chandler,Floyd,Floyd E.,1927
1949-CALL:cheshier,cw:0dff6fe6,,cheshi001cha,Cheshier,Charles,Charles D.,19300501
1949-CALL:cirimele.fj,cw:9a2743ec,,cirime002fra,Cirimele,Frank,Frank J.,19260120
1949-CALL:cirimele.fp,cw:7c391d4d,,cirime003fra,Cirimeli,Frank,Frank Phillip,19280226
1949-CALL:clegg,cw:e792d65e,,clegg-001del,Clegg,Del,Delbert Eugene,19280219
1949-CALL:clements,cw:5d5222ee,,clemen002har,Clements,Harry,Harry Miller,19190510
1949-CALL:clough,cw:98a7d90d,,clough001wal,Clough,Walt,Walter DeWitt,19260429
1949-CALL:clow,cw:1457f7f9,,clow--001elm,Clow,Elmer,Elmer Edmund,19271206
1949-CALL:contratto,cw:e36a5e2c,,contra001geo,Contratto,George,George,19290629
1949-CALL:contreras,cw:213cb4a3,,contre001dom,Contreras,Domingo,Domingo,19300612
1949-CALL:courage,cw:f2c5a58a,,courag001rob,Courage,Bob,Robert Duncan,19241019
1949-CALL:coxey,cw:c1a0db75,,coxey-001ler,Coxey,Leroy,Leroy R.,19270725
1949-CALL:cramer,cw:f506620a,,cramer004rob,Cramer,Bobby,Robert Wayne,1928
1949-CALL:crawford,cw:0fd1b845,,crawfo001dua,Crawford,Duane,Duane Hickman,19200415
1949-CALL:cucchiarini,cw:213ea4a3,,cucchi001ray,Cucchiarini,Raymond,Raymond Joseph,19300606
1949-CALL:dahms,cw:a0021065,,dahms-001ger,Dahms,Gerald,Gerald Conrad,19291031
1949-CALL:damman,cw:f85cf998,,damman001lou,Damman,Louis,Louis Lester,1928
1949-CALL:decarolis,cw:6323e908,,decaro002fra,DeCarolis,Frank,Frank Philip,19300729
1949-CALL:delock,cw:b2cd36da,,delock001jos,Delock,Joseph,Joseph Karl,1929
1949-CALL:denevi,cw:6a564e3f,,denevi001pie,Denevi,Pete,Pietro Giacomo,19260722
1949-CALL:derganc,cw:a800f8e3,,dergan001ric,Derganc,Dick,Richard John,19290218
1949-CALL:detoia,cw:f0100c59,,detoia001jos,DeToia,Joseph,Joseph V.,1926
1949-CALL:dipietro,cw:67fe19c0,,dipiet001jos,DiPietro,Joseph,Joseph,19290715
1949-CALL:donaldson,cw:c48fb187,,donald001jac,Donaldson,Jacob,Jacob George,19281001
1949-CALL:dubbers,cw:b10b470e,,dubber001mer,Dubbers,Merv,Mervin Willis,19251229
1949-CALL:durock,cw:814bf005,,durock001mic,Durock,Mike,Michael,1927
1949-CALL:dykes,cw:1b7b5e26,,dykes-001jam,Dykes,Jimmy,James Edward,1925
1949-CALL:elkind,cw:57dcd5e1,,elkind001ric,Elkind,Richard,Richard,1929
1949-CALL:escalante,cw:a1093a1e,,escala001ear,Escalante,Earl,Earl Peter,19180105
1949-CALL:fass,cw:2f4444e2,,fass--001fre,Fass,Fred,Fred E.,19220421
1949-CALL:felix,cw:7a8c80d4,,felix-001cal,Felix,Calvin,Calvin,19251113
1949-CALL:fiedler,cw:d012c954,,fiedle001ric,Fiedler,Dick,Richard Paul,19270424
1949-CALL:fitzgerald,cw:a10a1cdc,,fitzge001nor,Fitzgerald,Norm,Norman C.,
1949-CALL:ford,cw:19fa671c,,ford--001lon,Ford,Joe,Lonnie Joe,19300906
1949-CALL:gale,cw:1d5f571a,,gale--001jer,Gale,Jerome,Jerome M.,1928
1949-CALL:garbe,cw:f88c5f06,,garbe-001wil,Garbe,Bill,William Carl,19180715
1949-CALL:garman,cw:1624436e,,garman001hou,Garman,Houston,Houston S.,1927
1949-CALL:gianni,cw:a5973590,,gianni001vin,Gianni,Vincent,Vincent Richard,19280215
1949-CALL:gifford,cw:e64ab4a6,,giffor001ron,Gifford,Ronald,Ronald McIntosh,19280218
1949-CALL:giovannoni,cw:8ee28800,,giovan001vir,Giovannoni,Virgil,Virgil,19290608
1949-CALL:grabar,cw:556df3a9,,grabar001nor,Grabar,Norm,Norman Mario,19260722
1949-CALL:griswold,cw:f23be889,,griswo001har,Griswold,Harry,Harry N.,19081129
1949-CALL:guglielmo,cw:28ba34f2,,guglie001mar,Guglielmo,Marco,Marco Nickolas,19290526
1949-CALL:guldborg,cw:ec85e485,,guldbo001joh,Guldborg,Bud,John Burton,19240113
1949-CALL:hahn,cw:3b8ec55e,hahnf101,hahn--002fre,Hahn,Fred,Frederick Aloys,19290216
1949-CALL:haines,cw:3a54aeee,,haines001ger,Haines,Jerry,Gerald Lee,19270910
1949-CALL:handley,cw:e43e2c63,,handle001har,Handley,Harold,Harold H.,1926
1949-CALL:hansen,cw:7d6985f4,,hansen002wil,Hansen,Bill,William Albert,19280911
1949-CALL:hanssen,cw:09bfc58b,,hansse001joh,Hanssen,John,John William,19260925
1949-CALL:harlow,cw:0fef309a,,harlow001her,Harlow,Herb,Herbert William,19251004
1949-CALL:hartman,cw:a7de43c7,,hartma001che,Hartmann,Chester,Chester Leland,19220612
1949-CALL:hawkins,cw:2bb7bf3d,,hawkin001gil,Hawkins,Gil,Gilbert Smith,19290212
1949-CALL:helmuth,cw:12122e62,,helmut001jac,Helmuth,Jacob,Jacob August,19290209
1949-CALL:herbison,cw:07dcde56,,herbis001jam,Herbison,James,James Edward,1925
1949-CALL:herder,cw:0a437c4f,,herder001the,Herder,Theodore,Theodore P.,1923
1949-CALL:hertz,cw:aadfeda5,,hertz-001car,Hertz,Carl,Carl A.,1927
1949-CALL:hoberg,cw:b5b31945,,hoberg001car,Hoberg,Carlton,Carlton Paul,1921
1949-CALL:hollingshead,cw:00b1c058,,hollin001roy,Hollingshead,Roy,Roy J.,1927
1949-CALL:hough,cw:24f8e6bf,,hough-001per,Hough,Percy,Percy Lamar,19290717
1949-CALL:hughes,cw:8fcb0260,hughj103,hughes010jam,Hughes,Jim,James Robert,19230321
1949-CALL:jackson,cw:7a700ad7,,jackso003wil,Jackson,Bill,William,1912
1949-CALL:joffe,cw:f451ba9b,,joffe-001mil,Joffe,Milt,Milton,19270205
1949-CALL:johnston,cw:a412a2ba,,johnst002ray,Johnston,Raymond,Raymond D.,1928
1949-CALL:jones-fre,cw:d2711389,joneg101,jones-001gor,Jones,Gordon,Gordon Bassett,19300402
1949-CALL:jones-sj,cw:ab5db87c,,jones-005joh,Jones,Jack,John Edward,19280120
1949-CALL:kallas,cw:cc100c95,,kallas001wil,Kallas,Bill,William Thomas,19290406
1949-CALL:kehn,cw:b36700f2,kehnc101,kehn--001che,Kehn,Chet,Chester Lawrence,19211030
1949-CALL:kell,cw:9c6f086d,,kell--001her,Kell,Herbert,Herbert Wilson,19251209
1949-CALL:kincannon,cw:13fb3a5c,,kincan001rob,Kincannon,Dean,Robert Dean,19250709
1949-CALL:knezovich,cw:a1f9e7a5,,knezov001mel,Knezovich,Mel,Melvin B.,19281011
1949-CALL:koehler,cw:c3c85f5c,,koehle001wal,Koehler,Walter,Walter Theodore,1928
1949-CALL:kovenz,cw:db5eadbe,,kovenz001joh,Kovenz,John,John Frank,19251225
1949-CALL:lahann,cw:6b1abaa2,,lahann001ger,Lahann,Gerald,Gerald Donald,1931
1949-CALL:landini,cw:4c82c416,,landin001lou,Landini,Lou,Louis,19270324
1949-CALL:lee,cw:824b9d33,,lee---003rob,Lee,Bob,Robert Comer,19271110
1949-CALL:lillie,cw:7df75ac3,,lillie001wil,Lillie,Bill,William Wallace,19230417
1949-CALL:lillis,cw:22b9230e,,lillis001joh,Lillis,Jack,John Howard,19281106
1949-CALL:littrell,cw:76732877,littj104,littre002jac,Littrell,Jack,Jack Napier,19290122
1949-CALL:lowe,cw:5bd32054,,lowe--001ric,Lowe,Richard,Richard Maurice,19270722
1949-CALL:lucchesi,cw:2f30a18a,luccf801,lucche001fra,Lucchesi,Frank,Frank Joseph,19270424
1949-CALL:lyon,cw:bffa6185,,lyon--001geo,Lyon,George,George S.,19290906
