ident,key,key.retro,key.brminors,name.last,name.first,name.given,birth.date
1915-AA:willey,cw:ce0fae30,,willey001ver,Willey,Verne,Verne,
1915-AA:williams.dc,cw:2045712a,willm103,willia007dav,Williams,Mutt,David Carter,18920731
1915-AA:williams.j,cw:30c2347c,willj106,willia025jam,Williams,Jimmy,James Thomas,18761220
1915-AA:williams.r,cw:b7d6cc94,wills101,willia001ree,Williams,Steamboat,Rees Gephardt,18920131
1915-AA:willis,cw:44a25be5,willj103,willis001jos,Willis,Joe,Joseph Dank,18900409
1915-AA:wood,cw:c5fd1a83,woodr103,wood--001roy,Wood,Roy,Roy Winton,18920829
1915-AA:wortman,cw:031d392c,wortc101,wortma001wil,Wortman,Chuck,William Lewis,18920105
1915-AA:wright,cw:6a0e3585,,wright034---,Wright,,,
1915-AA:yingling,cw:ccd1aa36,yinge101,yingli001ear,Yingling,Earl,Earl Hershey,18881029
1915-AA:young,cw:ba49722e,youni101,young-001irv,Young,Irv,Irving Melrose,18770721
1915-BLRI:agnew,cw:5f5e42b6,,agnew-001joh,Agnew,John,John J.,
1915-BLRI:barnhart,cw:892d9fb7,barnc102,barnha001cly,Barnhart,Clyde,Clyde Lee,18951229
1915-BLRI:barton,cw:bdf352b5,,barton001car,Barton,Carroll,Carroll R.,
1915-BLRI:bashore,cw:58708c23,,leidic001pet,Bashore,Ray,Ray,
1915-BLRI:bauer,cw:c7ecd4c9,,bauer-002wil,Bauer,William,William,
1915-BLRI:beall,cw:05d02094,,beall-012---,Beall,,,
1915-BLRI:bigler,cw:5f193083,bigli101,bigler001iva,Bigler,Ivan,Ivan Edward,18921213
1915-BLRI:bitters,cw:cf1f0ba9,,bitter002---,Bitters,Rube,Rube,
1915-BLRI:blunt,cw:72b3bd4b,,blunt-001---,Blunt,,,
1915-BLRI:boyd,cw:0163a1d2,,boyd--001wal,Boyd,Walker,Walker W.,
1915-BLRI:boyle,cw:5306fbf8,,boyle-001geo,Boyle,George,George W.,
1915-BLRI:boyne,cw:85e91912,,boyne-001aug,Boyne,Gus,Augustus Gordon,1889
1915-BLRI:bream,cw:9e1f6dd8,,bream-001joh,Bream,Johnny,Johnny,
1915-BLRI:bunting,cw:e8fe956b,,buntin001dav,Bunting,Dave,David E.,
1915-BLRI:burns,cw:35f5b8e9,,burns-020---,Burns,,,
1915-BLRI:carroll,cw:934454fd,,carrol000how,Carroll,Howard,Howard,
1915-BLRI:clarke,cw:f204806a,clarl101,clarke001ala,Clarke,Lefty,Alan Thomas,18960308
1915-BLRI:clay,cw:354cd174,clayb101,clay--002fre,Clay,Bill,Frederick C.,18741123
1915-BLRI:clunk,cw:2184e7e9,,clunk-001jam,Clunk,Roy,James Roy,18880112
1915-BLRI:connelly,cw:0a84014c,connt101,connol001tho,Connolly,Tom,Thomas Francis,18921230
1915-BLRI:cook,cw:d006c249,,cook--001jim,Cook,Jimmy,Jimmy,
1915-BLRI:cotter,cw:e857130e,,cotter002har,Cotter,Harry,Harry,
1915-BLRI:coyle,cw:2e7da0d1,,coyle-003wil,Coyle,William,William,
1915-BLRI:crawford,cw:734f0dd7,,crawfo001vir,Crawford,Virgil,Virgil L.,
1915-BLRI:daley,cw:be80d452,,daley-002edw,Daley,Eddie,Edward,
1915-BLRI:davis,cw:83af8cd1,,davis-061---,Davis,Bill,Bill,
1915-BLRI:dean,cw:4c85037f,,dean--002war,Dean,Warren,Warren S.,
1915-BLRI:diehl,cw:96630011,deals101,deal--002joh,Deal,Snake,John Wesley,18790121
1915-BLRI:doeppe,cw:eed9897c,,doeppe001wl-,Doeppe,Bill,W. L.,
1915-BLRI:dolan,cw:34012ce8,,dolan-001art,Dolan,Arthur,Arthur G.,1894
1915-BLRI:donnelly,cw:fa2ced4d,,donnel026---,Donnelly,Bill,Bill,
1915-BLRI:dorner,cw:a74f641e,dorng101,dorner001aug,Dorner,Gus,Augustus,18760818
1915-BLRI:douglas,cw:66eb234b,dougl101,dougla002law,Douglas,Larry,Lawrence Howard,18900605
1915-BLRI:dove,cw:3b47d48a,,dove--001---,Dove,Al,Al,
1915-BLRI:dunn,cw:9bbf7d29,,dunn--025---,Dunn,William,William,
1915-BLRI:durborow,cw:1a20a360,,durbor001ray,Durborow,Ray,Ray,
1915-BLRI:eilor,cw:d0d1a826,,eilor-001---,Eilor,,,
1915-BLRI:eldridge,cw:1410fd17,,eldrid001jes,Eldridge,Rube,Jesse Morgan,18880720
1915-BLRI:eline,cw:e60b50ae,,eline-001gax,Eline,Gaxie,David,
1915-BLRI:fox,cw:d856e9e5,,fox---037---,Fox,,,
1915-BLRI:francis,cw:aea90305,,franci017---,Francis,Johnnie,Johnnie,
1915-BLRI:freeney,cw:4b9a6541,,freene001sam,Freeney,Samuel,Samuel W.,
1915-BLRI:fuhrey,cw:6e2cfd4d,,fuhrey001joh,Fuhrey,Mike,John Michael,18871019
1915-BLRI:gobel,cw:471ed1b8,,gobel-002---,Gobel,,,
1915-BLRI:goldstein,cw:b9a3d473,,goldst002hym,Goldstein,Hyman,Hyman,
1915-BLRI:gorham,cw:04610244,,gorham001jos,Gorham,Joseph,Joseph,
1915-BLRI:gray,cw:8079c660,,gray--006dol,Gray,Dolly,C. P.,
1915-BLRI:green,cw:1ed577b5,,greene000she,Greene,Sherman,Sherman Russell,
1915-BLRI:greenwell,cw:9d12db0d,,greenw001ern,Greenwell,Ernest,Ernest George,
1915-BLRI:grotey,cw:bfeaf044,,grotey002cha,Grotey,Charles,Charles,
1915-BLRI:grove,cw:551a1093,,grove-001bar,Grove,Bart,Bart,
1915-BLRI:hager,cw:da0d340f,,hager-001fre,Hager,Fred,Fred,
1915-BLRI:hall-get,cw:7017048c,,hall--001jak,Hall,Jake,Jake,
1915-BLRI:hall-han,cw:42f5cd44,,hall--002war,Hall,Warren,Warren,
1915-BLRI:hanks,cw:4337fff1,,hanks-001art,Hanks,Eugene,Arthur Eugene,18820828
1915-BLRI:harpster,cw:ff8a73e9,,harpst000ral,Harpster,Ralph,Ralph Harrison,
1915-BLRI:hart,cw:c235542b,,hart--045---,Hart,,,
1915-BLRI:hayes,cw:30e3341a,,hayes-001ste,Hayes,Stewart,Stewart,
1915-BLRI:heavener,cw:ac3c5c19,,heaven001jak,Heavener,Jake,Jacob D.,
1915-BLRI:herman,cw:af7f7b44,,herman002art,Herman,Artie,Arthur,
1915-BLRI:herrell,cw:35e98fdf,herrw101,herrel001wal,Herrell,Walt,Walter William,18890219
1915-BLRI:hershey,cw:7d566ebd,,hershe001rub,Hershey,Rube,Chauncey,18910203
1915-BLRI:hoar,cw:a3616b9a,,hoar--001cla,Hoar,Clarence,Clarence M.,
1915-BLRI:hoffecker,cw:9d317380,,hoffec001fra,Hoffecker,Frank,Frank S.,
1915-BLRI:hoke,cw:19c4b3a3,,hake--001fra,Hake,Frank,Frank,
1915-BLRI:holbig,cw:f066df50,,holbig001geo,Holbig,George,George,
1915-BLRI:hooker,cw:42bb1d20,hookb101,hooker001wil,Hooker,Buck,William Edward,18800828
1915-BLRI:hostetter,cw:9c58fc47,,hostet001kop,Hostetter,Koplin,A. Koplin,
1915-BLRI:howard,cw:cba7f667,howae102,howard002ear,Howard,Earl,Earl Nycum,18930625
1915-BLRI:howe,cw:6d337357,,howe--001osc,Howe,Oscar,Oscar,
1915-BLRI:hummel,cw:b0d09f13,,hummel001al-,Hummell,Al,Al,
1915-BLRI:jacobs,cw:b7f11aa8,,jacobs021---,Jacobs,,,
1915-BLRI:jamison,cw:162f5645,,jamiso001a--,Jamison,A. B.,A. B.,
1915-BLRI:jarosick,cw:e43b0c7c,,jarosi001a--,Jarosick,Jerry,A.,
1915-BLRI:jocks,cw:d9e03ff8,,jocks-000joh,Jocks,John,John K.,
1915-BLRI:johnson-han+hag,cw:1d296e9d,,johnso015har,Johnson,Harry,Harry R.,
1915-BLRI:johnson-mar,cw:cbdcadcd,,johnso012geo,Johnson,George,George,
1915-BLRI:jones,cw:908d059c,,jones-004t--,Jones,T. N.,T. N.,
1915-BLRI:kalsey,cw:dfff2901,,kalsey000---,Kalsey,,,
1915-BLRI:kane,cw:f8c0ec62,,kane--040---,Kane,Paddy,Paddy,
1915-BLRI:keener,cw:7a61793f,,keener001roy,Keener,Roy,Roy Smith,18840424
1915-BLRI:keiffer,cw:a43d80c6,,keefe-007---,Keefe,Frank,Frank J.,
1915-BLRI:kelly-get,cw:a1c25ea3,,kelly-116---,Kelly,,,
1915-BLRI:kelly-mar+hag,cw:407ae4d0,,kelly-001fin,Kelly,Finney,Charles Elmer,18940720
1915-BLRI:kimball,cw:234ed5c0,,kimbal001lou,Kimball,Louis,Louis,
1915-BLRI:king,cw:07c59e02,,king--006wil,King,Bill,William J.,18921215
1915-BLRI:kleine,cw:0c2a8ccf,,kleine002---,Klein,Carl,Carl,
1915-BLRI:kleskie,cw:b5e7e9a5,,kleski001joe,Kleskie,Joe,Joe,
1915-BLRI:kunkle,cw:c3652fb6,,kunkle001c--,Kunkle,Pat,Charles Paris,1891
1915-BLRI:lamar,cw:17effd3f,lamab101,lamar-001wil,Lamar,Bill,William Harmong,18970321
1915-BLRI:laughlin,cw:f68afbe3,,laughl003jos,Laughlin,Joe,Joseph Clinton,18781116
1915-BLRI:lawrence,cw:39d864eb,,lawren001elm,Lawrence,Elmer,Elmer J.,
1915-BLRI:lewellyn,cw:7bb004d2,,lewell001har,Lewellyn,Harry,Harry H.,
1915-BLRI:lockhart,cw:365f7833,,lockha002---,Lockard,John,John,
1915-BLRI:long-hag,cw:142ec7b8,,long--001cha,Long,Charles,Charles J.,
1915-BLRI:long-mar,cw:63e3bbf4,,long--001hen,Long,Henry,Henry,
1915-BLRI:lower,cw:22aaa574,,lower-001joh,Lower,John,John D.,188311
1915-BLRI:mackert,cw:ecd956e5,,macker001fra,Mackert,Franklin,Franklin Masser,18891213
1915-BLRI:mahaffie,cw:1130f3e8,,mahaff001wil,Mahaffie,William,William E.,
1915-BLRI:malone,cw:a01e6863,malol101,malone001lew,Malone,Lew,Lewis Aloysius,18970313
1915-BLRI:masterson,cw:8ccc2c98,,master001cli,Masterson,Clifford,Clifford,
1915-BLRI:mccarthy,cw:ecd59a2e,,mccart071---,McCarthy,,,
1915-BLRI:mccleary,cw:d3494e39,,mcclea001cha,McCleary,Chalky,Robert,
1915-BLRI:mcdevitt,cw:aa0e1da5,,mcdevi004---,McDevitt,,,
1915-BLRI:mcmillan,cw:3af50558,,mcmill017---,McMillan,,,
1915-BLRI:mecherly,cw:242eb58f,,mecher001j--,Mecherly,Bill,J. William,
1915-BLRI:mellinger,cw:8c814c39,,mellin000---,Mellinger,,,
1915-BLRI:menchey,cw:d4d01c47,,menche000---,Menchey,,,
1915-BLRI:merchant,cw:921fd982,,mercha002---,Merchant,,,
1915-BLRI:miller-cha+get,cw:0d42212b,,miller011geo,Miller,George,George,
1915-BLRI:miller-han+hag,cw:b9a2aa4b,,miller010wil,Miller,Wilbur,Wilbur,
1915-BLRI:milliman,cw:e40a4941,,millim001doc,Milliman,Krozer,Krozer Carswell,18860213
