league.key,league.year,league.name.full,league.name.short
1928-AA,1928,American Association,American Association
1928-AL,1928,American League,American
1928-ANTL,1928,Anthracite League,Anthracite
1928-AZSL,1928,Arizona State League,Arizona State
1928-BLRI,1928,Blue Ridge League,Blue Ridge
1928-CASL,1928,California State League,California State
1928-CAWL,1928,California Winter League,California Winter
1928-CENL,1928,Central League,Central
1928-COL,1928,Collegiate Teams,Collegiate
1928-CSTL,1928,Cotton States League,Cotton States
1928-CUBL,1928,Cuban League,Cuban
1928-CUWL,1928,Cuban Winter League,Cuban Winter
1928-ECAR,1928,Eastern Carolina League,Eastern Carolina
1928-ECOL,1928,Eastern Colored League,Eastern Colored
1928-EL,1928,Eastern League,Eastern
1928-ESHL,1928,Eastern Shore League,Eastern Shore
1928-FLOR,1928,Florida State League,Florida State
1928-GAAL,1928,Georgia-Alabama League,Georgia-Alabama
1928-IIIL,1928,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1928-INDN,1928,Independent Negro,Independent Negro
1928-IL,1928,International League,International
1928-LONE,1928,Lone Star League,Lone Star
1928-MEX,1928,Mexican League,Mexican
1928-MATL,1928,Middle Atlantic League,Middle Atlantic
1928-MSVL,1928,Mississippi Valley League,Mississippi Valley
1928-NL,1928,National League,National
1928-NESL,1928,Nebraska State League,Nebraska State
1928-NNL,1928,Negro National League,Negro National
1928-NSL,1928,Negro Southern League,Negro Southern
1928-NENL,1928,New England League,New England
1928-NYPL,1928,New York-Pennsylvania League,New York-Pennsylvania
1928-PCL,1928,Pacific Coast League,Pacific Coast
1928-PIED,1928,Piedmont League,Piedmont
1928-SALL,1928,South Atlantic League,South Atlantic
1928-SEAL,1928,Southeastern League,Southeastern
1928-SOUA,1928,Southern Association,Southern Association
1928-SWLG,1928,Southwestern League,Southwestern
1928-TEXA,1928,Texas Association,Texas Association
1928-TL,1928,Texas League,Texas
1928-TXNL,1928,Texas Negro League,Texas Negro
1928-TXVL,1928,Texas Valley League,Texas Valley
1928-TRIS,1928,Tri-State League,Tri-State
1928-UTID,1928,Utah-Idaho League,Utah-Idaho
1928-VIRL,1928,Virginia League,Virginia
1928-WTXL,1928,West Texas League,West Texas
1928-WA,1928,Western Association,Western Association
1928-WL,1928,Western League,Western
1928-WISL,1928,Wisconsin State League,Wisconsin State
