league.key,league.year,league.name.full,league.name.short
1885-AA,1885,American Association,American Association
1885-CALL,1885,California League,California
1885-CASL,1885,California State League,California State
1885-CANL,1885,Canadian League,Canadian
1885-COL,1885,Collegiate Teams,Collegiate
1885-COSL,1885,Colorado State League,Colorado State
1885-CTST,1885,Connecticut State League,Connecticut State
1885-CUBL,1885,Cuban League,Cuban
1885-CUWL,1885,Cuban Winter League,Cuban Winter
1885-EL,1885,Eastern League,Eastern
1885-ENEL,1885,Eastern New England League,Eastern New England
1885-HUDR,1885,Hudson River League,Hudson River
1885-ISLG,1885,Interstate League,Interstate
1885-IAOL,1885,Iron And Oil League,Iron And Oil
1885-KEYA,1885,Keystone Association,Keystone Association
1885-NL,1885,National League,National
1885-NENL,1885,New England League,New England
1885-NHSL,1885,New Hampshire State League,New Hampshire State
1885-NYSL,1885,New York State League,New York State
1885-NCLG,1885,North Carolina League,North Carolina
1885-NECT,1885,Northeastern Connecticut State League,Northeastern Connecticut State
1885-NWES,1885,Northwestern League,Northwestern
1885-SOUL,1885,Southern League,Southern
1885-SNEL,1885,Southern New England League,Southern New England
1885-VIRL,1885,Virginia League,Virginia
1885-WL,1885,Western League,Western
