league.key,league.year,league.name.full,league.name.short
1905-AA,1905,American Association,American Association
1905-AL,1905,American League,American
1905-ATLL,1905,Atlantic League,Atlantic
1905-CANL,1905,Canadian League,Canadian
1905-CASL,1905,California State League,California State
1905-CCSL,1905,Copper Country Soo League,Copper Country Soo
1905-CENL,1905,Central League,Central
1905-CNCS,1905,Cuban-American Negro Clubs Series,Cuban-Negro Series
1905-COL,1905,Collegiate Teams,Collegiate
1905-CSTL,1905,Cotton States League,Cotton States
1905-CTST,1905,Connecticut State League,Connecticut State
1905-CUBL,1905,Cuban League,Cuban
1905-CUGL,1905,Cuban General League,Cuban General
1905-CUWL,1905,Cuban Winter League,Cuban Winter
1905-DELT,1905,Delta League,Delta
1905-EL,1905,Eastern League,Eastern
1905-EMST,1905,Empire State League,Empire State
1905-GECL,1905,Geauga County League,Geauga County
1905-HUDR,1905,Hudson River League,Hudson River
1905-IIIL,1905,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1905-ILPB,1905,Iowa League of Professional Baseball Clubs,Iowa
1905-ISLG,1905,Interstate League,Interstate
1905-KITL,1905,Kentucky-Illinois-Tennessee League,Kentucky-Illinois-Tennessee
1905-KSSL,1905,Kansas State League,Kansas State
1905-MOVL,1905,Missouri Valley League,Missouri Valley
1905-MTSL,1905,Montana State League,Montana State
1905-NENL,1905,New England League,New England
1905-NL,1905,National League,National
1905-NNYL,1905,Northern New York League,Northern New York
1905-NORL,1905,Northern League,Northern
1905-NTXL,1905,North Texas League,North Texas
1905-NWES,1905,Northwestern League,Northwestern
1905-NYSL,1905,New York State League,New York State
1905-OHPA,1905,Ohio-Pennsylvania League,Ohio-Pennsylvania
1905-PCL,1905,Pacific Coast League,Pacific Coast
1905-PNAL,1905,Pacific National League,Pacific National
1905-SALL,1905,South Atlantic League,South Atlantic
1905-SOUA,1905,Southern Association,Southern Association
1905-STEX,1905,South Texas League,South Texas
1905-SWWL,1905,Southwest Washington League,Southwest Washington
1905-TL,1905,Texas League,Texas
1905-TRIS,1905,Tri-State League,Tri-State
1905-TXVL,1905,Texas Valley League,Texas Valley
1905-VNCL,1905,Virginia-North Carolina League,Virginia-North Carolina
1905-WA,1905,Western Association,Western Association
1905-WISL,1905,Wisconsin State League,Wisconsin State
1905-WL,1905,Western League,Western
1905-WOBA,1905,Western Ontario Baseball Association,Western Ontario Baseball Association
