league.key,league.year,league.name.full,league.name.short
1947-ALSL,1947,Alabama State League,Alabama State
1947-AAGL,1947,All-American Girls Professional Baseball League,AAGPBL
1947-AA,1947,American Association,American Association
1947-AL,1947,American League,American
1947-APPY,1947,Appalachian League,Appalachian
1947-AZTX,1947,Arizona-Texas League,Arizona-Texas
1947-BSTL,1947,Big State League,Big State
1947-BLRI,1947,Blue Ridge League,Blue Ridge
1947-BORD,1947,Border League,Border
1947-CALL,1947,California League,California
1947-CAWL,1947,California Winter League,California Winter
1947-CAML,1947,Canadian-American League,Canadian-American
1947-CARL,1947,Carolina League,Carolina
1947-CENA,1947,Central Association,Central Association
1947-COPL,1947,Coastal Plain League,Coastal Plain
1947-COL,1947,Collegiate Teams,Collegiate
1947-COLL,1947,Colonial League,Colonial
1947-CSTL,1947,Cotton States League,Cotton States
1947-CIWL,1947,Cuban Independent Winter League,Cuban Independent Winter
1947-CUBL,1947,Cuban League,Cuban
1947-CUWL,1947,Cuban Winter League,Cuban Winter
1947-EL,1947,Eastern League,Eastern
1947-ESHL,1947,Eastern Shore League,Eastern Shore
1947-EVAN,1947,Evangeline League,Evangeline
1947-FLIN,1947,Florida International League,Florida International
1947-FLOR,1947,Florida State League,Florida State
1947-GAAL,1947,Georgia-Alabama League,Georgia-Alabama
1947-GAFL,1947,Georgia-Florida League,Georgia-Florida
1947-ILSL,1947,Illinois State League,Illinois State
1947-IIIL,1947,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1947-INDN,1947,Independent Negro,Independent Negro
1947-IL,1947,International League,International
1947-ISLG,1947,Interstate League,Interstate
1947-JPBL,1947,Japanese Baseball League,Japanese
1947-KOML,1947,Kansas-Oklahoma-Missouri League,Kansas-Oklahoma-Missouri
1947-KITL,1947,Kentucky-Illinois-Tennessee League,Kentucky-Illinois-Tennessee
1947-LONE,1947,Lone Star League,Lone Star
1947-LONG,1947,Longhorn League,Longhorn
1947-MEX,1947,Mexican League,Mexican
1947-MXPW,1947,Mexican Pacific Winter League,Mexican Pacific Winter
1947-MATL,1947,Middle Atlantic League,Middle Atlantic
1947-NL,1947,National League,National
1947-NAL,1947,Negro American League,Negro American
1947-NNL,1947,Negro National League,Negro National
1947-NENL,1947,New England League,New England
1947-NATL,1947,North Atlantic League,North Atlantic
1947-NCSL,1947,North Carolina State League,North Carolina State
1947-NORL,1947,Northern League,Northern
1947-NORW,1947,Northwest League,Northwest
1947-OHSL,1947,Ohio State League,Ohio State
1947-PCL,1947,Pacific Coast League,Pacific Coast
1947-PNWL,1947,Panama Winter League,Panama Winter
1947-PONY,1947,Pennsylvania-Ontario-New York League,Pennsylvania-Ontario-New York
1947-PIED,1947,Piedmont League,Piedmont
1947-PION,1947,Pioneer League,Pioneer
1947-PRWL,1947,Puerto Rican Winter League,Puerto Rican Winter
1947-QUPL,1947,Quebec Provincial League,Quebec Provincial
1947-SOSL,1947,Sooner State League,Sooner State
1947-SALL,1947,South Atlantic League,South Atlantic
1947-SEAL,1947,Southeastern League,Southeastern
1947-SOUA,1947,Southern Association,Southern Association
1947-SUSE,1947,Sunset League,Sunset
1947-TL,1947,Texas League,Texas
1947-TOBS,1947,Tobacco State League,Tobacco State
1947-TRIS,1947,Tri-State League,Tri-State
1947-VEWL,1947,Venezuelan Winter League,Venezuelan Winter
1947-WTNM,1947,West Texas-New Mexico League,West Texas-New Mexico
1947-WA,1947,Western Association,Western Association
1947-WINT,1947,Western International League,Western International
1947-WL,1947,Western League,Western
1947-WISL,1947,Wisconsin State League,Wisconsin State
