league.key,league.year,league.name.full,league.name.short
1943-AAGL,1943,All-American Girls Professional Baseball League,AAGPBL
1943-AA,1943,American Association,American Association
1943-AL,1943,American League,American
1943-APPY,1943,Appalachian League,Appalachian
1943-CAWL,1943,California Winter League,California Winter
1943-COL,1943,Collegiate Teams,Collegiate
1943-CUBL,1943,Cuban League,Cuban
1943-CUWL,1943,Cuban Winter League,Cuban Winter
1943-EL,1943,Eastern League,Eastern
1943-INDN,1943,Independent Negro,Independent Negro
1943-IL,1943,International League,International
1943-ISLG,1943,Interstate League,Interstate
1943-JPBL,1943,Japanese Baseball League,Japanese
1943-MEX,1943,Mexican League,Mexican
1943-NL,1943,National League,National
1943-NAL,1943,Negro American League,Negro American
1943-NNL,1943,Negro National League,Negro National
1943-PCL,1943,Pacific Coast League,Pacific Coast
1943-PNWL,1943,Panama Winter League,Panama Winter
1943-PONY,1943,Pennsylvania-Ontario-New York League,Pennsylvania-Ontario-New York
1943-PIED,1943,Piedmont League,Piedmont
1943-PRWL,1943,Puerto Rican Winter League,Puerto Rican Winter
1943-QUPL,1943,Quebec Provincial League,Quebec Provincial
1943-SOUA,1943,Southern Association,Southern Association
1943-TPOR,1943,Twin Ports League,Twin Ports
