league.key,league.year,league.name.full,league.name.short
1879-CALL,1879,California League,California
1879-COL,1879,Collegiate Teams,Collegiate
1879-CUBL,1879,Cuban League,Cuban
1879-HUCO,1879,Humboldt County League,Humboldt County
1879-LGAL,1879,League Alliance,League Alliance
1879-NA,1879,National Association,National Association
1879-NL,1879,National League,National
1879-NLGP,1879,Non-League Players,Non-League Players
1879-NWES,1879,Northwestern League,Northwestern
1879-PACL,1879,Pacific League,Pacific
