league.key,league.year,league.name.full,league.name.short
1946-ALSL,1946,Alabama State League,Alabama State
1946-AAGL,1946,All-American Girls Professional Baseball League,AAGPBL
1946-AA,1946,American Association,American Association
1946-AL,1946,American League,American
1946-APPY,1946,Appalachian League,Appalachian
1946-BLRI,1946,Blue Ridge League,Blue Ridge
1946-BORD,1946,Border League,Border
1946-CALL,1946,California League,California
1946-CAWL,1946,California Winter League,California Winter
1946-CAML,1946,Canadian-American League,Canadian-American
1946-CARL,1946,Carolina League,Carolina
1946-COPL,1946,Coastal Plain League,Coastal Plain
1946-COL,1946,Collegiate Teams,Collegiate
1946-CFWL,1946,Cuban Federation Winter League,Cuban Federation Winter
1946-CUBL,1946,Cuban League,Cuban
1946-CUWL,1946,Cuban Winter League,Cuban Winter
1946-ETXL,1946,East Texas League,East Texas
1946-EL,1946,Eastern League,Eastern
1946-ESHL,1946,Eastern Shore League,Eastern Shore
1946-EVAN,1946,Evangeline League,Evangeline
1946-FLIN,1946,Florida International League,Florida International
1946-FLOR,1946,Florida State League,Florida State
1946-GAAL,1946,Georgia-Alabama League,Georgia-Alabama
1946-GAFL,1946,Georgia-Florida League,Georgia-Florida
1946-IIIL,1946,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1946-INDN,1946,Independent Negro,Independent Negro
1946-IL,1946,International League,International
1946-ISLG,1946,Interstate League,Interstate
1946-JPBL,1946,Japanese Baseball League,Japanese
1946-KOML,1946,Kansas-Oklahoma-Missouri League,Kansas-Oklahoma-Missouri
1946-KITL,1946,Kentucky-Illinois-Tennessee League,Kentucky-Illinois-Tennessee
1946-MEX,1946,Mexican League,Mexican
1946-MXNL,1946,Mexican National League,Mexican National
1946-MXPW,1946,Mexican Pacific Winter League,Mexican Pacific Winter
1946-MATL,1946,Middle Atlantic League,Middle Atlantic
1946-NL,1946,National League,National
1946-NAL,1946,Negro American League,Negro American
1946-NNL,1946,Negro National League,Negro National
1946-NENL,1946,New England League,New England
1946-NATL,1946,North Atlantic League,North Atlantic
1946-NCSL,1946,North Carolina State League,North Carolina State
1946-NORL,1946,Northern League,Northern
1946-OHSL,1946,Ohio State League,Ohio State
1946-PCL,1946,Pacific Coast League,Pacific Coast
1946-PNWL,1946,Panama Winter League,Panama Winter
1946-PONY,1946,Pennsylvania-Ontario-New York League,Pennsylvania-Ontario-New York
1946-PIED,1946,Piedmont League,Piedmont
1946-PION,1946,Pioneer League,Pioneer
1946-PRWL,1946,Puerto Rican Winter League,Puerto Rican Winter
1946-QUPL,1946,Quebec Provincial League,Quebec Provincial
1946-SALL,1946,South Atlantic League,South Atlantic
1946-SEAL,1946,Southeastern League,Southeastern
1946-SOUA,1946,Southern Association,Southern Association
1946-TL,1946,Texas League,Texas
1946-TOBS,1946,Tobacco State League,Tobacco State
1946-TRIS,1946,Tri-State League,Tri-State
1946-USBL,1946,United States Baseball League,United States
1946-VEWL,1946,Venezuelan Winter League,Venezuelan Winter
1946-WCBL,1946,West Coast Baseball League,West Coast
1946-WTNM,1946,West Texas-New Mexico League,West Texas-New Mexico
1946-WA,1946,Western Association,Western Association
1946-WINT,1946,Western International League,Western International
1946-WISL,1946,Wisconsin State League,Wisconsin State
