league.key,league.year,league.name.full,league.name.short
1935-AA,1935,American Association,American Association
1935-AL,1935,American League,American
1935-ARSL,1935,Arkansas State League,Arkansas State
1935-BIST,1935,Bi-State League,Bi-State
1935-CAWL,1935,California Winter League,California Winter
1935-CARB,1935,Carolina Baseball League,Carolina
1935-COPL,1935,Coastal Plain League,Coastal Plain
1935-COL,1935,Collegiate Teams,Collegiate
1935-CUBL,1935,Cuban League,Cuban
1935-CUWL,1935,Cuban Winter League,Cuban Winter
1935-EDXL,1935,East Dixie League,East Dixie
1935-EWIL,1935,Eastern Wisconsin League,Eastern Wisconsin
1935-EVAN,1935,Evangeline League,Evangeline
1935-GAFL,1935,Georgia-Florida League,Georgia-Florida
1935-IIIL,1935,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1935-INDN,1935,Independent Negro,Independent Negro
1935-IL,1935,International League,International
1935-KITL,1935,Kentucky-Illinois-Tennessee League,Kentucky-Illinois-Tennessee
1935-KEYL,1935,Keystone League,Keystone
1935-MEX,1935,Mexican League,Mexican
1935-MATL,1935,Middle Atlantic League,Middle Atlantic
1935-NL,1935,National League,National
1935-NESL,1935,Nebraska State League,Nebraska State
1935-NNL,1935,Negro National League,Negro National
1935-NSL,1935,Negro Southern League,Negro Southern
1935-NYPL,1935,New York-Pennsylvania League,New York-Pennsylvania
1935-NORL,1935,Northern League,Northern
1935-OHSL,1935,Ohio State League,Ohio State
1935-PCL,1935,Pacific Coast League,Pacific Coast
1935-PASA,1935,Pennsylvania State Association,Pennsylvania State Association
1935-PIED,1935,Piedmont League,Piedmont
1935-QUPL,1935,Quebec Provincial League,Quebec Provincial
1935-SOUA,1935,Southern Association,Southern Association
1935-TL,1935,Texas League,Texas
1935-TONL,1935,Texas-Oklahoma Negro League,Texas-Oklahoma Negro
1935-WDXL,1935,West Dixie League,West Dixie
1935-WA,1935,Western Association,Western Association
1935-WL,1935,Western League,Western
1935-WISL,1935,Wisconsin State League,Wisconsin State
