league.key,league.year,league.name.full,league.name.short
1957-ALFL,1957,Alabama-Florida League,Alabama-Florida
1957-AA,1957,American Association,American Association
1957-AL,1957,American League,American
1957-APPY,1957,Appalachian League,Appalachian
1957-AZMX,1957,Arizona-Mexico League,Arizona-Mexico
1957-BSTL,1957,Big State League,Big State
1957-CALL,1957,California League,California
1957-CARL,1957,Carolina League,Carolina
1957-CMXL,1957,Central Mexican League,Central Mexican
1957-COL,1957,Collegiate Teams,Collegiate
1957-COLW,1957,Colombian Winter League,Colombian Winter
1957-CUBL,1957,Cuban League,Cuban
1957-CUWL,1957,Cuban Winter League,Cuban Winter
1957-DOWL,1957,Dominican Winter League,Dominican Winter
1957-EL,1957,Eastern League,Eastern
1957-EVAN,1957,Evangeline League,Evangeline
1957-FLOR,1957,Florida State League,Florida State
1957-GAFL,1957,Georgia-Florida League,Georgia-Florida
1957-IIIL,1957,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1957-IL,1957,International League,International
1957-JPCL,1957,Japan Central League,Japan Central
1957-JPPL,1957,Japan Pacific League,Japan Pacific
1957-MDAK,1957,Manitoba-Dakota League,Manitoba-Dakota
1957-MEX,1957,Mexican League,Mexican
1957-MPCL,1957,Mexican Pacific Coast League,Mexican Pacific Coast
1957-MXPW,1957,Mexican Pacific Winter League,Mexican Pacific Winter
1957-MIDW,1957,Midwest League,Midwest
1957-NL,1957,National League,National
1957-NESL,1957,Nebraska State League,Nebraska State
1957-NAL,1957,Negro American League,Negro American
1957-NYPL,1957,New York-Pennsylvania League,New York-Pennsylvania
1957-NICW,1957,Nicaraguan Winter League,Nicaraguan Winter
1957-NORL,1957,Northern League,Northern
1957-NORW,1957,Northwest League,Northwest
1957-OCCL,1957,Occidental Winter League,Occidental Winter
1957-PCL,1957,Pacific Coast League,Pacific Coast
1957-PNWL,1957,Panama Winter League,Panama Winter
1957-PION,1957,Pioneer League,Pioneer
1957-PRWL,1957,Puerto Rican Winter League,Puerto Rican Winter
1957-SOSL,1957,Sooner State League,Sooner State
1957-SALL,1957,South Atlantic League,South Atlantic
1957-SOUA,1957,Southern Association,Southern Association
1957-SCWL,1957,Southern California Winter League,Southern California Winter
1957-SWLG,1957,Southwestern League,Southwestern
1957-TL,1957,Texas League,Texas
1957-VEWL,1957,Venezuelan Winter League,Venezuelan Winter
1957-VCWL,1957,Veracruz Winter League,Veracruz Winter
1957-WCAN,1957,Western Canada League,Western Canada
1957-WL,1957,Western League,Western
