league.key,league.year,league.name.full,league.name.short
1930-AA,1930,American Association,American Association
1930-AL,1930,American League,American
1930-AZSL,1930,Arizona State League,Arizona State
1930-BLRI,1930,Blue Ridge League,Blue Ridge
1930-CAWL,1930,California Winter League,California Winter
1930-CENL,1930,Central League,Central
1930-COL,1930,Collegiate Teams,Collegiate
1930-CSTL,1930,Cotton States League,Cotton States
1930-CUBL,1930,Cuban League,Cuban
1930-CUWL,1930,Cuban Winter League,Cuban Winter
1930-DENC,1930,Denver City League,Denver City
1930-EL,1930,Eastern League,Eastern
1930-GAAL,1930,Georgia-Alabama League,Georgia-Alabama
1930-IIIL,1930,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1930-INDN,1930,Independent Negro,Independent Negro
1930-IL,1930,International League,International
1930-MEX,1930,Mexican League,Mexican
1930-MATL,1930,Middle Atlantic League,Middle Atlantic
1930-MSVL,1930,Mississippi Valley League,Mississippi Valley
1930-NL,1930,National League,National
1930-NESL,1930,Nebraska State League,Nebraska State
1930-NNL,1930,Negro National League,Negro National
1930-NSL,1930,Negro Southern League,Negro Southern
1930-NENL,1930,New England League,New England
1930-NYPL,1930,New York-Pennsylvania League,New York-Pennsylvania
1930-ODOM,1930,Old Dominion League,Old Dominion
1930-ONTL,1930,Ontario League,Ontario
1930-PCL,1930,Pacific Coast League,Pacific Coast
1930-PIED,1930,Piedmont League,Piedmont
1930-SALL,1930,South Atlantic League,South Atlantic
1930-SEAL,1930,Southeastern League,Southeastern
1930-SOUA,1930,Southern Association,Southern Association
1930-TL,1930,Texas League,Texas
1930-TXNL,1930,Texas Negro League,Texas Negro
1930-WA,1930,Western Association,Western Association
1930-WL,1930,Western League,Western
1930-WISL,1930,Wisconsin State League,Wisconsin State
