league.key,league.year,league.name.full,league.name.short
1952-ALFL,1952,Alabama-Florida League,Alabama-Florida
1952-AAGL,1952,All-American Girls Professional Baseball League,AAGPBL
1952-AA,1952,American Association,American Association
1952-AL,1952,American League,American
1952-APPY,1952,Appalachian League,Appalachian
1952-AZTX,1952,Arizona-Texas League,Arizona-Texas
1952-BSTL,1952,Big State League,Big State
1952-CALL,1952,California League,California
1952-CARL,1952,Carolina League,Carolina
1952-COPL,1952,Coastal Plain League,Coastal Plain
1952-COL,1952,Collegiate Teams,Collegiate
1952-CSTL,1952,Cotton States League,Cotton States
1952-CUBL,1952,Cuban League,Cuban
1952-CUWL,1952,Cuban Winter League,Cuban Winter
1952-DOWL,1952,Dominican Winter League,Dominican Winter
1952-EL,1952,Eastern League,Eastern
1952-EVAN,1952,Evangeline League,Evangeline
1952-FLIN,1952,Florida International League,Florida International
1952-FLOR,1952,Florida State League,Florida State
1952-GASL,1952,Georgia State League,Georgia State
1952-GAFL,1952,Georgia-Florida League,Georgia-Florida
1952-GULF,1952,Gulf Coast League,Gulf Coast
1952-IIIL,1952,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1952-IL,1952,International League,International
1952-ISLG,1952,Interstate League,Interstate
1952-JPCL,1952,Japan Central League,Japan Central
1952-JPPL,1952,Japan Pacific League,Japan Pacific
1952-KOML,1952,Kansas-Oklahoma-Missouri League,Kansas-Oklahoma-Missouri
1952-KITL,1952,Kentucky-Illinois-Tennessee League,Kentucky-Illinois-Tennessee
1952-LONG,1952,Longhorn League,Longhorn
1952-MDAK,1952,Manitoba-Dakota League,Manitoba-Dakota
1952-MEX,1952,Mexican League,Mexican
1952-MPCL,1952,Mexican Pacific Coast League,Mexican Pacific Coast
1952-MXPW,1952,Mexican Pacific Winter League,Mexican Pacific Winter
1952-MSOH,1952,Mississippi-Ohio Valley League,Mississippi-Ohio Valley
1952-MTSS,1952,Mountain States League,Mountain States
1952-NL,1952,National League,National
1952-NAL,1952,Negro American League,Negro American
1952-NCSL,1952,North Carolina State League,North Carolina State
1952-NORL,1952,Northern League,Northern
1952-PCL,1952,Pacific Coast League,Pacific Coast
1952-PNWL,1952,Panama Winter League,Panama Winter
1952-PONY,1952,Pennsylvania-Ontario-New York League,Pennsylvania-Ontario-New York
1952-PIED,1952,Piedmont League,Piedmont
1952-PION,1952,Pioneer League,Pioneer
1952-PROV,1952,Provincial League,Provincial
1952-PRWL,1952,Puerto Rican Winter League,Puerto Rican Winter
1952-QUPL,1952,Quebec Provincial League,Quebec Provincial
1952-SOSL,1952,Sooner State League,Sooner State
1952-SALL,1952,South Atlantic League,South Atlantic
1952-SOUA,1952,Southern Association,Southern Association
1952-SWIL,1952,Southwest International League,Southwest International
1952-TL,1952,Texas League,Texas
1952-TRIS,1952,Tri-State League,Tri-State
1952-VEWL,1952,Venezuelan Winter League,Venezuelan Winter
1952-VCWL,1952,Veracruz Winter League,Veracruz Winter
1952-WTNM,1952,West Texas-New Mexico League,West Texas-New Mexico
1952-WA,1952,Western Association,Western Association
1952-WCAR,1952,Western Carolina League,Western Carolina
1952-WINT,1952,Western International League,Western International
1952-WL,1952,Western League,Western
1952-WISL,1952,Wisconsin State League,Wisconsin State
