league.key,league.year,league.name.full,league.name.short
1890-AA,1890,American Association,American Association
1890-ATLA,1890,Atlantic Association,Atlantic Association
1890-CALL,1890,California League,California
1890-CISL,1890,Central Interstate League,Central Interstate
1890-CHCL,1890,Chicago City League,Chicago City
1890-COL,1890,Collegiate Teams,Collegiate
1890-COSL,1890,Colorado State League,Colorado State
1890-CUBL,1890,Cuban League,Cuban
1890-CUWL,1890,Cuban Winter League,Cuban Winter
1890-EISL,1890,Eastern Interstate League,Eastern Interstate
1890-EIAL,1890,Eastern Iowa League,Eastern Iowa
1890-ILIA,1890,Illinois-Iowa League,Illinois-Iowa
1890-INSL,1890,Indiana State League,Indiana State
1890-INTA,1890,International Association,International Association
1890-ISLG,1890,Interstate League,Interstate
1890-MESL,1890,Maine State League,Maine State
1890-MICH,1890,Michigan State League,Michigan State
1890-MIDS,1890,Middle States League,Middle States
1890-NL,1890,National League,National
1890-NBRL,1890,New Brunswick League,New Brunswick
1890-NENL,1890,New England League,New England
1890-NYSL,1890,New York State League,New York State
1890-NYPL,1890,New York-Pennsylvania League,New York-Pennsylvania
1890-OHVL,1890,Ohio Valley League,Ohio Valley
1890-PNWL,1890,Pacific Northwest League,Pacific Northwest
1890-PASA,1890,Pennsylvania State Association,Pennsylvania State Association
1890-PL,1890,Players League,Players
1890-RILG,1890,Rhode Island League,Rhode Island
1890-TL,1890,Texas League,Texas
1890-TRIS,1890,Tri-State League,Tri-State
1890-UPPL,1890,Upper Peninsula League,Upper Peninsula
1890-WA,1890,Western Association,Western Association
1890-WNYP,1890,Western New York and Pennsylvania League,Western New York and Pennsylvania
1890-WNYL,1890,Western New York League,Western New York
1890-WISL,1890,Wisconsin State League,Wisconsin State
