league.key,league.year,league.name.full,league.name.short
1906-AA,1906,American Association,American Association
1906-AL,1906,American League,American
1906-ARTX,1906,Arkansas-Texas League,Arkansas-Texas
1906-CALL,1906,California League,California
1906-CASL,1906,California State League,California State
1906-CAWL,1906,California Winter League,California Winter
1906-CENL,1906,Central League,Central
1906-CNCS,1906,Cuban-American Negro Clubs Series,Cuban-Negro Series
1906-COL,1906,Collegiate Teams,Collegiate
1906-CSTL,1906,Cotton States League,Cotton States
1906-CTST,1906,Connecticut State League,Connecticut State
1906-CUBL,1906,Cuban League,Cuban
1906-CUGL,1906,Cuban General League,Cuban General
1906-CUWL,1906,Cuban Winter League,Cuban Winter
1906-EL,1906,Eastern League,Eastern
1906-EMST,1906,Empire State League,Empire State
1906-GASL,1906,Georgia State League,Georgia State
1906-HUDR,1906,Hudson River League,Hudson River
1906-IIIL,1906,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1906-ILIP,1906,Ilip,Ilip
1906-ILPB,1906,Iowa League of Professional Baseball Clubs,Iowa
1906-ISAS,1906,Interstate Association,Interstate Association
1906-ISLG,1906,Interstate League,Interstate
1906-KITL,1906,Kentucky-Illinois-Tennessee League,Kentucky-Illinois-Tennessee
1906-KSSL,1906,Kansas State League,Kansas State
1906-NCCL,1906,Northern-Copper Country League,Northern-Copper Country
1906-NENL,1906,New England League,New England
1906-NINL,1906,Northern Independent League,Northern Independent
1906-NL,1906,National League,National
1906-NWES,1906,Northwestern League,Northwestern
1906-NYSL,1906,New York State League,New York State
1906-OHPA,1906,Ohio-Pennsylvania League,Ohio-Pennsylvania
1906-PCL,1906,Pacific Coast League,Pacific Coast
1906-POML,1906,Pennsylvania-Ohio-Maryland League,Pennsylvania-Ohio-Maryland
1906-SALL,1906,South Atlantic League,South Atlantic
1906-SCAR,1906,South Carolina League,South Carolina
1906-SCEN,1906,South Central League,South Central
1906-SMIL,1906,Southern Michigan League,Southern Michigan
1906-SOUA,1906,Southern Association,Southern Association
1906-STEX,1906,South Texas League,South Texas
1906-SWWL,1906,Southwest Washington League,Southwest Washington
1906-TL,1906,Texas League,Texas
1906-TRIS,1906,Tri-State League,Tri-State
1906-TXVL,1906,Texas Valley League,Texas Valley
1906-VIRL,1906,Virginia League,Virginia
1906-WA,1906,Western Association,Western Association
1906-WISL,1906,Wisconsin State League,Wisconsin State
1906-WL,1906,Western League,Western
