league.key,league.year,league.name.full,league.name.short
1929-AA,1929,American Association,American Association
1929-AL,1929,American League,American
1929-ANL,1929,American Negro League,American Negro
1929-AZSL,1929,Arizona State League,Arizona State
1929-BLRI,1929,Blue Ridge League,Blue Ridge
1929-CASL,1929,California State League,California State
1929-CAWL,1929,California Winter League,California Winter
1929-CENL,1929,Central League,Central
1929-COL,1929,Collegiate Teams,Collegiate
1929-CSTL,1929,Cotton States League,Cotton States
1929-CUBL,1929,Cuban League,Cuban
1929-CUWL,1929,Cuban Winter League,Cuban Winter
1929-ECAR,1929,Eastern Carolina League,Eastern Carolina
1929-EL,1929,Eastern League,Eastern
1929-GAAL,1929,Georgia-Alabama League,Georgia-Alabama
1929-IIIL,1929,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1929-INDN,1929,Independent Negro,Independent Negro
1929-IL,1929,International League,International
1929-LONE,1929,Lone Star League,Lone Star
1929-MEX,1929,Mexican League,Mexican
1929-MATL,1929,Middle Atlantic League,Middle Atlantic
1929-MSVL,1929,Mississippi Valley League,Mississippi Valley
1929-NL,1929,National League,National
1929-NESL,1929,Nebraska State League,Nebraska State
1929-NNL,1929,Negro National League,Negro National
1929-NSL,1929,Negro Southern League,Negro Southern
1929-NENL,1929,New England League,New England
1929-NYPL,1929,New York-Pennsylvania League,New York-Pennsylvania
1929-PCL,1929,Pacific Coast League,Pacific Coast
1929-PIED,1929,Piedmont League,Piedmont
1929-SALL,1929,South Atlantic League,South Atlantic
1929-SEAL,1929,Southeastern League,Southeastern
1929-SOUA,1929,Southern Association,Southern Association
1929-TL,1929,Texas League,Texas
1929-TXNL,1929,Texas Negro League,Texas Negro
1929-WTXL,1929,West Texas League,West Texas
1929-WA,1929,Western Association,Western Association
1929-WL,1929,Western League,Western
1929-WISL,1929,Wisconsin State League,Wisconsin State
