league.key,league.year,league.name.full,league.name.short
1899-ATLL,1899,Atlantic League,Atlantic
1899-CALL,1899,California League,California
1899-CANL,1899,Canadian League,Canadian
1899-COL,1899,Collegiate Teams,Collegiate
1899-CTLG,1899,Connecticut League,Connecticut
1899-CUBL,1899,Cuban League,Cuban
1899-CUWL,1899,Cuban Winter League,Cuban Winter
1899-EL,1899,Eastern League,Eastern
1899-ENYL,1899,Eastern New York League,Eastern New York
1899-ILIA,1899,Illinois-Iowa League,Illinois-Iowa
1899-INSL,1899,Indiana-Illinois League,Indiana-Illinois
1899-ISLG,1899,Interstate League,Interstate
1899-NL,1899,National League,National
1899-NENL,1899,New England League,New England
1899-NYSL,1899,New York State League,New York State
1899-OHSL,1899,Ohio State League,Ohio State
1899-PSTL,1899,Pacific States League,Pacific States
1899-SJVL,1899,San Joaquin Valley League,San Joaquin Valley
1899-SCAL,1899,Southern California League,Southern California
1899-SOUA,1899,Southern League,Southern
1899-SWLG,1899,Southwestern League,Southwestern
1899-TL,1899,Texas League,Texas
1899-WA,1899,Western Association,Western Association
1899-WL,1899,Western League,Western
