league.key,league.year,league.name.full,league.name.short
1909-AA,1909,American Association,American Association
1909-AL,1909,American League,American
1909-ARSL,1909,Arkansas State League,Arkansas State
1909-ATLL,1909,Atlantic League,Atlantic
1909-BLGR,1909,Blue Grass League,Blue Grass
1909-CALL,1909,California League,California
1909-CARA,1909,Carolina Association,Carolina Association
1909-CAWL,1909,California Winter League,California Winter
1909-CENA,1909,Central Association,Central Association
1909-CENL,1909,Central League,Central
1909-CHCL,1909,Chicago City League,Chicago City
1909-CKSL,1909,Central Kansas League,Central Kansas
1909-CMLS,1909,Cuban-American Major League Clubs Series,Cuban-Major Series
1909-COL,1909,Collegiate Teams,Collegiate
1909-CTST,1909,Connecticut State League,Connecticut State
1909-CUBL,1909,Cuban League,Cuban
1909-CUGL,1909,Cuban General League,Cuban General
1909-CUWL,1909,Cuban Winter League,Cuban Winter
1909-EASA,1909,Eastern Association,Eastern Association
1909-ECAR,1909,Eastern Carolina League,Eastern Carolina
1909-EL,1909,Eastern League,Eastern
1909-IIIL,1909,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1909-ILMO,1909,Illinois-Missouri League,Illinois-Missouri
1909-IMTL,1909,Inter-Mountain League,Inter-Mountain
1909-ISLG,1909,Interstate League,Interstate
1909-KSSL,1909,Kansas State League,Kansas State
1909-MNWI,1909,Minnesota-Wisconsin League,Minnesota-Wisconsin
1909-NEAR,1909,Northeast Arkansas League,Northeast Arkansas
1909-NENL,1909,New England League,New England
1909-NL,1909,National League,National
1909-NSIN,1909,Northern State of Indiana League,Northern State of Indiana
1909-NWES,1909,Northwestern League,Northwestern
1909-NYSL,1909,New York State League,New York State
1909-OHPA,1909,Ohio-Pennsylvania League,Ohio-Pennsylvania
1909-OHSL,1909,Ohio State League,Ohio State
1909-PCL,1909,Pacific Coast League,Pacific Coast
1909-PWVL,1909,Pennsylvania-West Virginia League,Pennsylvania-West Virginia
1909-SALL,1909,South Atlantic League,South Atlantic
1909-SMIL,1909,Southern Michigan League,Southern Michigan
1909-SOUA,1909,Southern Association,Southern Association
1909-TL,1909,Texas League,Texas
1909-TRIS,1909,Tri-State League,Tri-State
1909-VIRL,1909,Virginia League,Virginia
1909-WA,1909,Western Association,Western Association
1909-WCAN,1909,Western Canada League,Western Canada
1909-WIIL,1909,Wisconsin-Illinois League,Wisconsin-Illinois
1909-WL,1909,Western League,Western
