league.key,league.year,league.name.full,league.name.short
1913-AA,1913,American Association,American Association
1913-AL,1913,American League,American
1913-APPY,1913,Appalachian League,Appalachian
1913-BORD,1913,Border League,Border
1913-CANL,1913,Canadian League,Canadian
1913-CASL,1913,California State League,California State
1913-CAWL,1913,California Winter League,California Winter
1913-CENA,1913,Central Association,Central Association
1913-CENL,1913,Central League,Central
1913-CMLS,1913,Cuban-American Major League Clubs Series,Cuban-Major Series
1913-COL,1913,Collegiate Teams,Collegiate
1913-CSTL,1913,Cotton States League,Cotton States
1913-CUBL,1913,Cuban League,Cuban
1913-CUWL,1913,Cuban Winter League,Cuban Winter
1913-EASA,1913,Eastern Association,Eastern Association
1913-EMIL,1913,Eastern Michigan League,Eastern Michigan
1913-EMST,1913,Empire State League,Empire State
1913-FL,1913,Federal League,Federal
1913-GAAL,1913,Georgia-Alabama League,Georgia-Alabama
1913-IIIL,1913,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1913-IL,1913,International League,International
1913-ILMO,1913,Illinois-Missouri League,Illinois-Missouri
1913-ISLG,1913,Interstate League,Interstate
1913-KITL,1913,Kentucky-Illinois-Tennessee League,Kentucky-Illinois-Tennessee
1913-KSSL,1913,Kansas State League,Kansas State
1913-MICH,1913,Michigan State League,Michigan State
1913-MINK,1913,Missouri-Iowa-Nebraska-Kansas League,Missouri-Iowa-Nebraska-Kansas
1913-NBME,1913,New Brunswick-Maine League,New Brunswick-Maine
1913-NCSL,1913,North Carolina State League,North Carolina State
1913-NENL,1913,New England League,New England
1913-NESL,1913,Nebraska State League,Nebraska State
1913-NL,1913,National League,National
1913-NORL,1913,Northern League,Northern
1913-NWES,1913,Northwestern League,Northwestern
1913-NYNJ,1913,New York-New Jersey League,New York-New Jersey
1913-NYSL,1913,New York State League,New York State
1913-OAHU,1913,Oahu League,Oahu
1913-OHSL,1913,Ohio State League,Ohio State
1913-PCL,1913,Pacific Coast League,Pacific Coast
1913-SALL,1913,South Atlantic League,South Atlantic
1913-SCAL,1913,Southern California League,Southern California
1913-SMIL,1913,Southern Michigan League,Southern Michigan
1913-SOUA,1913,Southern Association,Southern Association
1913-TL,1913,Texas League,Texas
1913-TRIS,1913,Tri-State League,Tri-State
1913-TXOK,1913,Texas-Oklahoma League,Texas-Oklahoma
1913-UA,1913,Union Association,Union Association
1913-USLG,1913,United States League,United States
1913-VIRL,1913,Virginia League,Virginia
1913-WCAN,1913,Western Canada League,Western Canada
1913-WIIL,1913,Wisconsin-Illinois League,Wisconsin-Illinois
1913-WL,1913,Western League,Western
1913-WTSL,1913,Western Tri-State League,Western Tri-State
