league.key,league.year,league.name.full,league.name.short
1886-AA,1886,American Association,American Association
1886-CALL,1886,California League,California
1886-CASL,1886,California State League,California State
1886-CANL,1886,Canadian League,Canadian
1886-CNYL,1886,Central New York League,Central New York
1886-CPAL,1886,Central Pennsylvania League,Central Pennsylvania
1886-COL,1886,Collegiate Teams,Collegiate
1886-CUBL,1886,Cuban League,Cuban
1886-CUWL,1886,Cuban Winter League,Cuban Winter
1886-EL,1886,Eastern League,Eastern
1886-GASL,1886,Georgia State League,Georgia State
1886-GULL,1886,Gulf League,Gulf
1886-HUDR,1886,Hudson River League,Hudson River
1886-IIIL,1886,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1886-IL,1886,International League,International
1886-ISLG,1886,Interstate League,Interstate
1886-MICH,1886,Michigan State League,Michigan State
1886-NL,1886,National League,National
1886-NENL,1886,New England League,New England
1886-NHSL,1886,New Hampshire State League,New Hampshire State
1886-NWES,1886,Northwestern League,Northwestern
1886-OHSL,1886,Ohio State League,Ohio State
1886-PASA,1886,Pennsylvania State Association,Pennsylvania State Association
1886-SOUA,1886,Southern Association,Southern Association
1886-SCAL,1886,Southern California League,Southern California
1886-SLCB,1886,Southern League Of Colored Base Ballists,Southern Of Colored Base Ballists
1886-VIRL,1886,Virginia League,Virginia
1886-WL,1886,Western League,Western
1886-WNYL,1886,Western New York League,Western New York
