league.key,league.year,league.name.full,league.name.short
1923-AA,1923,American Association,American Association
1923-AL,1923,American League,American
1923-APPY,1923,Appalachian League,Appalachian
1923-BLGR,1923,Blue Grass League,Blue Grass
1923-BLRI,1923,Blue Ridge League,Blue Ridge
1923-CAWL,1923,California Winter League,California Winter
1923-COL,1923,Collegiate Teams,Collegiate
1923-CSTL,1923,Cotton States League,Cotton States
1923-CUBL,1923,Cuban League,Cuban
1923-CUWL,1923,Cuban Winter League,Cuban Winter
1923-ETXL,1923,East Texas League,East Texas
1923-ECAN,1923,Eastern Canada League,Eastern Canada
1923-ECOL,1923,Eastern Colored League,Eastern Colored
1923-EL,1923,Eastern League,Eastern
1923-ESHL,1923,Eastern Shore League,Eastern Shore
1923-FLOR,1923,Florida State League,Florida State
1923-IIIL,1923,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1923-INDN,1923,Independent Negro,Independent Negro
1923-IL,1923,International League,International
1923-KITL,1923,Kentucky-Illinois-Tennessee League,Kentucky-Illinois-Tennessee
1923-MION,1923,Michigan-Ontario League,Michigan-Ontario
1923-MIDW,1923,Midwest League,Midwest
1923-MSVL,1923,Mississippi Valley League,Mississippi Valley
1923-NL,1923,National League,National
1923-NESL,1923,Nebraska State League,Nebraska State
1923-NNL,1923,Negro National League,Negro National
1923-NSL,1923,Negro Southern League,Negro Southern
1923-NYPL,1923,New York-Pennsylvania League,New York-Pennsylvania
1923-NDAK,1923,North Dakota League,North Dakota
1923-OKSL,1923,Oklahoma State League,Oklahoma State
1923-PCL,1923,Pacific Coast League,Pacific Coast
1923-PPVL,1923,Panhandle-Pecos Valley League,Panhandle-Pecos Valley
1923-PIED,1923,Piedmont League,Piedmont
1923-QUPL,1923,Quebec Provincial League,Quebec Provincial
1923-SALL,1923,South Atlantic League,South Atlantic
1923-SDAK,1923,South Dakota League,South Dakota
1923-SOUA,1923,Southern Association,Southern Association
1923-SWLG,1923,Southwestern League,Southwestern
1923-TEXA,1923,Texas Association,Texas Association
1923-TL,1923,Texas League,Texas
1923-VIRL,1923,Virginia League,Virginia
1923-WA,1923,Western Association,Western Association
1923-WL,1923,Western League,Western
1923-WOHL,1923,Western Ohio League,Western Ohio
