league.key,league.year,league.name.full,league.name.short
1921-ALTN,1921,Alabama-Tennessee League,Alabama-Tennessee
1921-AA,1921,American Association,American Association
1921-AL,1921,American League,American
1921-APPY,1921,Appalachian League,Appalachian
1921-BLRI,1921,Blue Ridge League,Blue Ridge
1921-CAWL,1921,California Winter League,California Winter
1921-CENL,1921,Central League,Central
1921-COL,1921,Collegiate Teams,Collegiate
1921-CSTL,1921,Cotton States League,Cotton States
1921-CUBL,1921,Cuban League,Cuban
1921-CUWL,1921,Cuban Winter League,Cuban Winter
1921-DAKL,1921,Dakota League,Dakota
1921-EL,1921,Eastern League,Eastern
1921-FECL,1921,Florida East Coast League,Florida East Coast
1921-FLOR,1921,Florida State League,Florida State
1921-GASL,1921,Georgia State League,Georgia State
1921-IIIL,1921,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1921-INDN,1921,Independent Negro,Independent Negro
1921-IL,1921,International League,International
1921-MION,1921,Michigan-Ontario League,Michigan-Ontario
1921-MSSL,1921,Mississippi State League,Mississippi State
1921-NL,1921,National League,National
1921-NNL,1921,Negro National League,Negro National
1921-NSL,1921,Negro Southern League,Negro Southern
1921-NUTL,1921,Northern Utah League,Northern Utah
1921-PCIL,1921,Pacific Coast International League,Pacific Coast International
1921-PCL,1921,Pacific Coast League,Pacific Coast
1921-PIED,1921,Piedmont League,Piedmont
1921-SALL,1921,South Atlantic League,South Atlantic
1921-SOUA,1921,Southern Association,Southern Association
1921-SNL,1921,Southern Negro League,Southern Negro
1921-SWLG,1921,Southwestern League,Southwestern
1921-TL,1921,Texas League,Texas
1921-TXOK,1921,Texas-Oklahoma League,Texas-Oklahoma
1921-VIRL,1921,Virginia League,Virginia
1921-WTXL,1921,West Texas League,West Texas
1921-WA,1921,Western Association,Western Association
1921-WCAN,1921,Western Canada League,Western Canada
1921-WL,1921,Western League,Western
