league.key,league.year,league.name.full,league.name.short
1917-AA,1917,American Association,American Association
1917-AL,1917,American League,American
1917-BLRI,1917,Blue Ridge League,Blue Ridge
1917-CAWL,1917,California Winter League,California Winter
1917-CENA,1917,Central Association,Central Association
1917-CENL,1917,Central League,Central
1917-COL,1917,Collegiate Teams,Collegiate
1917-CTXL,1917,Central Texas League,Central Texas
1917-CUBL,1917,Cuban League,Cuban
1917-CUWL,1917,Cuban Winter League,Cuban Winter
1917-DIXL,1917,Dixie League,Dixie
1917-EL,1917,Eastern League,Eastern
1917-GAAL,1917,Georgia-Alabama League,Georgia-Alabama
1917-IIIL,1917,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1917-IL,1917,International League,International
1917-INDN,1917,Independent Negro,Independent Negro
1917-ISLG,1917,Interstate League,Interstate
1917-NCSL,1917,North Carolina State League,North Carolina State
1917-NL,1917,National League,National
1917-NORL,1917,Northern League,Northern
1917-NWES,1917,Northwestern League,Northwestern
1917-NYSL,1917,New York State League,New York State
1917-PCL,1917,Pacific Coast League,Pacific Coast
1917-SALL,1917,South Atlantic League,South Atlantic
1917-SOUA,1917,Southern Association,Southern Association
1917-TL,1917,Texas League,Texas
1917-TRIC,1917,Tri-Copper League,Tri-Copper
1917-VIRL,1917,Virginia League,Virginia
1917-WA,1917,Western Association,Western Association
1917-WL,1917,Western League,Western
