league.key,league.year,league.name.full,league.name.short
1959-ALFL,1959,Alabama-Florida League,Alabama-Florida
1959-AA,1959,American Association,American Association
1959-AL,1959,American League,American
1959-APPY,1959,Appalachian League,Appalachian
1959-CALL,1959,California League,California
1959-CAML,1959,Canadian-American League,Canadian-American
1959-CARL,1959,Carolina League,Carolina
1959-COL,1959,Collegiate Teams,Collegiate
1959-CUBL,1959,Cuban League,Cuban
1959-CUWL,1959,Cuban Winter League,Cuban Winter
1959-DOWL,1959,Dominican Winter League,Dominican Winter
1959-EL,1959,Eastern League,Eastern
1959-FLIL,1959,Florida Instructional League,Florida Instructional
1959-FLOR,1959,Florida State League,Florida State
1959-IIIL,1959,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1959-IL,1959,International League,International
1959-JPCL,1959,Japan Central League,Japan Central
1959-JPPL,1959,Japan Pacific League,Japan Pacific
1959-MEX,1959,Mexican League,Mexican
1959-MXPW,1959,Mexican Pacific Winter League,Mexican Pacific Winter
1959-MIDW,1959,Midwest League,Midwest
1959-NL,1959,National League,National
1959-NESL,1959,Nebraska State League,Nebraska State
1959-NAL,1959,Negro American League,Negro American
1959-NYPL,1959,New York-Pennsylvania League,New York-Pennsylvania
1959-NICW,1959,Nicaraguan Winter League,Nicaraguan Winter
1959-NORL,1959,Northern League,Northern
1959-NORW,1959,Northwest League,Northwest
1959-OCCL,1959,Occidental Winter League,Occidental Winter
1959-PCL,1959,Pacific Coast League,Pacific Coast
1959-PNWL,1959,Panama Winter League,Panama Winter
1959-PENW,1959,Peninsula Winter League,Peninsula Winter
1959-PION,1959,Pioneer League,Pioneer
1959-PRWL,1959,Puerto Rican Winter League,Puerto Rican Winter
1959-QUPL,1959,Quebec Provincial League,Quebec Provincial
1959-SOWL,1959,Sonora Winter League,Sonora Winter
1959-SOPH,1959,Sophomore League,Sophomore
1959-SALL,1959,South Atlantic League,South Atlantic
1959-SABL,1959,Southern Alberta League,Southern Alberta
1959-SOUA,1959,Southern Association,Southern Association
1959-TL,1959,Texas League,Texas
1959-VEWL,1959,Venezuelan Winter League,Venezuelan Winter
1959-VCWL,1959,Veracruz Winter League,Veracruz Winter
