league.key,league.year,league.name.full,league.name.short
1889-AA,1889,American Association,American Association
1889-ATLA,1889,Atlantic Association,Atlantic Association
1889-CALL,1889,California League,California
1889-CISL,1889,Central Interstate League,Central Interstate
1889-COL,1889,Collegiate Teams,Collegiate
1889-COSL,1889,Colorado State League,Colorado State
1889-CUBL,1889,Cuban League,Cuban
1889-CUWL,1889,Cuban Winter League,Cuban Winter
1889-DESL,1889,Delaware State League,Delaware State
1889-ILIN,1889,Illinois-Indiana League,Illinois-Indiana
1889-INDP,1889,Independent,Independent
1889-IL,1889,International League,International
1889-MICH,1889,Michigan State League,Michigan State
1889-MIDS,1889,Middle States League,Middle States
1889-NL,1889,National League,National
1889-NYSL,1889,New York State League,New York State
1889-OHSL,1889,Ohio State League,Ohio State
1889-RILG,1889,Rhode Island League,Rhode Island
1889-SOUL,1889,Southern League,Southern
1889-TL,1889,Texas League,Texas
1889-TRIS,1889,Tri-State League,Tri-State
1889-WA,1889,Western Association,Western Association
1889-WPAL,1889,Western Pennsylvania League,Western Pennsylvania
