league.key,league.year,league.name.full,league.name.short
1925-AA,1925,American Association,American Association
1925-AL,1925,American League,American
1925-APPY,1925,Appalachian League,Appalachian
1925-BLRI,1925,Blue Ridge League,Blue Ridge
1925-CAWL,1925,California Winter League,California Winter
1925-COL,1925,Collegiate Teams,Collegiate
1925-CSTL,1925,Cotton States League,Cotton States
1925-CUBL,1925,Cuban League,Cuban
1925-CUWL,1925,Cuban Winter League,Cuban Winter
1925-ETXL,1925,East Texas League,East Texas
1925-ECOL,1925,Eastern Colored League,Eastern Colored
1925-EL,1925,Eastern League,Eastern
1925-ESHL,1925,Eastern Shore League,Eastern Shore
1925-FLOR,1925,Florida State League,Florida State
1925-IIIL,1925,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1925-INDN,1925,Independent Negro,Independent Negro
1925-IL,1925,International League,International
1925-MEX,1925,Mexican League,Mexican
1925-MION,1925,Michigan-Ontario League,Michigan-Ontario
1925-MATL,1925,Middle Atlantic League,Middle Atlantic
1925-MIDW,1925,Midwest League,Midwest
1925-MSVL,1925,Mississippi Valley League,Mississippi Valley
1925-NL,1925,National League,National
1925-NNL,1925,Negro National League,Negro National
1925-NSL,1925,Negro Southern League,Negro Southern
1925-NYPL,1925,New York-Pennsylvania League,New York-Pennsylvania
1925-PCL,1925,Pacific Coast League,Pacific Coast
1925-PIED,1925,Piedmont League,Piedmont
1925-SALL,1925,South Atlantic League,South Atlantic
1925-SOUA,1925,Southern Association,Southern Association
1925-SWLG,1925,Southwestern League,Southwestern
1925-SUSH,1925,Sunshine League,Sunshine
1925-TEXA,1925,Texas Association,Texas Association
1925-TL,1925,Texas League,Texas
1925-TXNL,1925,Texas Negro League,Texas Negro
1925-TRIS,1925,Tri-State League,Tri-State
1925-VIRL,1925,Virginia League,Virginia
1925-WA,1925,Western Association,Western Association
1925-WL,1925,Western League,Western
1925-WISL,1925,Wisconsin State League,Wisconsin State
