league.key,league.year,league.name.full,league.name.short
1927-AA,1927,American Association,American Association
1927-AL,1927,American League,American
1927-BLRI,1927,Blue Ridge League,Blue Ridge
1927-CAWL,1927,California Winter League,California Winter
1927-COL,1927,Collegiate Teams,Collegiate
1927-CSTL,1927,Cotton States League,Cotton States
1927-CUBL,1927,Cuban League,Cuban
1927-CUWL,1927,Cuban Winter League,Cuban Winter
1927-ECOL,1927,Eastern Colored League,Eastern Colored
1927-EL,1927,Eastern League,Eastern
1927-ESHL,1927,Eastern Shore League,Eastern Shore
1927-FLOR,1927,Florida State League,Florida State
1927-IIIL,1927,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1927-INDN,1927,Independent Negro,Independent Negro
1927-IL,1927,International League,International
1927-LONE,1927,Lone Star League,Lone Star
1927-MEX,1927,Mexican League,Mexican
1927-MATL,1927,Middle Atlantic League,Middle Atlantic
1927-MSVL,1927,Mississippi Valley League,Mississippi Valley
1927-NL,1927,National League,National
1927-NNL,1927,Negro National League,Negro National
1927-NSL,1927,Negro Southern League,Negro Southern
1927-NENL,1927,New England League,New England
1927-NYPL,1927,New York-Pennsylvania League,New York-Pennsylvania
1927-PCL,1927,Pacific Coast League,Pacific Coast
1927-PIED,1927,Piedmont League,Piedmont
1927-SALL,1927,South Atlantic League,South Atlantic
1927-SEAL,1927,Southeastern League,Southeastern
1927-SOUA,1927,Southern Association,Southern Association
1927-TL,1927,Texas League,Texas
1927-TXNL,1927,Texas Negro League,Texas Negro
1927-TXVL,1927,Texas Valley League,Texas Valley
1927-UTID,1927,Utah-Idaho League,Utah-Idaho
1927-VIRL,1927,Virginia League,Virginia
1927-WA,1927,Western Association,Western Association
1927-WL,1927,Western League,Western
1927-WISL,1927,Wisconsin State League,Wisconsin State
