league.key,league.year,league.name.full,league.name.short
1941-ALSL,1941,Alabama State League,Alabama State
1941-AA,1941,American Association,American Association
1941-AL,1941,American League,American
1941-APPY,1941,Appalachian League,Appalachian
1941-AZTX,1941,Arizona-Texas League,Arizona-Texas
1941-BIST,1941,Bi-State League,Bi-State
1941-CALL,1941,California League,California
1941-CAWL,1941,California Winter League,California Winter
1941-CAML,1941,Canadian-American League,Canadian-American
1941-COPL,1941,Coastal Plain League,Coastal Plain
1941-COL,1941,Collegiate Teams,Collegiate
1941-CSTL,1941,Cotton States League,Cotton States
1941-CUBL,1941,Cuban League,Cuban
1941-CUWL,1941,Cuban Winter League,Cuban Winter
1941-EL,1941,Eastern League,Eastern
1941-ESHL,1941,Eastern Shore League,Eastern Shore
1941-EVAN,1941,Evangeline League,Evangeline
1941-FECL,1941,Florida East Coast League,Florida East Coast
1941-FLOR,1941,Florida State League,Florida State
1941-GAFL,1941,Georgia-Florida League,Georgia-Florida
1941-IIIL,1941,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1941-INDN,1941,Independent Negro,Independent Negro
1941-IL,1941,International League,International
1941-ISLG,1941,Interstate League,Interstate
1941-JPBL,1941,Japanese Baseball League,Japanese
1941-KITL,1941,Kentucky-Illinois-Tennessee League,Kentucky-Illinois-Tennessee
1941-MEX,1941,Mexican League,Mexican
1941-MICH,1941,Michigan State League,Michigan State
1941-MATL,1941,Middle Atlantic League,Middle Atlantic
1941-MTNS,1941,Mountain State League,Mountain State
1941-NL,1941,National League,National
1941-NAL,1941,Negro American League,Negro American
1941-NNL,1941,Negro National League,Negro National
1941-NCSL,1941,North Carolina State League,North Carolina State
1941-NEAR,1941,Northeast Arkansas League,Northeast Arkansas
1941-NORL,1941,Northern League,Northern
1941-OHSL,1941,Ohio State League,Ohio State
1941-PCL,1941,Pacific Coast League,Pacific Coast
1941-PNWL,1941,Panama Winter League,Panama Winter
1941-PASA,1941,Pennsylvania State Association,Pennsylvania State Association
1941-PONY,1941,Pennsylvania-Ontario-New York League,Pennsylvania-Ontario-New York
1941-PIED,1941,Piedmont League,Piedmont
1941-PION,1941,Pioneer League,Pioneer
1941-PRWL,1941,Puerto Rican Winter League,Puerto Rican Winter
1941-QUPL,1941,Quebec Provincial League,Quebec Provincial
1941-SALL,1941,South Atlantic League,South Atlantic
1941-SEAL,1941,Southeastern League,Southeastern
1941-SOUA,1941,Southern Association,Southern Association
1941-TL,1941,Texas League,Texas
1941-VIRL,1941,Virginia League,Virginia
1941-WTNM,1941,West Texas-New Mexico League,West Texas-New Mexico
1941-WA,1941,Western Association,Western Association
1941-WINT,1941,Western International League,Western International
1941-WL,1941,Western League,Western
1941-WISL,1941,Wisconsin State League,Wisconsin State
