league.key,league.year,league.name.full,league.name.short
1897-ARIZ,1897,Arizona League,Arizona
1897-ARSL,1897,Arkansas State League,Arkansas State
1897-ATLL,1897,Atlantic League,Atlantic
1897-CALL,1897,California League,California
1897-CANL,1897,Canadian League,Canadian
1897-CENL,1897,Central League,Central
1897-CPAL,1897,Central Pennsylvania League,Central Pennsylvania
1897-COL,1897,Collegiate Teams,Collegiate
1897-CTST,1897,Connecticut State League,Connecticut State
1897-CUBL,1897,Cuban League,Cuban
1897-CUWL,1897,Cuban Winter League,Cuban Winter
1897-EL,1897,Eastern League,Eastern
1897-INSL,1897,Indiana State League,Indiana State
1897-ISLG,1897,Interstate League,Interstate
1897-KSSL,1897,Kansas State League,Kansas State
1897-KAWL,1897,Kootenay And Washington League,Kootenay And Washington
1897-LEVL,1897,Lehigh Valley League,Lehigh Valley
1897-MESL,1897,Maine State League,Maine State
1897-MICH,1897,Michigan State League,Michigan State
1897-NL,1897,National League,National
1897-NENL,1897,New England League,New England
1897-NJSL,1897,New Jersey State League,New Jersey State
1897-NYSL,1897,New York State League,New York State
1897-OHSL,1897,Ohio State League,Ohio State
1897-OHWV,1897,Ohio-West Virginia League,Ohio-West Virginia
1897-RRVL,1897,Red River Valley League,Red River Valley
1897-SNJL,1897,South New Jersey League,South New Jersey
1897-SEAL,1897,Southeastern League,Southeastern
1897-SEVL,1897,Southeastern Virginia League,Southeastern Virginia
1897-TL,1897,Texas League,Texas
1897-TXSO,1897,Texas-Southern League,Texas-Southern
1897-VIRL,1897,Virginia League,Virginia
1897-WASL,1897,Washington State League,Washington State
1897-WA,1897,Western Association,Western Association
1897-WL,1897,Western League,Western
1897-WISL,1897,Wisconsin State League,Wisconsin State
