league.key,league.year,league.name.full,league.name.short
1907-AA,1907,American Association,American Association
1907-AL,1907,American League,American
1907-ATLL,1907,Atlantic League,Atlantic
1907-BLML,1907,Blue Mountain League,Blue Mountain
1907-CALL,1907,California League,California
1907-CAWL,1907,California Winter League,California Winter
1907-CENL,1907,Central League,Central
1907-CNCS,1907,Cuban-American Negro Clubs Series,Cuban-Negro Series
1907-COL,1907,Collegiate Teams,Collegiate
1907-CSTL,1907,Cotton States League,Cotton States
1907-CTST,1907,Connecticut State League,Connecticut State
1907-CUBL,1907,Cuban League,Cuban
1907-CUGL,1907,Cuban General League,Cuban General
1907-CUWL,1907,Cuban Winter League,Cuban Winter
1907-ECI,1907,Eastern Colored Independents,Eastern Colored Independents
1907-EILL,1907,Eastern Illinois League,Eastern Illinois
1907-EL,1907,Eastern League,Eastern
1907-EMST,1907,Empire State League,Empire State
1907-GULF,1907,Gulf Coast League,Gulf Coast
1907-HUDR,1907,Hudson River League,Hudson River
1907-IIIL,1907,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1907-ILPB,1907,Iowa League of Professional Baseball Clubs,Iowa
1907-ISLG,1907,Interstate League,Interstate
1907-MESL,1907,Maine State League,Maine State
1907-NCCL,1907,Northern-Copper Country League,Northern-Copper Country
1907-NENL,1907,New England League,New England
1907-NHSL,1907,New Hampshire State League,New Hampshire State
1907-NL,1907,National League,National
1907-NTXL,1907,North Texas League,North Texas
1907-NVSL,1907,Nevada State League,Nevada State
1907-NWES,1907,Northwestern League,Northwestern
1907-NYSL,1907,New York State League,New York State
1907-OAKL,1907,Oklahoma-Arkansas-Kansas League,Oklahoma-Arkansas-Kansas
1907-OHIN,1907,Ohio-Indiana League,Ohio-Indiana
1907-OHPA,1907,Ohio-Pennsylvania League,Ohio-Pennsylvania
1907-PCL,1907,Pacific Coast League,Pacific Coast
1907-POML,1907,Pennsylvania-Ohio-Maryland League,Pennsylvania-Ohio-Maryland
1907-SALL,1907,South Atlantic League,South Atlantic
1907-SCAR,1907,South Carolina League,South Carolina
1907-SMIL,1907,Southern Michigan League,Southern Michigan
1907-SNHL,1907,Southern New Hampshire League,Southern New Hampshire
1907-SOUA,1907,Southern Association,Southern Association
1907-TL,1907,Texas League,Texas
1907-TRIS,1907,Tri-State League,Tri-State
1907-TXVL,1907,Texas Valley League,Texas Valley
1907-VIRL,1907,Virginia League,Virginia
1907-WA,1907,Western Association,Western Association
1907-WCAN,1907,Western Canada League,Western Canada
1907-WIIL,1907,Wisconsin-Illinois League,Wisconsin-Illinois
1907-WISL,1907,Wisconsin State League,Wisconsin State
1907-WL,1907,Western League,Western
1907-WPAL,1907,Western Pennsylvania League,Western Pennsylvania
