league.key,league.year,league.name.full,league.name.short
1940-ALSL,1940,Alabama State League,Alabama State
1940-AA,1940,American Association,American Association
1940-AL,1940,American League,American
1940-APPY,1940,Appalachian League,Appalachian
1940-AZTX,1940,Arizona-Texas League,Arizona-Texas
1940-ARMO,1940,Arkansas-Missouri League,Arkansas-Missouri
1940-BIST,1940,Bi-State League,Bi-State
1940-CAWL,1940,California Winter League,California Winter
1940-CAML,1940,Canadian-American League,Canadian-American
1940-COPL,1940,Coastal Plain League,Coastal Plain
1940-COL,1940,Collegiate Teams,Collegiate
1940-CSTL,1940,Cotton States League,Cotton States
1940-CUBL,1940,Cuban League,Cuban
1940-CUWL,1940,Cuban Winter League,Cuban Winter
1940-ETXL,1940,East Texas League,East Texas
1940-EL,1940,Eastern League,Eastern
1940-ESHL,1940,Eastern Shore League,Eastern Shore
1940-EVAN,1940,Evangeline League,Evangeline
1940-FECL,1940,Florida East Coast League,Florida East Coast
1940-FLOR,1940,Florida State League,Florida State
1940-GAFL,1940,Georgia-Florida League,Georgia-Florida
1940-IIIL,1940,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1940-INDN,1940,Independent Negro,Independent Negro
1940-IL,1940,International League,International
1940-ISLG,1940,Interstate League,Interstate
1940-JPBL,1940,Japanese Baseball League,Japanese
1940-KITL,1940,Kentucky-Illinois-Tennessee League,Kentucky-Illinois-Tennessee
1940-MEX,1940,Mexican League,Mexican
1940-MICH,1940,Michigan State League,Michigan State
1940-MATL,1940,Middle Atlantic League,Middle Atlantic
1940-MTNS,1940,Mountain State League,Mountain State
1940-NL,1940,National League,National
1940-NAL,1940,Negro American League,Negro American
1940-NNL,1940,Negro National League,Negro National
1940-NCSL,1940,North Carolina State League,North Carolina State
1940-NEAR,1940,Northeast Arkansas League,Northeast Arkansas
1940-NORL,1940,Northern League,Northern
1940-OHSL,1940,Ohio State League,Ohio State
1940-PCL,1940,Pacific Coast League,Pacific Coast
1940-PNWL,1940,Panama Winter League,Panama Winter
1940-PASA,1940,Pennsylvania State Association,Pennsylvania State Association
1940-PONY,1940,Pennsylvania-Ontario-New York League,Pennsylvania-Ontario-New York
1940-PIED,1940,Piedmont League,Piedmont
1940-PION,1940,Pioneer League,Pioneer
1940-PRWL,1940,Puerto Rican Winter League,Puerto Rican Winter
1940-QUPL,1940,Quebec Provincial League,Quebec Provincial
1940-SALL,1940,South Atlantic League,South Atlantic
1940-SEAL,1940,Southeastern League,Southeastern
1940-SOUA,1940,Southern Association,Southern Association
1940-TARH,1940,Tar Heel League,Tar Heel
1940-TL,1940,Texas League,Texas
1940-VIRL,1940,Virginia League,Virginia
1940-WTNM,1940,West Texas-New Mexico League,West Texas-New Mexico
1940-WA,1940,Western Association,Western Association
1940-WINT,1940,Western International League,Western International
1940-WL,1940,Western League,Western
1940-WISL,1940,Wisconsin State League,Wisconsin State
