league.key,league.year,league.name.full,league.name.short
1922-AA,1922,American Association,American Association
1922-AL,1922,American League,American
1922-APPY,1922,Appalachian League,Appalachian
1922-BLGR,1922,Blue Grass League,Blue Grass
1922-BLRI,1922,Blue Ridge League,Blue Ridge
1922-CAWL,1922,California Winter League,California Winter
1922-CENL,1922,Central League,Central
1922-COL,1922,Collegiate Teams,Collegiate
1922-CSTL,1922,Cotton States League,Cotton States
1922-CUBL,1922,Cuban League,Cuban
1922-CUWL,1922,Cuban Winter League,Cuban Winter
1922-DAKL,1922,Dakota League,Dakota
1922-ECAN,1922,Eastern Canada League,Eastern Canada
1922-EL,1922,Eastern League,Eastern
1922-ESHL,1922,Eastern Shore League,Eastern Shore
1922-FLOR,1922,Florida State League,Florida State
1922-IIIL,1922,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1922-INDN,1922,Independent Negro,Independent Negro
1922-IL,1922,International League,International
1922-KITL,1922,Kentucky-Illinois-Tennessee League,Kentucky-Illinois-Tennessee
1922-MION,1922,Michigan-Ontario League,Michigan-Ontario
1922-MSVL,1922,Mississippi Valley League,Mississippi Valley
1922-NL,1922,National League,National
1922-NESL,1922,Nebraska State League,Nebraska State
1922-NNL,1922,Negro National League,Negro National
1922-NSL,1922,Negro Southern League,Negro Southern
1922-OKSL,1922,Oklahoma State League,Oklahoma State
1922-PCIL,1922,Pacific Coast International League,Pacific Coast International
1922-PCL,1922,Pacific Coast League,Pacific Coast
1922-PIED,1922,Piedmont League,Piedmont
1922-QUPL,1922,Quebec Provincial League,Quebec Provincial
1922-SALL,1922,South Atlantic League,South Atlantic
1922-SOUA,1922,Southern Association,Southern Association
1922-SWLG,1922,Southwestern League,Southwestern
1922-TL,1922,Texas League,Texas
1922-TXOK,1922,Texas-Oklahoma League,Texas-Oklahoma
1922-VIRL,1922,Virginia League,Virginia
1922-WTXL,1922,West Texas League,West Texas
1922-WA,1922,Western Association,Western Association
1922-WINT,1922,Western International League,Western International
1922-WL,1922,Western League,Western
