league.key,league.year,league.name.full,league.name.short
1956-ALFL,1956,Alabama-Florida League,Alabama-Florida
1956-AA,1956,American Association,American Association
1956-AL,1956,American League,American
1956-AZMX,1956,Arizona-Mexico League,Arizona-Mexico
1956-BSTL,1956,Big State League,Big State
1956-CALL,1956,California League,California
1956-CARL,1956,Carolina League,Carolina
1956-CMXL,1956,Central Mexican League,Central Mexican
1956-COL,1956,Collegiate Teams,Collegiate
1956-COLW,1956,Colombian Winter League,Colombian Winter
1956-CUBL,1956,Cuban League,Cuban
1956-CUWL,1956,Cuban Winter League,Cuban Winter
1956-DOWL,1956,Dominican Winter League,Dominican Winter
1956-EL,1956,Eastern League,Eastern
1956-EVAN,1956,Evangeline League,Evangeline
1956-FLOR,1956,Florida State League,Florida State
1956-GASL,1956,Georgia State League,Georgia State
1956-GAFL,1956,Georgia-Florida League,Georgia-Florida
1956-IIIL,1956,Illinois-Indiana-Iowa League,Illinois-Indiana-Iowa
1956-IL,1956,International League,International
1956-JPCL,1956,Japan Central League,Japan Central
1956-JPPL,1956,Japan Pacific League,Japan Pacific
1956-MDAK,1956,Manitoba-Dakota League,Manitoba-Dakota
1956-MEX,1956,Mexican League,Mexican
1956-MPCL,1956,Mexican Pacific Coast League,Mexican Pacific Coast
1956-MXPW,1956,Mexican Pacific Winter League,Mexican Pacific Winter
1956-MIDW,1956,Midwest League,Midwest
1956-NL,1956,National League,National
1956-NESL,1956,Nebraska State League,Nebraska State
1956-NAL,1956,Negro American League,Negro American
1956-NORL,1956,Northern League,Northern
1956-NORW,1956,Northwest League,Northwest
1956-OCCL,1956,Occidental Winter League,Occidental Winter
1956-PCL,1956,Pacific Coast League,Pacific Coast
1956-PNWL,1956,Panama Winter League,Panama Winter
1956-PONY,1956,Pennsylvania-Ontario-New York League,Pennsylvania-Ontario-New York
1956-PION,1956,Pioneer League,Pioneer
1956-PRWL,1956,Puerto Rican Winter League,Puerto Rican Winter
1956-SOSL,1956,Sooner State League,Sooner State
1956-SALL,1956,South Atlantic League,South Atlantic
1956-SOUA,1956,Southern Association,Southern Association
1956-SWLG,1956,Southwestern League,Southwestern
1956-TL,1956,Texas League,Texas
1956-VEWL,1956,Venezuelan Winter League,Venezuelan Winter
1956-VCWL,1956,Veracruz Winter League,Veracruz Winter
1956-WCAN,1956,Western Canada League,Western Canada
1956-WL,1956,Western League,Western
