league.year,league.name.full,entry.name,entry.key,team.key,club.key
1906,Cotton States League,Meridian,MER,MER,MER
1906,Cotton States League,Jackson,JAC,JAC,JAC
1906,Cotton States League,Gulfport,GUL,GUL,GUL
1906,Cotton States League,Baton Rouge,BR,BR,BR
1906,Cotton States League,Vicksburg,VIC,VIC,VIC
1906,Georgia State League,Waycross,WAY,WAY,WAY
1906,Georgia State League,Columbus/Brunswick,COL+BRU,,COL+BRU
1906,Georgia State League,Columbus,COL+BRU,COL,COL+BRU
1906,Georgia State League,Brunswick,COL+BRU,BRU,COL+BRU
1906,Georgia State League,Cordele,COR,COR,COR
1906,Georgia State League,Valdosta,VAL,VAL,VAL
1906,Georgia State League,Albany,ALB,ALB,ALB
1906,Georgia State League,Americus,AME,AME,AME
1906,Interstate League,Erie,ERI,ERI,ERI
1906,Interstate League,Punxsutawney,PUN,PUN,PUN
1906,Interstate League,Bradford,BRA,BRA,BRA
1906,Interstate League,DuBois,DUB,DUB,DUB
1906,Interstate League,Kane,KAN,KAN,KAN
1906,Interstate League,Hornell/Patton,HOR+PAT,,HOR+PAT
1906,Interstate League,Hornell,HOR+PAT,HOR,HOR+PAT
1906,Interstate League,Patton,HOR+PAT,PAT,HOR+PAT
1906,Interstate League,Olean,OLE,OLE,OLE
1906,Interstate League,Oil City-Jamestown,OCJ,OCJ,OCJ
1906,Iowa League of Professional Baseball Clubs,Burlington,BUR,BUR,BUR
1906,Iowa League of Professional Baseball Clubs,Oskaloosa,OSK,OSK,OSK
1906,Iowa League of Professional Baseball Clubs,Fort Dodge,FD,FD,FD
1906,Iowa League of Professional Baseball Clubs,Marshalltown,MAR,MAR,MAR
1906,Iowa League of Professional Baseball Clubs,Keokuk,KEO,KEO,KEO
1906,Iowa League of Professional Baseball Clubs,Boone/Clinton,BOO+CLI,,BOO+CLI
1906,Iowa League of Professional Baseball Clubs,Boone,BOO+CLI,BOO+CLI,BOO+CLI
1906,Iowa League of Professional Baseball Clubs,Clinton,BOO+CLI,BOO+CLI,BOO+CLI
1906,Iowa League of Professional Baseball Clubs,Waterloo,WAT,WAT,WAT
1906,Iowa League of Professional Baseball Clubs,Ottumwa,OTT,OTT,OTT
1906,Kansas State League,Independence,IND,IND,IND
1906,Kansas State League,Iola/Cherryvale,IOL+CHE,,IOL+CHE
1906,Kansas State League,Iola,IOL+CHE,IOL,IOL+CHE
1906,Kansas State League,Cherryvale,IOL+CHE,CHE,IOL+CHE
1906,Kansas State League,Parsons,PAR,PAR,PAR
1906,Kansas State League,Coffeyville,COF,COF,COF
1906,Kansas State League,Bartlesville,BAR,BAR,BAR
1906,Kansas State League,Chanute,CHA,CHA,CHA
1906,Kansas State League,Pittsburg/Vinita,PIT+VIN,,PIT+VIN
1906,Kansas State League,Pittsburg,PIT+VIN,PIT,PIT+VIN
1906,Kansas State League,Vinita,PIT+VIN,VIN,PIT+VIN
1906,Kansas State League,Fort Scott,FS,FS,FS
1906,Kentucky-Illinois-Tennessee League,Vincennes,VIN,VIN,VIN
1906,Kentucky-Illinois-Tennessee League,Jacksonville,JAX,JAX,JAX
1906,Kentucky-Illinois-Tennessee League,Cairo,CAI,CAI,CAI
1906,Kentucky-Illinois-Tennessee League,Danville,DAN,DAN,DAN
1906,Kentucky-Illinois-Tennessee League,Paducah,PAD,PAD,PAD
1906,Kentucky-Illinois-Tennessee League,Mattoon-Charleston,MAT,MAT,MAT
1906,Pennsylvania-Ohio-Maryland League,Uniontown,UNI,UNI,UNI
1906,Pennsylvania-Ohio-Maryland League,Washington,WAS,WAS,WAS
1906,Pennsylvania-Ohio-Maryland League,Braddock,BRA,BRA,BRA
1906,Pennsylvania-Ohio-Maryland League,East Liverpool,EL,EL,EL
1906,Pennsylvania-Ohio-Maryland League,Cumberland,CUM,CUM,CUM
1906,Pennsylvania-Ohio-Maryland League,Waynesville,WAY,WAY,WAY
1906,Pennsylvania-Ohio-Maryland League,Steubenville,STE,STE,STE
1906,Pennsylvania-Ohio-Maryland League,Butler/Piedmont/Charleroi,BUT+PIE+CHA,,BUT+PIE+CHA
1906,Pennsylvania-Ohio-Maryland League,Butler,BUT+PIE+CHA,BUT,BUT+PIE+CHA
1906,Pennsylvania-Ohio-Maryland League,Piedmont,BUT+PIE+CHA,PIE,BUT+PIE+CHA
1906,Pennsylvania-Ohio-Maryland League,Charleroi,BUT+PIE+CHA,CHA,BUT+PIE+CHA
1906,South Central League,McAlester,MCA,MCA,MCA
1906,South Central League,Muskogee,MUS,MUS,MUS
1906,South Central League,Fort Smith,FS,FS,FS
1906,South Central League,Tulsa,TUL,TUL,TUL
1906,South Central League,Shawnee,SHA,SHA,SHA
1906,South Central League,Guthrie,GUT,GUT,GUT
1906,Southern Michigan League,Mount Clemens,MC,MC,MC
1906,Southern Michigan League,Kalamazoo,KAL,KAL,KAL
1906,Southern Michigan League,Tecumseh,TEC,TEC,TEC
1906,Southern Michigan League,Jackson,JAC,JAC,JAC
1906,Southern Michigan League,Battle Creek,BC,BC,BC
1906,Southern Michigan League,Saginaw,SAG,SAG,SAG
1906,Texas League,Fort Worth,FW,FW,FW
1906,Texas League,Dallas,DAL,DAL,DAL
1906,Texas League,Cleburne,CLE,CLE,CLE
1906,Texas League,Waco,WAC,WAC,WAC
1906,Texas League,Greenville,GRE,GRE,GRE
1906,Texas League,Temple,TEM,TEM,TEM
1906,Wisconsin Association,La Crosse,LC,LC,LC
1906,Wisconsin Association,Freeport,FRE,FRE,FRE
1906,Wisconsin Association,Oshkosh,OSH,OSH,OSH
1906,Wisconsin Association,Green Bay,GB,GB,GB
1906,Wisconsin Association,Wausau,WAU,WAU,WAU
1906,Wisconsin Association,Eau Claire,EC,EC,EC
1906,California State League,Stockton,STO,STO,STO
1906,California State League,San Jose,SJ,SJ,SJ
1906,California State League,Sacramento,SAC,SAC,SAC
1906,California State League,Oakland,OAK,OAK,OAK
1906,California State League,San Francisco,SF,SF,SF
1906,California State League,Alameda,ALA,ALA,ALA
1906,Empire State League,Seneca Falls,SF,SF,SF
1906,Empire State League,Geneva,GEN,GEN,GEN
1906,Empire State League,Auburn,AUB,AUB,AUB
1906,Empire State League,Oswego,OSW,OSW,OSW
1906,Empire State League,Fulton,FUL,FUL,FUL
1906,Empire State League,Penn Yan/Syracuse,PY+SYR,,PY+SYR
1906,Empire State League,Penn Yan,PY+SYR,PY,PY+SYR
1906,Empire State League,Syracuse,PY+SYR,SYR,PY+SYR
1906,Tri-State League,York,YOR,YOR,YOR
1906,Tri-State League,Williamsport,WIL,WIL,WIL
1906,Tri-State League,Lancaster,LAN,LAN,LAN
1906,Tri-State League,Altoona,ALT,ALT,ALT
1906,Tri-State League,Harrisburg,HAR,HAR,HAR
1906,Tri-State League,Johnstown,JOH,JOH,JOH
