league.year,league.name.full,entry.name,entry.key,team.key,club.key
1946,American League,Boston,BOS,BOS,BOS
1946,American League,Detroit,DET,DET,DET
1946,American League,New York,NYA,NYA,NYA
1946,American League,Washington,WS1,WS1,WS1
1946,American League,Chicago,CHA,CHA,CHA
1946,American League,Cleveland,CLE,CLE,CLE
1946,American League,St. Louis,SLA,SLA,SLA
1946,American League,Philadelphia,PHA,PHA,PHA
1946,National League,St. Louis,SLN,SLN,SLN
1946,National League,Brooklyn,BRO,BRO,BRO
1946,National League,Chicago,CHN,CHN,CHN
1946,National League,Boston,BSN,BSN,BSN
1946,National League,Philadelphia,PHI,PHI,PHI
1946,National League,Cincinnati,CIN,CIN,CIN
1946,National League,Pittsburgh,PIT,PIT,PIT
1946,National League,New York,NY1,NY1,NY1
1946,American Association,Louisville,LOU,LOU,LOU
1946,American Association,Indianapolis,IND,IND,IND
1946,American Association,St. Paul,STP,STP,STP
1946,American Association,Minneapolis,MIN,MIN,MIN
1946,American Association,Milwaukee,MIL,MIL,MIL
1946,American Association,Toledo,TOL,TOL,TOL
1946,American Association,Kansas City,KC,KC,KC
1946,American Association,Columbus,COL,COL,COL
1946,International League,Montreal,MON,MON,MON
1946,International League,Syracuse,SYR,SYR,SYR
1946,International League,Baltimore,BAL,BAL,BAL
1946,International League,Newark,NEW,NEW,NEW
1946,International League,Buffalo,BUF,BUF,BUF
1946,International League,Toronto,TOR,TOR,TOR
1946,International League,Rochester,ROC,ROC,ROC
1946,International League,Jersey City,JC,JC,JC
1946,Pacific Coast League,San Francisco,SF,SF,SF
1946,Pacific Coast League,Oakland,OAK,OAK,OAK
1946,Pacific Coast League,Hollywood,HOL,HOL,HOL
1946,Pacific Coast League,Los Angeles,LA,LA,LA
1946,Pacific Coast League,Sacramento,SAC,SAC,SAC
1946,Pacific Coast League,San Diego,SD,SD,SD
1946,Pacific Coast League,Portland,POR,POR,POR
1946,Pacific Coast League,Seattle,SEA,SEA,SEA
1946,Southern Association,Atlanta,ATL,ATL,ATL
1946,Southern Association,Memphis,MEM,MEM,MEM
1946,Southern Association,Chattanooga,CHA,CHA,CHA
1946,Southern Association,New Orleans,NO,NO,NO
1946,Southern Association,Nashville,NAS,NAS,NAS
1946,Southern Association,Mobile,MOB,MOB,MOB
1946,Southern Association,Birmingham,BIR,BIR,BIR
1946,Southern Association,Little Rock,LR,LR,LR
1946,Texas League,Fort Worth,FW,FW,FW
1946,Texas League,Dallas,DAL,DAL,DAL
1946,Texas League,San Antonio,SAC,SAC,SAC
1946,Texas League,Tulsa,TUL,TUL,TUL
1946,Texas League,Beaumont,BEA,BEA,BEA
1946,Texas League,Houston,HOU,HOU,HOU
1946,Texas League,Shreveport,SHR,SHR,SHR
1946,Texas League,Oklahoma City,OKC,OKC,OKC
1946,Eastern League,Scranton,SCR,SCR,SCR
1946,Eastern League,Albany,ALB,ALB,ALB
1946,Eastern League,Wilkes-Barre,WB,WB,WB
1946,Eastern League,Hartford,HAR,HAR,HAR
