league.year,league.name.full,entry.name,entry.key,team.key,club.key
1912,American League,Boston,BOS,BOS,BOS
1912,American League,Washington,WS1,WS1,WS1
1912,American League,Philadelphia,PHA,PHA,PHA
1912,American League,Chicago,CHA,CHA,CHA
1912,American League,Cleveland,CLE,CLE,CLE
1912,American League,Detroit,DET,DET,DET
1912,American League,St. Louis,SLA,SLA,SLA
1912,American League,New York,NYA,NYA,NYA
1912,National League,New York,NY1,NY1,NY1
1912,National League,Pittsburgh,PIT,PIT,PIT
1912,National League,Chicago,CHN,CHN,CHN
1912,National League,Cincinnati,CIN,CIN,CIN
1912,National League,Philadelphia,PHI,PHI,PHI
1912,National League,St. Louis,SLN,SLN,SLN
1912,National League,Brooklyn,BRO,BRO,BRO
1912,National League,Boston,BSN,BSN,BSN
1912,American Association,Minneapolis,MIN,MIN,MIN
1912,American Association,Toledo,TOL,TOL,TOL
1912,American Association,Columbus,COL,COL,COL
1912,American Association,Kansas City,KC,KC,KC
1912,American Association,Milwaukee,MIL,MIL,MIL
1912,American Association,St. Paul,STP,STP,STP
1912,American Association,Louisville,LOU,LOU,LOU
1912,American Association,Indianapolis,IND,IND,IND
1912,International League,Toronto,TOR,TOR,TOR
1912,International League,Rochester,ROC,ROC,ROC
1912,International League,Newark,NEW,NEW,NEW
1912,International League,Baltimore,BAL,BAL,BAL
1912,International League,Buffalo,BUF,BUF,BUF
1912,International League,Montreal,MON,MON,MON
1912,International League,Jersey City,JC,JC,JC
1912,International League,Providence,PRO,PRO,PRO
1912,Pacific Coast League,Oakland,OAK,OAK,OAK
1912,Pacific Coast League,Vernon,VER,VER,VER
1912,Pacific Coast League,Los Angeles,LA,LA,LA
1912,Pacific Coast League,Portland,POR,POR,POR
1912,Pacific Coast League,San Francisco,SF,SF,SF
1912,Pacific Coast League,Sacramento,SAC,SAC,SAC
1912,Southern Association,Birmingham,BIR,BIR,BIR
1912,Southern Association,Mobile,MOB,MOB,MOB
1912,Southern Association,New Orleans,NO,NO,NO
1912,Southern Association,Nashville,NAS,NAS,NAS
1912,Southern Association,Memphis,MEM,MEM,MEM
1912,Southern Association,Montgomery,MON,MON,MON
1912,Southern Association,Chattanooga,CHA,CHA,CHA
1912,Southern Association,Atlanta,ATL,ATL,ATL
1912,Western League,Denver,DEN,DEN,DEN
1912,Western League,St. Joseph,STJ,STJ,STJ
1912,Western League,Omaha,OMA,OMA,OMA
1912,Western League,Des Moines,DM,DM,DM
1912,Western League,Lincoln,LIN,LIN,LIN
1912,Western League,Sioux City,SC,SC,SC
1912,Western League,Wichita,WIC,WIC,WIC
1912,Western League,Topeka,TOP,TOP,TOP
1912,Central League,Fort Wayne,FW,FW,FW
1912,Central League,Youngstown,YOU,YOU,YOU
1912,Central League,Erie,ERI,ERI,ERI
1912,Central League,Springfield,SPR,SPR,SPR
1912,Central League,Dayton,DAY,DAY,DAY
1912,Central League,Wheeling,WHE,WHE,WHE
1912,Central League,Canton,CAN,CAN,CAN
1912,Central League,Akron,AKR,AKR,AKR
1912,Central League,Grand Rapids,GR,GR,GR
1912,Central League,Terre Haute,TH,TH,TH
1912,Central League,Zanesville,ZAN,ZAN,ZAN
1912,Central League,South Bend,SB,SB,SB
1912,Connecticut State League,New Haven,NH,NH,NH
1912,Connecticut State League,Hartford,HAR,HAR,HAR
1912,Connecticut State League,Bridgeport,BRI,BRI,BRI
1912,Connecticut State League,Holyoke,HOL,HOL,HOL
1912,Connecticut State League,Springfield,SPR,SPR,SPR
1912,Connecticut State League,New Britain/Waterbury,NB+WAT,,NB+WAT
1912,Connecticut State League,New Britain,NB+WAT,NB,NB+WAT
1912,Connecticut State League,Waterbury,NB+WAT,WAT,NB+WAT
1912,New England League,Lawrence,LAW,LAW,LAW
1912,New England League,Lowell,LOW,LOW,LOW
1912,New England League,Worcester,WOR,WOR,WOR
1912,New England League,Lynn,LYN,LYN,LYN
1912,New England League,Brockton,BRO,BRO,BRO
1912,New England League,New Bedford,NB,NB,NB
1912,New England League,Haverhill,HAV,HAV,HAV
1912,New England League,Fall River,FR,FR,FR
1912,New York State League,Utica,UTI,UTI,UTI
1912,New York State League,Wilkes-Barre,WB,WB,WB
1912,New York State League,Elmira,ELM,ELM,ELM
1912,New York State League,Troy,TRO,TRO,TRO
1912,New York State League,Scranton,SCR,SCR,SCR
1912,New York State League,Albany,ALB,ALB,ALB
1912,New York State League,Syracuse,SYR,SYR,SYR
1912,New York State League,Binghamton,BIN,BIN,BIN
1912,Northwestern League,Seattle,SEA,SEA,SEA
1912,Northwestern League,Spokane,SPO,SPO,SPO
1912,Northwestern League,Vancouver,VAN,VAN,VAN
1912,Northwestern League,Portland,POR,POR,POR
1912,Northwestern League,Victoria,VIC,VIC,VIC
1912,Northwestern League,Tacoma,TAC,TAC,TAC
1912,Texas League,Houston,HOU,HOU,HOU
1912,Texas League,San Antonio,SA,SA,SA
1912,Texas League,Waco,WAC,WAC,WAC
1912,Texas League,Dallas,DAL,DAL,DAL
1912,Texas League,Austin,AUS,AUS,AUS
1912,Texas League,Galveston,GAL,GAL,GAL
1912,Texas League,Fort Worth,FW,FW,FW
1912,Texas League,Beaumont,BEA,BEA,BEA
1912,Illinois-Indiana-Iowa League,Springfield,SPR,SPR,SPR
