league.year,league.name.full,entry.name,entry.key,team.key,club.key
1916,American Association,Louisville,LOU,LOU,LOU
1916,American Association,Indianapolis,IND,IND,IND
1916,American Association,Minneapolis,MIN,MIN,MIN
1916,American Association,St. Paul,STP,STP,STP
1916,American Association,Kansas City,KC,KC,KC
1916,American Association,Toledo,TOL,TOL,TOL
1916,American Association,Columbus,COL,COL,COL
1916,American Association,Milwaukee,MIL,MIL,MIL
1916,International League,Buffalo,BUF,BUF,BUF
1916,International League,Providence,PRO,PRO,PRO
1916,International League,Montreal,MON,MON,MON
1916,International League,Baltimore,BAL,BAL,BAL
1916,International League,Toronto,TOR,TOR,TOR
1916,International League,Richmond,RIC,RIC,RIC
1916,International League,Rochester,ROC,ROC,ROC
1916,International League,Newark,NEW,NEW,NEW
1916,Pacific Coast League,Los Angeles,LA,LA,LA
1916,Pacific Coast League,Vernon,VER,VER,VER
1916,Pacific Coast League,Salt Lake City,SLC,SLC,SLC
1916,Pacific Coast League,San Francisco,SF,SF,SF
1916,Pacific Coast League,Portland,POR,POR,POR
1916,Pacific Coast League,Oakland,OAK,OAK,OAK
1916,Southern Association,Nashville,NAS,NAS,NAS
1916,Southern Association,New Orleans,NO,NO,NO
1916,Southern Association,Birmingham,BIR,BIR,BIR
1916,Southern Association,Little Rock,LR,LR,LR
1916,Southern Association,Atlanta,ATL,ATL,ATL
1916,Southern Association,Memphis,MEM,MEM,MEM
1916,Southern Association,Chattanooga,CHA,CHA,CHA
1916,Southern Association,Mobile,MOB,MOB,MOB
1916,Western League,Omaha,OMA,OMA,OMA
1916,Western League,Lincoln,LIN,LIN,LIN
1916,Western League,Sioux City,SC,SC,SC
1916,Western League,Denver,DEN,DEN,DEN
1916,Western League,Des Moines,DM,DM,DM
1916,Western League,Topeka,TOP,TOP,TOP
1916,Western League,St. Joseph,STJ,STJ,STJ
1916,Western League,Wichita/Colorado Springs,WIC+CS,,WIC+CS
1916,Western League,Wichita,WIC+CS,WIC,WIC+CS
1916,Western League,Colorado Springs,WIC+CS,CS,WIC+CS
1916,Central League,Grand Rapids,GR,GR,GR
1916,Central League,Dayton,DAY,DAY,DAY
1916,Central League,Springfield,SPR,SPR,SPR
1916,Central League,Wheeling,WHE,WHE,WHE
1916,Central League,Evansville,EVA,EVA,EVA
1916,Central League,Terre Haute,TH,TH,TH
1916,Central League,South Bend,SB,SB,SB
1916,Central League,Muskegon,MUS,MUS,MUS
1916,Eastern League,New London,NL,NL,NL
1916,Eastern League,Portland,POR,POR,POR
1916,Eastern League,Springfield,SPR,SPR,SPR
1916,Eastern League,Lynn,LYN,LYN,LYN
1916,Eastern League,Worcester,WOR,WOR,WOR
1916,Eastern League,New Haven,NH,NH,NH
1916,Eastern League,Bridgeport,BRI,BRI,BRI
1916,Eastern League,Hartford,HAR,HAR,HAR
1916,Eastern League,Lawrence,LAW,LAW,LAW
1916,Eastern League,Lowell,LOW,LOW,LOW
1916,New York State League,Syracuse,SYR,SYR,SYR
1916,New York State League,Scranton,SCR,SCR,SCR
1916,New York State League,Binghamton,BIN,BIN,BIN
