league.year,league.name.full,entry.name,entry.key,team.key,club.key
1983,Mexican League,Aguascalientes,AGU,AGU,AGU
1983,Mexican League,Ciudad Juarez,JUA,JUA,JUA
1983,Mexican League,Tampico,TAM,TAM,TAM
1983,Mexican League,Saltillo,SAL,SAL,SAL
1983,Mexican League,Nuevo Laredo,NL,NL,NL
1983,Mexican League,Leon,LEO,LEO,LEO
1983,Mexican League,Monterrey,MTY,MTY,MTY
1983,Mexican League,Monclova,MVA,MVA,MVA
1983,Mexican League,Mexico City Reds,MCR,MCR,MCR
1983,Mexican League,Campeche,CAM,CAM,CAM
1983,Mexican League,Mexico City Tigers,MCT,MCT,MCT
1983,Mexican League,Yucatan,YUC,YUC,YUC
1983,Mexican League,Coatzacoalcos,COA,COA,COA
1983,Mexican League,Tabasco,TAB,TAB,TAB
1983,Mexican League,Veracruz,VER,VER,VER
1983,Mexican League,Poza Rica,PR,PR,PR
