league.year,league.name.full,entry.name,entry.key,team.key,club.key
1910,American League,Philadelphia,PHA,PHA,PHA
1910,American League,New York,NYA,NYA,NYA
1910,American League,Detroit,DET,DET,DET
1910,American League,Boston,BOS,BOS,BOS
1910,American League,Cleveland,CLE,CLE,CLE
1910,American League,Chicago,CHA,CHA,CHA
1910,American League,Washington,WS1,WS1,WS1
1910,American League,St. Louis,SLA,SLA,SLA
1910,National League,Chicago,CHN,CHN,CHN
1910,National League,New York,NY1,NY1,NY1
1910,National League,Pittsburgh,PIT,PIT,PIT
1910,National League,Philadelphia,PHI,PHI,PHI
1910,National League,Cincinnati,CIN,CIN,CIN
1910,National League,Brooklyn,BRO,BRO,BRO
1910,National League,St. Louis,SLN,SLN,SLN
1910,National League,Boston,BSN,BSN,BSN
1910,American Association,Minneapolis,MIN,MIN,MIN
1910,American Association,Toledo,TOL,TOL,TOL
1910,American Association,Columbus,COL,COL,COL
1910,American Association,St. Paul,STP,STP,STP
1910,American Association,Kansas City,KC,KC,KC
1910,American Association,Milwaukee,MIL,MIL,MIL
1910,American Association,Indianapolis,IND,IND,IND
1910,American Association,Louisville,LOU,LOU,LOU
1910,Eastern League,Rochester,ROC,ROC,ROC
1910,Eastern League,Newark,NEW,NEW,NEW
1910,Eastern League,Baltimore,BAL,BAL,BAL
1910,Eastern League,Toronto,TOR,TOR,TOR
1910,Eastern League,Montreal,MON,MON,MON
1910,Eastern League,Buffalo,BUF,BUF,BUF
1910,Eastern League,Jersey City,JC,JC,JC
1910,Eastern League,Providence,PRO,PRO,PRO
1910,Pacific Coast League,Portland,POR,POR,POR
1910,Pacific Coast League,Oakland,OAK,OAK,OAK
1910,Pacific Coast League,San Francisco,SF,SF,SF
1910,Pacific Coast League,Vernon,VER,VER,VER
1910,Pacific Coast League,Los Angeles,LA,LA,LA
1910,Pacific Coast League,Sacramento,SAC,SAC,SAC
1910,Southern Association,New Orleans,NO,NO,NO
1910,Southern Association,Birmingham,BIR,BIR,BIR
1910,Southern Association,Atlanta,ATL,ATL,ATL
1910,Southern Association,Chattanooga,CHA,CHA,CHA
1910,Southern Association,Nashville,NAS,NAS,NAS
1910,Southern Association,Mobile,MOB,MOB,MOB
1910,Southern Association,Memphis,MEM,MEM,MEM
1910,Southern Association,Montgomery,MON,MON,MON
1910,Western League,Sioux City,SC,SC,SC
