league.year,league.name.full,entry.name,entry.key,team.key,club.key
1915,American League,Boston,BOS,BOS,BOS
1915,American League,Detroit,DET,DET,DET
1915,American League,Chicago,CHA,CHA,CHA
1915,American League,Washington,WS1,WS1,WS1
1915,American League,New York,NYA,NYA,NYA
1915,American League,St. Louis,SLA,SLA,SLA
1915,American League,Cleveland,CLE,CLE,CLE
1915,American League,Philadelphia,PHA,PHA,PHA
1915,National League,Philadelphia,PHI,PHI,PHI
1915,National League,Boston,BOS,BOS,BOS
1915,National League,Brooklyn,BRO,BRO,BRO
1915,National League,Chicago,CHN,CHN,CHN
1915,National League,Pittsburgh,PIT,PIT,PIT
1915,National League,St. Louis,SLN,SLN,SLN
1915,National League,Cincinnati,CIN,CIN,CIN
1915,National League,New York,NY1,NY1,NY1
1915,Federal League,Chicago,CHF,CHF,CHF
1915,Federal League,St. Louis,SLF,SLF,SLF
1915,Federal League,Pittsburgh,PTF,PTF,PTF
1915,Federal League,Kansas City,KCF,KCF,KCF
1915,Federal League,Newark,NEW,NEW,NEW
1915,Federal League,Buffalo,BUF,BUF,BUF
1915,Federal League,Brooklyn,BRF,BRF,BRF
1915,Federal League,Baltimore,BLF,BLF,BLF
1915,American Association,Minneapolis,MIN,MIN,MIN
1915,American Association,St. Paul,STP,STP,STP
1915,American Association,Indianapolis,IND,IND,IND
1915,American Association,Louisville,LOU,LOU,LOU
1915,American Association,Kansas City,KC,KC,KC
1915,American Association,Milwaukee,MIL,MIL,MIL
1915,American Association,Cleveland,CLE,CLE,CLE
1915,American Association,Columbus,COL,COL,COL
1915,International League,Buffalo,BUF,BUF,BUF
1915,International League,Providence,PRO,PRO,PRO
1915,International League,Toronto,TOR,TOR,TOR
1915,International League,Rochester,ROC,ROC,ROC
1915,International League,Montreal,MON,MON,MON
1915,International League,Newark/Harrisburg,NEW+HAR,,NEW+HAR
1915,International League,Newark,NEW+HAR,NEW,NEW+HAR
1915,International League,Harrisburg,NEW+HAR,HAR,NEW+HAR
