league.year,league.name.full,entry.name,entry.key,team.key,club.key
1899,Western League,Buffalo,BUF,BUF,BUF
1899,Western League,Columbus/Grand Rapids,COL+GR,,COL+GR
1899,Western League,Columbus,COL+GR,COL,COL+GR
1899,Western League,Grand Rapids,COL+GR,GR,COL+GR
1899,Western League,Detroit,DET,DET,DET
1899,Western League,Indianapolis,IND,IND,IND
1899,Western League,Kansas City,KC,KC,KC
1899,Western League,Milwaukee,MIL,MIL,MIL
1899,Western League,Minneapolis,MIN,MIN,MIN
1899,Western League,St. Paul,STP,STP,STP
