league.year,league.name.full,entry.name,entry.key,team.key,club.key
1909,American Association,Louisville,LOU,LOU,LOU
1909,American Association,Milwaukee,MIL,MIL,MIL
1909,American Association,Minneapolis,MIN,MIN,MIN
1909,American Association,Indianapolis,IND,IND,IND
1909,American Association,St. Paul,STP,STP,STP
1909,American Association,Toledo,TOL,TOL,TOL
1909,American Association,Columbus,COL,COL,COL
1909,American Association,Kansas City,KC,KC,KC
1909,Eastern League,Rochester,ROC,ROC,ROC
1909,Eastern League,Newark,NEW,NEW,NEW
1909,Eastern League,Providence,PRO,PRO,PRO
1909,Eastern League,Toronto,TOR,TOR,TOR
1909,Eastern League,Buffalo,BUF,BUF,BUF
1909,Eastern League,Montreal,MON,TUE,WED
1909,Eastern League,Baltimore,BAL,BAL,BAL
1909,Eastern League,Jersey City,JC,JC,JC
1909,Pacific Coast League,San Francisco,SF,SF,SF
1909,Pacific Coast League,Portland,POR,POR,POR
1909,Pacific Coast League,Los Angeles,LA,LA,LA
1909,Pacific Coast League,Sacramento,SAC,SAC,SAC
1909,Pacific Coast League,Oakland,OAK,OAK,OAK
1909,Pacific Coast League,Vernon,VER,VER,VER
1909,Southern Association,Atlanta,ATL,ATL,ATL
1909,Southern Association,Nashville,NAS,NAS,NAS
1909,Southern Association,Montgomery,MON,TUE,WED
1909,Southern Association,New Orleans,NO,NO,NO
1909,Southern Association,Mobile,MOB,MOB,MOB
1909,Southern Association,Birmingham,BIR,BIR,BIR
1909,Southern Association,Little Rock,LR,LR,LR
1909,Southern Association,Memphis,MEM,MEM,MEM
1909,Western League,Des Moines,DM,DM,DM
1909,Western League,Sioux City,SC,SC,SC
1909,Western League,Omaha,OMA,OMA,OMA
1909,Western League,Topeka,TOP,TOP,TOP
1909,Western League,Wichita,WIC,WIC,WIC
1909,Western League,Denver,DEN,DEN,DEN
1909,Western League,Lincoln,LIN,LIN,LIN
1909,Western League,Pueblo,PUE,PUE,PUE
1909,Central League,Wheeling,WHE,WHE,WHE
1909,Central League,Zanesville,ZAN,ZAN,ZAN
1909,Central League,Fort Wayne,FW,FW,FW
1909,Central League,Grand Rapids,GR,GR,GR
1909,Central League,Terre Haute,TH,TH,TH
1909,Central League,South Bend,SB,SB,SB
1909,Central League,Evansville,EVA,EVA,EVA
1909,Central League,Dayton,DAY,DAY,DAY
1909,Connecticut State League,Hartford,HAR,HAR,HAR
1909,Connecticut State League,Holyoke,HOL,HOL,HOL
1909,Connecticut State League,New Britain,NB,NB,NB
1909,Connecticut State League,Waterbury,WAT,WAT,WAT
1909,Connecticut State League,Springfield,SPR,SPR,SPR
1909,Connecticut State League,New Haven,NH,NH,NH
1909,Connecticut State League,Northampton,NOR,NOR,NOR
1909,Connecticut State League,Bridgeport,BRI,BRI,BRI
1909,New England League,Worcester,WOR,WOR,WOR
1909,New England League,Brockton,BRO,BRO,BRO
1909,New England League,Lynn,LYN,LYN,LYN
1909,New England League,Fall River,FR,FR,FR
1909,New England League,Haverhill,HAV,HAV,HAV
1909,New England League,New Bedford,NB,NB,NB
1909,New England League,Lowell,LOW,LOW,LOW
1909,New England League,Lawrence,LAW,LAW,LAW
1909,New York State League,Wilkes-Barre,WB,WB,WB
1909,New York State League,Utica,UTI,UTI,UTI
1909,New York State League,Albany,ALB,ALB,ALB
1909,New York State League,Elmira,ELM,ELM,ELM
1909,New York State League,Binghamton,BIN,BIN,BIN
1909,New York State League,Troy,TRO,TRO,TRO
1909,New York State League,Syracuse,SYR,SYR,SYR
1909,New York State League,Scranton,SCR,SCR,SCR
1909,Northwestern League,Seattle,SEA,SEA,SEA
1909,Northwestern League,Spokane,SPO,SPO,SPO
1909,Northwestern League,Aberdeen,ABE,ABE,ABE
1909,Northwestern League,Portland,POR,POR,POR
1909,Northwestern League,Vancouver,VAN,VAN,VAN
1909,Northwestern League,Tacoma,TAC,TAC,TAC
1909,Illinois-Indiana-Iowa League,Rock Island,RI,RI,RI
1909,Illinois-Indiana-Iowa League,Springfield,SPR,SPR,SPR
1909,Illinois-Indiana-Iowa League,Davenport,DAV,DAV,DAV
1909,Illinois-Indiana-Iowa League,Bloomington,BLO,BLO,BLO
1909,Illinois-Indiana-Iowa League,Peoria,PEO,PEO,PEO
1909,Illinois-Indiana-Iowa League,Dubuque,DUB,DUB,DUB
1909,Illinois-Indiana-Iowa League,Decatur,DEC,JAN,FEB
1909,Illinois-Indiana-Iowa League,Cedar Rapids,CR,CR,CR
1909,Tri-State League,Lancaster,LAN,LAN,LAN
1909,Tri-State League,Reading,REA,REA,REA
1909,Tri-State League,Williamsport,WIL,WIL,WIL
1909,Tri-State League,Altoona,ALT,ALT,ALT
1909,Tri-State League,Johnstown,JOH,JOH,JOH
1909,Tri-State League,Harrisburg,HAR,HAR,HAR
1909,Tri-State League,Trenton,TRE,TRE,TRE
1909,Tri-State League,York,YOR,YOR,YOR
1909,Ohio-Pennsylvania League,Akron,AKR,AKR,AKR
1909,Ohio-Pennsylvania League,East Liverpool,EL,EL,EL
1909,Ohio-Pennsylvania League,McKeesport,MCK,MCK,MCK
1909,Ohio-Pennsylvania League,New Castle,NC,NC,NC
1909,Ohio-Pennsylvania League,Canton,CAN,CAN,CAN
1909,Ohio-Pennsylvania League,Erie,ERI,ERI,ERI
1909,Ohio-Pennsylvania League,Steubenville,STE,STE,STE
1909,Ohio-Pennsylvania League,Youngstown,YOU,YOU,YOU
1909,South Atlantic League,Chattanooga,CHA,CHA,CHA
1909,South Atlantic League,Columbus,CBS,CBS,CBS
1909,South Atlantic League,Augusta,AUG,SEP,OCT
1909,South Atlantic League,Savannah,SAV,SAV,SAV
1909,South Atlantic League,Charleston/Knoxville,CHA+KNO,,CHA+KNO
