league.year,league.name.full,entry.name,entry.key,team.key,club.key
1917,American League,Chicago,CHA,CHA,CHA
1917,American League,Boston,BOS,BOS,BOS
1917,American League,Cleveland,CLE,CLE,CLE
1917,American League,Detroit,DET,DET,DET
1917,American League,Washington,WS1,WS1,WS1
1917,American League,New York,NYA,NYA,NYA
1917,American League,St. Louis,SLA,SLA,SLA
1917,American League,Philadelphia,PHA,PHA,PHA
1917,National League,New York,NY1,NY1,NY1
1917,National League,Philadelphia,PHI,PHI,PHI
1917,National League,St. Louis,SLN,SLN,SLN
1917,National League,Cincinnati,CIN,CIN,CIN
1917,National League,Chicago,CHN,CHN,CHN
1917,National League,Boston,BSN,BSN,BSN
1917,National League,Brooklyn,BRO,BRO,BRO
1917,National League,Pittsburgh,PIT,PIT,PIT
1917,American Association,Indianapolis,IND,IND,IND
1917,American Association,Louisville,LOU,LOU,LOU
1917,American Association,St. Paul,STP,STP,STP
1917,American Association,Columbus,COL,COL,COL
1917,American Association,Milwaukee,MIL,MIL,MIL
1917,American Association,Minneapolis,MIN,MIN,MIN
1917,American Association,Kansas City,KC,KC,KC
1917,American Association,Toledo,TOL,TOL,TOL
1917,International League,Toronto,TOR,TOR,TOR
1917,International League,Providence,PRO,PRO,PRO
1917,International League,Baltimore,BAL,BAL,BAL
1917,International League,Newark,NEW,NEW,NEW
1917,International League,Rochester,ROC,ROC,ROC
1917,International League,Buffalo,BUF,BUF,BUF
1917,International League,Montreal,MON,MON,MON
1917,International League,Richmond,RIC,RIC,RIC
1917,Pacific Coast League,San Francisco,SF,SF,SF
1917,Pacific Coast League,Los Angeles,LA,LA,LA
1917,Pacific Coast League,Salt Lake City,SLC,SLC,SLC
1917,Pacific Coast League,Portland,POR,POR,POR
1917,Pacific Coast League,Oakland,OAK,OAK,OAK
1917,Pacific Coast League,Vernon,VER,VER,VER
1917,Southern Association,Atlanta,ATL,ATL,ATL
1917,Southern Association,New Orleans,NO,NO,NO
1917,Southern Association,Birmingham,BIR,BIR,BIR
1917,Southern Association,Memphis,MEM,MEM,MEM
1917,Southern Association,Nashville,NAS,NAS,NAS
1917,Southern Association,Chattanooga,CHA,CHA,CHA
1917,Southern Association,Little Rock,LR,LR,LR
1917,Southern Association,Mobile,MOB,MOB,MOB
1917,Western League,Des Moines,DM,DM,DM
1917,Western League,Lincoln,LIN,LIN,LIN
