league.year,league.name.full,entry.name,entry.key,team.key,club.key
1911,American Association,Minneapolis,MIN,MIN,MIN
1911,American Association,Kansas City,KC,KC,KC
1911,American Association,Columbus,COL,COL,COL
1911,American Association,St. Paul,STP,STP,STP
1911,American Association,Milwaukee,MIL,MIL,MIL
1911,American Association,Toledo,TOL,TOL,TOL
1911,American Association,Indianapolis,IND,IND,IND
1911,American Association,Louisville,LOU,LOU,LOU
1911,Eastern League,Rochester,ROC,ROC,ROC
1911,Eastern League,Baltimore,BAL,BAL,BAL
1911,Eastern League,Toronto,TOR,TOR,TOR
1911,Eastern League,Buffalo,BUF,BUF,BUF
1911,Eastern League,Montreal,MON,MON,MON
1911,Eastern League,Jersey City,JC,JC,JC
1911,Eastern League,Newark,NEW,NEW,NEW
1911,Eastern League,Providence,PRO,PRO,PRO
1911,Pacific Coast League,Portland,POR,POR,POR
1911,Pacific Coast League,Vernon,VER,VER,VER
1911,Pacific Coast League,Oakland,OAK,OAK,OAK
1911,Pacific Coast League,Sacramento,SAC,SAC,SAC
1911,Pacific Coast League,San Francisco,SF,SF,SF
1911,Pacific Coast League,Los Angeles,LA,LA,LA
1911,Southern Association,New Orleans,NO,NO,NO
1911,Southern Association,Montgomery,MON,TUE,WED
1911,Southern Association,Birmingham,BIR,BIR,BIR
1911,Southern Association,Nashville,NAS,NAS,NAS
1911,Southern Association,Chattanooga,CHA,CHA,CHA
1911,Southern Association,Memphis,MEM,MEM,MEM
1911,Southern Association,Mobile,MOB,MOB,MOB
1911,Southern Association,Atlanta,ATL,ATL,ATL
1911,Western League,Denver,DEN,DEN,DEN
1911,Western League,St. Joseph,STJ,STJ,STJ
1911,Western League,Wichita/Pueblo,WIC+PUE,,WIC+PUE
1911,Western League,Wichita,WIC+PUE,WIC,WIC+PUE
1911,Western League,Pueblo,WIC+PUE,PUE,WIC+PUE
1911,Western League,Omaha,OMA,OMA,OMA
1911,Western League,Sioux City,SC,SC,SC
1911,Western League,Lincoln,LIN,LIN,LIN
1911,Western League,Topeka,TOP,TOP,TOP
1911,Western League,Des Moines,DM,DM,DM
1911,Central League,Dayton,DAY,DAY,DAY
1911,Central League,Fort Wayne,FW,FW,FW
1911,Central League,Zanesville,ZAN,ZAN,ZAN
1911,Central League,South Bend/Grand Rapids,SB1+GR2,,SB1+GR2
1911,Central League,South Bend [I],SB1+GR2,SB1,SB1+GR2
1911,Central League,Grand Rapids [II],SB1+GR2,GR2,SB1+GR2
1911,Central League,Evansville/South Bend,EVA+SB2,,EVA+SB2
1911,Central League,Evansville,EVA+SB2,EVA,EVA+SB2
1911,Central League,South Bend [II],EVA+SB2,SB2,EVA+SB2
1911,Central League,Wheeling,WHE,WHE,WHE
1911,Central League,Grand Rapids/Newark,GR1+NEW,,GR1+NEW
1911,Central League,Grand Rapids [I],GR1+NEW,GR1,GR1+NEW
1911,Central League,Newark,GR1+NEW,NEW,GR1+NEW
1911,Central League,Terre Haute,TH,TH,TH
1911,Connecticut State League,Springfield,SPR,SPR,SPR
1911,Connecticut State League,Bridgeport,BRI,BRI,BRI
1911,Connecticut State League,Hartford,HAR,HAR,HAR
1911,Connecticut State League,New Haven,NH,NH,NH
1911,Connecticut State League,New Britain,NB,NB,NB
1911,Connecticut State League,Waterbury,WAT,WAT,WAT
1911,Connecticut State League,Northampton,NOR,NOR,NOR
1911,Connecticut State League,Holyoke,HOL,HOL,HOL
1911,New England League,Lowell,LOW,LOW,LOW
1911,New England League,Worcester,WOR,WOR,WOR
1911,New England League,Lawrence,LAW,LAW,LAW
1911,New England League,Fall River,FR,FR,FR
1911,New England League,Lynn,LYN,LYN,LYN
1911,New England League,Brockton,BRO,BRO,BRO
1911,New England League,New Bedford,NB,NB,NB
1911,New England League,Haverhill,HAV,HAV,HAV
1911,New York State League,Wilkes-Barre,WB,WB,WB
1911,New York State League,Elmira,ELM,ELM,ELM
1911,New York State League,Troy,TRO,TRO,TRO
1911,New York State League,Albany,ALB,ALB,ALB
1911,New York State League,Utica,UTI,UTI,UTI
1911,New York State League,Syracuse,SYR,SYR,SYR
1911,New York State League,Scranton,SCR,SCR,SCR
1911,New York State League,Binghamton,BIN,BIN,BIN
1911,Northwestern League,Vancouver,VAN,VAN,VAN
1911,Northwestern League,Spokane,SPO,SPO,SPO
1911,Northwestern League,Seattle,SEA,SEA,SEA
1911,Northwestern League,Portland,POR,POR,POR
1911,Northwestern League,Tacoma,TAC,TAC,TAC
1911,Northwestern League,Victoria,VIC,VIC,VIC
1911,Texas League,Austin,AUS,AUS,AUS
