source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G,F_ALL_G
minoraverages/1947TSN,1946,East Texas League,holliday,F20552,Holliday,,0,Jacksonville,,,,,,23,,,,,,,
minoraverages/1947TSN,1946,East Texas League,holliday,F20612,Holliday,,0,Jacksonville,,,,,68,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,honeycutt,B00319,Honeycutt,Ray,0,Henderson,83,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,hooks,B00590,Hooks,Alex,0,Greenville,129,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,hooks,F20046,Hooks,,0,Greenville,,,129,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,hopkins,B01787,Hopkins,James,0,Greenville,20,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,hopkins,P10591,Hopkins,James,0,Greenville,,20,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,howard,B02493,Howard,Neal,0,Tyler,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,howard,P10847,Howard,Neal,1,Henderson,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,howard,P10847,Howard,Neal,2,Tyler,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,howard,P10847,Howard,Neal,T,,,7,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,humphreys,B02312,Humphreys,Cooksey,0,Texarkana,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,hunnicutt,B00117,Hunnicutt,Wyman,0,Henderson,83,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,hunnicutt,F20327,Hunnicutt,,0,Henderson,,,,59,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,hunnicutt,F20391,Hunnicutt,,0,Henderson,,,,,,76,,,,,,,
minoraverages/1947TSN,1946,East Texas League,hutto,B01444,Hutto,Charlie,1,Jacksonville,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,hutto,B01444,Hutto,Charlie,2,Lufkin,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,hutto,B01444,Hutto,Charlie,T,,17,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,hutto,P10723,Hutto,Charlie,1,Jacksonville,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,hutto,P10723,Hutto,Charlie,2,Lufkin,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,hutto,P10723,Hutto,Charlie,T,,,16,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,janicek,B02202,Janicek,Louis,0,Paris,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,janicki,B00999,Janicki,Edwin,0,Paris,38,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,janicki,F20776,Janicki,,0,Paris,,,,,,,,,,,38,,
minoraverages/1947TSN,1946,East Texas League,johnston,B02714,Johnston,Sidney,0,Lufkin,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,jones.r,B00241,Jones,Rudy,0,Tyler,115,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,jones.j,B01649,Jones,Jimmy,1,Texarkana,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,jones.j,B01649,Jones,Jimmy,2,Lufkin,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,jones.j,B01649,Jones,Jimmy,T,,17,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,jones.s,B02767,Jones,Sam,0,Lufkin,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,jones.r,F20594,Jones,,0,Tyler,,,,,114,,,,,,,,
