league.year,league.name,entry.name,team.key
1931,American League,Cleveland,CLE
1931,American League,Detroit,DET
1931,American League,New York,NYA
1931,American League,Philadelphia,PHA
1931,American League,St. Louis,SLA
1931,American League,Washington,WS1
1931,National League,Boston,BSN
1931,National League,Brooklyn,BRO
1931,National League,Chicago,CHN
1931,National League,Cincinnati,CIN
1931,National League,New York,NY1
1931,National League,Philadelphia,PHI
1931,National League,Pittsburgh,PIT
1931,National League,St. Louis,SLN
1932,American League,Boston,BOS
1932,American League,Chicago,CHA
1932,American League,Cleveland,CLE
1932,American League,Detroit,DET
1932,American League,New York,NYA
1932,American League,Philadelphia,PHA
1932,American League,St. Louis,SLA
1932,American League,Washington,WS1
1932,National League,Boston,BSN
1932,National League,Brooklyn,BRO
1932,National League,Chicago,CHN
1932,National League,Cincinnati,CIN
1932,National League,New York,NY1
1932,National League,Philadelphia,PHI
1932,National League,Pittsburgh,PIT
1932,National League,St. Louis,SLN
1933,American League,Boston,BOS
1933,American League,Chicago,CHA
1933,American League,Cleveland,CLE
1933,American League,Detroit,DET
1933,American League,New York,NYA
1933,American League,Philadelphia,PHA
1933,American League,St. Louis,SLA
1933,American League,Washington,WS1
1933,National League,Boston,BSN
1933,National League,Brooklyn,BRO
1933,National League,Chicago,CHN
1933,National League,Cincinnati,CIN
1933,National League,New York,NY1
1933,National League,Philadelphia,PHI
1933,National League,Pittsburgh,PIT
1933,National League,St. Louis,SLN
1934,American League,Boston,BOS
1934,American League,Chicago,CHA
1934,American League,Cleveland,CLE
1934,American League,Detroit,DET
1934,American League,New York,NYA
1934,American League,Philadelphia,PHA
1934,American League,St. Louis,SLA
1934,American League,Washington,WS1
1934,National League,Boston,BSN
1934,National League,Brooklyn,BRO
1934,National League,Chicago,CHN
1934,National League,Cincinnati,CIN
1934,National League,New York,NY1
1934,National League,Philadelphia,PHI
1934,National League,Pittsburgh,PIT
1934,National League,St. Louis,SLN
1935,American League,Boston,BOS
1935,American League,Chicago,CHA
1935,American League,Cleveland,CLE
1935,American League,Detroit,DET
1935,American League,New York,NYA
1935,American League,Philadelphia,PHA
1935,American League,St. Louis,SLA
1935,American League,Washington,WS1
1935,National League,Boston,BSN
1935,National League,Brooklyn,BRO
1935,National League,Chicago,CHN
1935,National League,Cincinnati,CIN
1935,National League,New York,NY1
1935,National League,Philadelphia,PHI
1935,National League,Pittsburgh,PIT
1935,National League,St. Louis,SLN
1936,American League,Boston,BOS
1936,American League,Chicago,CHA
1936,American League,Cleveland,CLE
1936,American League,Detroit,DET
1936,American League,New York,NYA
1936,American League,Philadelphia,PHA
1936,American League,St. Louis,SLA
1936,American League,Washington,WS1
1936,National League,Boston,BSN
1936,National League,Brooklyn,BRO
1936,National League,Chicago,CHN
1936,National League,Cincinnati,CIN
1936,National League,New York,NY1
1936,National League,Philadelphia,PHI
1936,National League,Pittsburgh,PIT
1936,National League,St. Louis,SLN
1937,American League,Boston,BOS
1937,American League,Chicago,CHA
1937,American League,Cleveland,CLE
1937,American League,Detroit,DET
1937,American League,New York,NYA
1937,American League,Philadelphia,PHA
1937,American League,St. Louis,SLA
1937,American League,Washington,WS1
1937,National League,Boston,BSN
1937,National League,Brooklyn,BRO
1937,National League,Chicago,CHN
1937,National League,Cincinnati,CIN
1937,National League,New York,NY1
1937,National League,Philadelphia,PHI
1937,National League,Pittsburgh,PIT
1937,National League,St. Louis,SLN
1938,American League,Boston,BOS
1938,American League,Chicago,CHA
1938,American League,Cleveland,CLE
1938,American League,Detroit,DET
1938,American League,New York,NYA
1938,American League,Philadelphia,PHA
1938,American League,St. Louis,SLA
1938,American League,Washington,WS1
1938,National League,Boston,BSN
1938,National League,Brooklyn,BRO
1938,National League,Chicago,CHN
1938,National League,Cincinnati,CIN
1938,National League,New York,NY1
1938,National League,Philadelphia,PHI
1938,National League,Pittsburgh,PIT
1938,National League,St. Louis,SLN
1939,American League,Boston,BOS
1939,American League,Chicago,CHA
1939,American League,Cleveland,CLE
1939,American League,Detroit,DET
1939,American League,New York,NYA
1939,American League,Philadelphia,PHA
1939,American League,St. Louis,SLA
1939,American League,Washington,WS1
1939,National League,Boston,BSN
1939,National League,Brooklyn,BRO
1939,National League,Chicago,CHN
1939,National League,Cincinnati,CIN
1939,National League,New York,NY1
1939,National League,Philadelphia,PHI
1939,National League,Pittsburgh,PIT
1939,National League,St. Louis,SLN
1940,American League,Boston,BOS
1940,American League,Chicago,CHA
1940,American League,Cleveland,CLE
1940,American League,Detroit,DET
1940,American League,New York,NYA
1940,American League,Philadelphia,PHA
1940,American League,St. Louis,SLA
1940,American League,Washington,WS1
1940,National League,Boston,BSN
1940,National League,Brooklyn,BRO
1940,National League,Chicago,CHN
1940,National League,Cincinnati,CIN
1940,National League,New York,NY1
1940,National League,Philadelphia,PHI
1940,National League,Pittsburgh,PIT
1940,National League,St. Louis,SLN
1941,American League,Boston,BOS
1941,American League,Chicago,CHA
1941,American League,Cleveland,CLE
1941,American League,Detroit,DET
1941,American League,New York,NYA
1941,American League,Philadelphia,PHA
1941,American League,St. Louis,SLA
1941,American League,Washington,WS1
1941,National League,Boston,BSN
1941,National League,Brooklyn,BRO
1941,National League,Chicago,CHN
1941,National League,Cincinnati,CIN
1941,National League,New York,NY1
1941,National League,Philadelphia,PHI
1941,National League,Pittsburgh,PIT
1941,National League,St. Louis,SLN
1942,American League,Boston,BOS
1942,American League,Chicago,CHA
1942,American League,Cleveland,CLE
1942,American League,Detroit,DET
1942,American League,New York,NYA
1942,American League,Philadelphia,PHA
1942,American League,St. Louis,SLA
1942,American League,Washington,WS1
1942,National League,Boston,BSN
1942,National League,Brooklyn,BRO
1942,National League,Chicago,CHN
1942,National League,Cincinnati,CIN
1942,National League,New York,NY1
1942,National League,Philadelphia,PHI
1942,National League,Pittsburgh,PIT
1942,National League,St. Louis,SLN
1943,American League,Boston,BOS
1943,American League,Chicago,CHA
1943,American League,Cleveland,CLE
1943,American League,Detroit,DET
1943,American League,New York,NYA
1943,American League,Philadelphia,PHA
1943,American League,St. Louis,SLA
1943,American League,Washington,WS1
1943,National League,Boston,BSN
1943,National League,Brooklyn,BRO
1943,National League,Chicago,CHN
1943,National League,Cincinnati,CIN
1943,National League,New York,NY1
1943,National League,Philadelphia,PHI
1943,National League,Pittsburgh,PIT
1943,National League,St. Louis,SLN
1944,American League,Boston,BOS
1944,American League,Chicago,CHA
1944,American League,Cleveland,CLE
1944,American League,Detroit,DET
1944,American League,New York,NYA
1944,American League,Philadelphia,PHA
1944,American League,St. Louis,SLA
1944,American League,Washington,WS1
1944,National League,Boston,BSN
1944,National League,Brooklyn,BRO
1944,National League,Chicago,CHN
1944,National League,Cincinnati,CIN
1944,National League,New York,NY1
1944,National League,Philadelphia,PHI
1944,National League,Pittsburgh,PIT
1944,National League,St. Louis,SLN
1945,American League,Boston,BOS
1945,American League,Chicago,CHA
1945,American League,Cleveland,CLE
1945,American League,Detroit,DET
1945,American League,New York,NYA
1945,American League,Philadelphia,PHA
1945,American League,St. Louis,SLA
1945,American League,Washington,WS1
1945,National League,Boston,BSN
1945,National League,Brooklyn,BRO
1945,National League,Chicago,CHN
1945,National League,Cincinnati,CIN
1945,National League,New York,NY1
1945,National League,Philadelphia,PHI
1945,National League,Pittsburgh,PIT
1945,National League,St. Louis,SLN
1946,American League,Boston,BOS
1946,American League,Chicago,CHA
1946,American League,Cleveland,CLE
1946,American League,Detroit,DET
1946,American League,New York,NYA
1946,American League,Philadelphia,PHA
1946,American League,St. Louis,SLA
1946,American League,Washington,WS1
1946,National League,Boston,BSN
1946,National League,Brooklyn,BRO
1946,National League,Chicago,CHN
1946,National League,Cincinnati,CIN
1946,National League,New York,NY1
1946,National League,Philadelphia,PHI
1946,National League,Pittsburgh,PIT
1946,National League,St. Louis,SLN
1947,American League,Boston,BOS
1947,American League,Chicago,CHA
1947,American League,Cleveland,CLE
1947,American League,Detroit,DET
1947,American League,New York,NYA
1947,American League,Philadelphia,PHA
1947,American League,St. Louis,SLA
1947,American League,Washington,WS1
1947,National League,Boston,BSN
1947,National League,Brooklyn,BRO
1947,National League,Chicago,CHN
1947,National League,Cincinnati,CIN
1947,National League,New York,NY1
1947,National League,Philadelphia,PHI
1947,National League,Pittsburgh,PIT
1947,National League,St. Louis,SLN
1948,American League,Boston,BOS
1948,American League,Chicago,CHA
1948,American League,Cleveland,CLE
1948,American League,Detroit,DET
1948,American League,New York,NYA
1948,American League,Philadelphia,PHA
1948,American League,St. Louis,SLA
1948,American League,Washington,WS1
1948,National League,Boston,BSN
1948,National League,Brooklyn,BRO
1948,National League,Chicago,CHN
1948,National League,Cincinnati,CIN
1948,National League,New York,NY1
1948,National League,Philadelphia,PHI
1948,National League,Pittsburgh,PIT
1948,National League,St. Louis,SLN
1949,American League,Boston,BOS
1949,American League,Chicago,CHA
1949,American League,Cleveland,CLE
1949,American League,Detroit,DET
1949,American League,New York,NYA
1949,American League,Philadelphia,PHA
1949,American League,St. Louis,SLA
1949,American League,Washington,WS1
1949,National League,Boston,BSN
1949,National League,Brooklyn,BRO
1949,National League,Chicago,CHN
1949,National League,Cincinnati,CIN
1949,National League,New York,NY1
1949,National League,Philadelphia,PHI
1949,National League,Pittsburgh,PIT
1949,National League,St. Louis,SLN
1950,American League,Boston,BOS
1950,American League,Chicago,CHA
1950,American League,Cleveland,CLE
1950,American League,Detroit,DET
1950,American League,New York,NYA
1950,American League,Philadelphia,PHA
1950,American League,St. Louis,SLA
1950,American League,Washington,WS1
1950,National League,Boston,BSN
1950,National League,Brooklyn,BRO
1950,National League,Chicago,CHN
1950,National League,Cincinnati,CIN
1950,National League,New York,NY1
1950,National League,Philadelphia,PHI
1950,National League,Pittsburgh,PIT
1950,National League,St. Louis,SLN
1951,American League,Boston,BOS
1951,American League,Chicago,CHA
1951,American League,Cleveland,CLE
1951,American League,Detroit,DET
1951,American League,New York,NYA
1951,American League,Philadelphia,PHA
1951,American League,St. Louis,SLA
1951,American League,Washington,WS1
1951,National League,Boston,BSN
1951,National League,Brooklyn,BRO
1951,National League,Chicago,CHN
1951,National League,Cincinnati,CIN
1951,National League,New York,NY1
1951,National League,Philadelphia,PHI
1951,National League,Pittsburgh,PIT
1951,National League,St. Louis,SLN
1952,American League,Boston,BOS
1952,American League,Chicago,CHA
1952,American League,Cleveland,CLE
1952,American League,Detroit,DET
1952,American League,New York,NYA
1952,American League,Philadelphia,PHA
1952,American League,St. Louis,SLA
1952,American League,Washington,WS1
1952,National League,Boston,BSN
1952,National League,Brooklyn,BRO
1952,National League,Chicago,CHN
1952,National League,Cincinnati,CIN
1952,National League,New York,NY1
1952,National League,Philadelphia,PHI
1952,National League,Pittsburgh,PIT
1952,National League,St. Louis,SLN
1953,American League,Boston,BOS
1953,American League,Chicago,CHA
1953,American League,Cleveland,CLE
1953,American League,Detroit,DET
1953,American League,New York,NYA
1953,American League,Philadelphia,PHA
1953,American League,St. Louis,SLA
1953,American League,Washington,WS1
1953,National League,Brooklyn,BRO
1953,National League,Chicago,CHN
1953,National League,Cincinnati,CIN
1953,National League,Milwaukee,MLN
1953,National League,New York,NY1
1953,National League,Philadelphia,PHI
1953,National League,Pittsburgh,PIT
1953,National League,St. Louis,SLN
1954,American League,Baltimore,BAL
1954,American League,Boston,BOS
1954,American League,Chicago,CHA
1954,American League,Cleveland,CLE
1954,American League,Detroit,DET
1954,American League,New York,NYA
1954,American League,Philadelphia,PHA
1954,American League,Washington,WS1
1954,National League,Brooklyn,BRO
1954,National League,Chicago,CHN
1954,National League,Cincinnati,CIN
1954,National League,Milwaukee,MLN
1954,National League,New York,NY1
1954,National League,Philadelphia,PHI
1954,National League,Pittsburgh,PIT
1954,National League,St. Louis,SLN
1955,American League,Baltimore,BAL
1955,American League,Boston,BOS
1955,American League,Chicago,CHA
1955,American League,Cleveland,CLE
1955,American League,Detroit,DET
1955,American League,Kansas City,KC1
1955,American League,New York,NYA
1955,American League,Washington,WS1
1955,National League,Brooklyn,BRO
1955,National League,Chicago,CHN
1955,National League,Cincinnati,CIN
1955,National League,Milwaukee,MLN
1955,National League,New York,NY1
1955,National League,Philadelphia,PHI
1955,National League,Pittsburgh,PIT
1955,National League,St. Louis,SLN
1956,American League,Baltimore,BAL
1956,American League,Boston,BOS
1956,American League,Chicago,CHA
1956,American League,Cleveland,CLE
1956,American League,Detroit,DET
1956,American League,Kansas City,KC1
1956,American League,New York,NYA
1956,American League,Washington,WS1
1956,National League,Brooklyn,BRO
1956,National League,Chicago,CHN
1956,National League,Cincinnati,CIN
1956,National League,Milwaukee,MLN
1956,National League,New York,NY1
1956,National League,Philadelphia,PHI
1956,National League,Pittsburgh,PIT
1956,National League,St. Louis,SLN
1957,American League,Baltimore,BAL
1957,American League,Boston,BOS
1957,American League,Chicago,CHA
1957,American League,Cleveland,CLE
1957,American League,Detroit,DET
1957,American League,Kansas City,KC1
1957,American League,New York,NYA
1957,American League,Washington,WS1
1957,National League,Brooklyn,BRO
1957,National League,Chicago,CHN
1957,National League,Cincinnati,CIN
1957,National League,Milwaukee,MLN
1957,National League,New York,NY1
1957,National League,Philadelphia,PHI
1957,National League,Pittsburgh,PIT
1957,National League,St. Louis,SLN
1958,American League,Baltimore,BAL
1958,American League,Boston,BOS
1958,American League,Chicago,CHA
1958,American League,Cleveland,CLE
1958,American League,Detroit,DET
1958,American League,Kansas City,KC1
1958,American League,New York,NYA
1958,American League,Washington,WS1
1958,National League,Chicago,CHN
1958,National League,Cincinnati,CIN
1958,National League,Los Angeles,LAN
1958,National League,Milwaukee,MLN
1958,National League,Philadelphia,PHI
1958,National League,Pittsburgh,PIT
1958,National League,San Francisco,SFN
1958,National League,St. Louis,SLN
1959,American League,Baltimore,BAL
1959,American League,Boston,BOS
1959,American League,Chicago,CHA
1959,American League,Cleveland,CLE
1959,American League,Detroit,DET
1959,American League,Kansas City,KC1
1959,American League,New York,NYA
1959,American League,Washington,WS1
1959,National League,Chicago,CHN
1959,National League,Cincinnati,CIN
1959,National League,Los Angeles,LAN
1959,National League,Milwaukee,MLN
1959,National League,Philadelphia,PHI
1959,National League,Pittsburgh,PIT
1959,National League,San Francisco,SFN
1959,National League,St. Louis,SLN
1960,American League,Baltimore,BAL
1960,American League,Boston,BOS
1960,American League,Chicago,CHA
1960,American League,Cleveland,CLE
1960,American League,Detroit,DET
1960,American League,Kansas City,KC1
1960,American League,New York,NYA
1960,American League,Washington,WS1
1960,National League,Chicago,CHN
1960,National League,Cincinnati,CIN
1960,National League,Los Angeles,LAN
1960,National League,Milwaukee,MLN
1960,National League,Philadelphia,PHI
1960,National League,Pittsburgh,PIT
1960,National League,San Francisco,SFN
1960,National League,St. Louis,SLN
1961,American League,Baltimore,BAL
1961,American League,Boston,BOS
1961,American League,Chicago,CHA
1961,American League,Cleveland,CLE
1961,American League,Detroit,DET
1961,American League,Kansas City,KC1
1961,American League,Los Angeles,LAA
1961,American League,Minnesota,MIN
1961,American League,New York,NYA
1961,American League,Washington,WS2
1961,National League,Chicago,CHN
1961,National League,Cincinnati,CIN
1961,National League,Los Angeles,LAN
1961,National League,Milwaukee,MLN
1961,National League,Philadelphia,PHI
1961,National League,Pittsburgh,PIT
1961,National League,San Francisco,SFN
1961,National League,St. Louis,SLN
1962,American League,Baltimore,BAL
1962,American League,Boston,BOS
1962,American League,Chicago,CHA
1962,American League,Cleveland,CLE
1962,American League,Detroit,DET
1962,American League,Kansas City,KC1
1962,American League,Los Angeles,LAA
1962,American League,Minnesota,MIN
1962,American League,New York,NYA
1962,American League,Washington,WS2
1962,National League,Chicago,CHN
1962,National League,Cincinnati,CIN
1962,National League,Houston,HOU
1962,National League,Los Angeles,LAN
1962,National League,Milwaukee,MLN
1962,National League,New York,NYN
1962,National League,Philadelphia,PHI
1962,National League,Pittsburgh,PIT
1962,National League,San Francisco,SFN
1962,National League,St. Louis,SLN
1963,American League,Baltimore,BAL
1963,American League,Boston,BOS
1963,American League,Chicago,CHA
1963,American League,Cleveland,CLE
1963,American League,Detroit,DET
1963,American League,Kansas City,KC1
1963,American League,Los Angeles,LAA
1963,American League,Minnesota,MIN
1963,American League,New York,NYA
1963,American League,Washington,WS2
1963,National League,Chicago,CHN
1963,National League,Cincinnati,CIN
1963,National League,Houston,HOU
1963,National League,Los Angeles,LAN
1963,National League,Milwaukee,MLN
1963,National League,New York,NYN
1963,National League,Philadelphia,PHI
1963,National League,Pittsburgh,PIT
1963,National League,San Francisco,SFN
1963,National League,St. Louis,SLN
1964,American League,Baltimore,BAL
1964,American League,Boston,BOS
1964,American League,Chicago,CHA
1964,American League,Cleveland,CLE
1964,American League,Detroit,DET
1964,American League,Kansas City,KC1
1964,American League,Los Angeles,LAA
1964,American League,Minnesota,MIN
1964,American League,New York,NYA
1964,American League,Washington,WS2
1964,National League,Chicago,CHN
1964,National League,Cincinnati,CIN
1964,National League,Houston,HOU
1964,National League,Los Angeles,LAN
1964,National League,Milwaukee,MLN
1964,National League,New York,NYN
1964,National League,Philadelphia,PHI
1964,National League,Pittsburgh,PIT
1964,National League,San Francisco,SFN
1964,National League,St. Louis,SLN
1965,American League,Baltimore,BAL
1965,American League,Boston,BOS
1965,American League,California,CAL
1965,American League,Chicago,CHA
1965,American League,Cleveland,CLE
1965,American League,Detroit,DET
1965,American League,Kansas City,KC1
1965,American League,Minnesota,MIN
1965,American League,New York,NYA
1965,American League,Washington,WS2
1965,National League,Chicago,CHN
1965,National League,Cincinnati,CIN
1965,National League,Houston,HOU
1965,National League,Los Angeles,LAN
1965,National League,Milwaukee,MLN
1965,National League,New York,NYN
1965,National League,Philadelphia,PHI
1965,National League,Pittsburgh,PIT
1965,National League,San Francisco,SFN
1965,National League,St. Louis,SLN
1966,American League,Baltimore,BAL
1966,American League,Boston,BOS
1966,American League,California,CAL
1966,American League,Chicago,CHA
1966,American League,Cleveland,CLE
1966,American League,Detroit,DET
1966,American League,Kansas City,KC1
1966,American League,Minnesota,MIN
1966,American League,New York,NYA
1966,American League,Washington,WS2
1966,National League,Atlanta,ATL
1966,National League,Chicago,CHN
1966,National League,Cincinnati,CIN
1966,National League,Houston,HOU
1966,National League,Los Angeles,LAN
1966,National League,New York,NYN
1966,National League,Philadelphia,PHI
1966,National League,Pittsburgh,PIT
1966,National League,San Francisco,SFN
1966,National League,St. Louis,SLN
1967,American League,Baltimore,BAL
1967,American League,Boston,BOS
1967,American League,California,CAL
1967,American League,Chicago,CHA
1967,American League,Cleveland,CLE
1967,American League,Detroit,DET
1967,American League,Kansas City,KC1
1967,American League,Minnesota,MIN
1967,American League,New York,NYA
1967,American League,Washington,WS2
1967,National League,Atlanta,ATL
1967,National League,Chicago,CHN
1967,National League,Cincinnati,CIN
1967,National League,Houston,HOU
1967,National League,Los Angeles,LAN
1967,National League,New York,NYN
1967,National League,Philadelphia,PHI
1967,National League,Pittsburgh,PIT
1967,National League,San Francisco,SFN
1967,National League,St. Louis,SLN
1968,American League,Baltimore,BAL
1968,American League,Boston,BOS
1968,American League,California,CAL
1968,American League,Chicago,CHA
1968,American League,Cleveland,CLE
1968,American League,Detroit,DET
1968,American League,Minnesota,MIN
1968,American League,New York,NYA
1968,American League,Oakland,OAK
1968,American League,Washington,WS2
1968,National League,Atlanta,ATL
1968,National League,Chicago,CHN
1968,National League,Cincinnati,CIN
1968,National League,Houston,HOU
1968,National League,Los Angeles,LAN
1968,National League,New York,NYN
1968,National League,Philadelphia,PHI
1968,National League,Pittsburgh,PIT
1968,National League,San Francisco,SFN
1968,National League,St. Louis,SLN
1969,American League,Baltimore,BAL
1969,American League,Boston,BOS
1969,American League,California,CAL
1969,American League,Chicago,CHA
1969,American League,Cleveland,CLE
1969,American League,Detroit,DET
1969,American League,Kansas City,KCA
1969,American League,Minnesota,MIN
1969,American League,New York,NYA
1969,American League,Oakland,OAK
1969,American League,Seattle,SE1
1969,American League,Washington,WS2
1969,National League,Atlanta,ATL
1969,National League,Chicago,CHN
1969,National League,Cincinnati,CIN
1969,National League,Houston,HOU
1969,National League,Los Angeles,LAN
1969,National League,Montreal,MON
1969,National League,New York,NYN
1969,National League,Philadelphia,PHI
1969,National League,Pittsburgh,PIT
1969,National League,San Diego,SDN
1969,National League,San Francisco,SFN
1969,National League,St. Louis,SLN
1970,American League,Baltimore,BAL
1970,American League,Boston,BOS
1970,American League,California,CAL
1970,American League,Chicago,CHA
1970,American League,Cleveland,CLE
1970,American League,Detroit,DET
1970,American League,Kansas City,KCA
1970,American League,Milwaukee,MIL
1970,American League,Minnesota,MIN
1970,American League,New York,NYA
1970,American League,Oakland,OAK
1970,American League,Washington,WS2
1970,National League,Atlanta,ATL
1970,National League,Chicago,CHN
1970,National League,Cincinnati,CIN
1970,National League,Houston,HOU
1970,National League,Los Angeles,LAN
1970,National League,Montreal,MON
1970,National League,New York,NYN
1970,National League,Philadelphia,PHI
1970,National League,Pittsburgh,PIT
1970,National League,San Diego,SDN
1970,National League,San Francisco,SFN
1970,National League,St. Louis,SLN
1971,American League,Baltimore,BAL
1971,American League,Boston,BOS
1971,American League,California,CAL
1971,American League,Chicago,CHA
1971,American League,Cleveland,CLE
1971,American League,Detroit,DET
1971,American League,Kansas City,KCA
1971,American League,Milwaukee,MIL
1971,American League,Minnesota,MIN
1971,American League,New York,NYA
1971,American League,Oakland,OAK
1971,American League,Washington,WS2
1971,National League,Atlanta,ATL
1971,National League,Chicago,CHN
1971,National League,Cincinnati,CIN
1971,National League,Houston,HOU
1971,National League,Los Angeles,LAN
1971,National League,Montreal,MON
1971,National League,New York,NYN
1971,National League,Philadelphia,PHI
1971,National League,Pittsburgh,PIT
1971,National League,San Diego,SDN
1971,National League,San Francisco,SFN
1971,National League,St. Louis,SLN
1972,American League,Baltimore,BAL
1972,American League,Boston,BOS
1972,American League,California,CAL
1972,American League,Chicago,CHA
1972,American League,Cleveland,CLE
1972,American League,Detroit,DET
1972,American League,Kansas City,KCA
1972,American League,Milwaukee,MIL
1972,American League,Minnesota,MIN
1972,American League,New York,NYA
1972,American League,Oakland,OAK
1972,American League,Texas,TEX
1972,National League,Atlanta,ATL
1972,National League,Chicago,CHN
1972,National League,Cincinnati,CIN
1972,National League,Houston,HOU
1972,National League,Los Angeles,LAN
1972,National League,Montreal,MON
1972,National League,New York,NYN
1972,National League,Philadelphia,PHI
1972,National League,Pittsburgh,PIT
1972,National League,San Diego,SDN
1972,National League,San Francisco,SFN
1972,National League,St. Louis,SLN
1973,American League,Baltimore,BAL
1973,American League,Boston,BOS
1973,American League,California,CAL
1973,American League,Chicago,CHA
1973,American League,Cleveland,CLE
1973,American League,Detroit,DET
1973,American League,Kansas City,KCA
1973,American League,Milwaukee,MIL
1973,American League,Minnesota,MIN
1973,American League,New York,NYA
1973,American League,Oakland,OAK
1973,American League,Texas,TEX
1973,National League,Atlanta,ATL
1973,National League,Chicago,CHN
1973,National League,Cincinnati,CIN
1973,National League,Houston,HOU
1973,National League,Los Angeles,LAN
1973,National League,Montreal,MON
1973,National League,New York,NYN
1973,National League,Philadelphia,PHI
1973,National League,Pittsburgh,PIT
1973,National League,San Diego,SDN
1973,National League,San Francisco,SFN
1973,National League,St. Louis,SLN
1974,American League,Baltimore,BAL
1974,American League,Boston,BOS
1974,American League,California,CAL
1974,American League,Chicago,CHA
1974,American League,Cleveland,CLE
1974,American League,Detroit,DET
1974,American League,Kansas City,KCA
1974,American League,Milwaukee,MIL
1974,American League,Minnesota,MIN
1974,American League,New York,NYA
1974,American League,Oakland,OAK
1974,American League,Texas,TEX
1974,National League,Atlanta,ATL
1974,National League,Chicago,CHN
1974,National League,Cincinnati,CIN
1974,National League,Houston,HOU
1974,National League,Los Angeles,LAN
1974,National League,Montreal,MON
1974,National League,New York,NYN
1974,National League,Philadelphia,PHI
1974,National League,Pittsburgh,PIT
1974,National League,San Diego,SDN
1974,National League,San Francisco,SFN
1974,National League,St. Louis,SLN
1975,American League,Baltimore,BAL
1975,American League,Boston,BOS
1975,American League,California,CAL
1975,American League,Chicago,CHA
1975,American League,Cleveland,CLE
1975,American League,Detroit,DET
1975,American League,Kansas City,KCA
1975,American League,Milwaukee,MIL
1975,American League,Minnesota,MIN
1975,American League,New York,NYA
1975,American League,Oakland,OAK
1975,American League,Texas,TEX
1975,National League,Atlanta,ATL
1975,National League,Chicago,CHN
1975,National League,Cincinnati,CIN
1975,National League,Houston,HOU
1975,National League,Los Angeles,LAN
1975,National League,Montreal,MON
1975,National League,New York,NYN
1975,National League,Philadelphia,PHI
1975,National League,Pittsburgh,PIT
1975,National League,San Diego,SDN
1975,National League,San Francisco,SFN
1975,National League,St. Louis,SLN
1976,American League,Baltimore,BAL
1976,American League,Boston,BOS
1976,American League,California,CAL
1976,American League,Chicago,CHA
1976,American League,Cleveland,CLE
1976,American League,Detroit,DET
1976,American League,Kansas City,KCA
1976,American League,Milwaukee,MIL
1976,American League,Minnesota,MIN
1976,American League,New York,NYA
1976,American League,Oakland,OAK
1976,American League,Texas,TEX
1976,National League,Atlanta,ATL
1976,National League,Chicago,CHN
1976,National League,Cincinnati,CIN
1976,National League,Houston,HOU
1976,National League,Los Angeles,LAN
1976,National League,Montreal,MON
1976,National League,New York,NYN
1976,National League,Philadelphia,PHI
1976,National League,Pittsburgh,PIT
1976,National League,San Diego,SDN
1976,National League,San Francisco,SFN
1976,National League,St. Louis,SLN
1977,American League,Baltimore,BAL
1977,American League,Boston,BOS
1977,American League,California,CAL
1977,American League,Chicago,CHA
1977,American League,Cleveland,CLE
1977,American League,Detroit,DET
1977,American League,Kansas City,KCA
1977,American League,Milwaukee,MIL
1977,American League,Minnesota,MIN
1977,American League,New York,NYA
1977,American League,Oakland,OAK
1977,American League,Seattle,SEA
1977,American League,Texas,TEX
1977,American League,Toronto,TOR
1977,National League,Atlanta,ATL
1977,National League,Chicago,CHN
1977,National League,Cincinnati,CIN
1977,National League,Houston,HOU
1977,National League,Los Angeles,LAN
1977,National League,Montreal,MON
1977,National League,New York,NYN
1977,National League,Philadelphia,PHI
1977,National League,Pittsburgh,PIT
1977,National League,San Diego,SDN
1977,National League,San Francisco,SFN
1977,National League,St. Louis,SLN
1978,American League,Baltimore,BAL
1978,American League,Boston,BOS
1978,American League,California,CAL
1978,American League,Chicago,CHA
1978,American League,Cleveland,CLE
1978,American League,Detroit,DET
1978,American League,Kansas City,KCA
1978,American League,Milwaukee,MIL
1978,American League,Minnesota,MIN
1978,American League,New York,NYA
1978,American League,Oakland,OAK
1978,American League,Seattle,SEA
1978,American League,Texas,TEX
1978,American League,Toronto,TOR
1978,National League,Atlanta,ATL
1978,National League,Chicago,CHN
1978,National League,Cincinnati,CIN
1978,National League,Houston,HOU
1978,National League,Los Angeles,LAN
1978,National League,Montreal,MON
1978,National League,New York,NYN
1978,National League,Philadelphia,PHI
1978,National League,Pittsburgh,PIT
1978,National League,San Diego,SDN
1978,National League,San Francisco,SFN
1978,National League,St. Louis,SLN
1979,American League,Baltimore,BAL
1979,American League,Boston,BOS
1979,American League,California,CAL
1979,American League,Chicago,CHA
1979,American League,Cleveland,CLE
1979,American League,Detroit,DET
1979,American League,Kansas City,KCA
1979,American League,Milwaukee,MIL
1979,American League,Minnesota,MIN
1979,American League,New York,NYA
1979,American League,Oakland,OAK
1979,American League,Seattle,SEA
1979,American League,Texas,TEX
1979,American League,Toronto,TOR
1979,National League,Atlanta,ATL
1979,National League,Chicago,CHN
1979,National League,Cincinnati,CIN
1979,National League,Houston,HOU
1979,National League,Los Angeles,LAN
1979,National League,Montreal,MON
1979,National League,New York,NYN
1979,National League,Philadelphia,PHI
1979,National League,Pittsburgh,PIT
1979,National League,San Diego,SDN
1979,National League,San Francisco,SFN
1979,National League,St. Louis,SLN
1980,American League,Baltimore,BAL
1980,American League,Boston,BOS
1980,American League,California,CAL
