source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,S_FIRST,S_LAST,B_G,P_G,pos
minoraverages/1910Spalding,1909,South Atlantic League,abbott,B00469,Abbott,,0,Charleston,,,19,,
minoraverages/1910Spalding,1909,South Atlantic League,abbott,F20115,Abbott,,0,Charleston,,,,,1b19
minoraverages/1910Spalding,1909,South Atlantic League,alcock,B00021,Alcock,,0,Chattanooga,,,132,,
minoraverages/1910Spalding,1909,South Atlantic League,alcock,F20240,Alcock,,0,Chattanooga,,,,,2b20
minoraverages/1910Spalding,1909,South Atlantic League,alcock,F20417,Alcock,,0,Chattanooga,,,,,3b112
minoraverages/1910Spalding,1909,South Atlantic League,baker,B00609,Baker,,0,Knoxville,,,50,,
minoraverages/1910Spalding,1909,South Atlantic League,baker,F21000,Baker,,0,Knoxville,,,,,of50
minoraverages/1910Spalding,1909,South Atlantic League,bammert,B00961,Bammert,,0,Columbus,,,32,,
minoraverages/1910Spalding,1909,South Atlantic League,bammert,F20279,Bammert,,0,Columbus,,,,,2b32
minoraverages/1910Spalding,1909,South Atlantic League,barry,B00726,Barry,,0,Jacksonville,,,10,,
minoraverages/1910Spalding,1909,South Atlantic League,barry,F20648,Barry,,0,Jacksonville,,,,,of10
minoraverages/1910Spalding,1909,South Atlantic League,baskette,B00149,Baskette,,0,Chattanooga,,,67,,
minoraverages/1910Spalding,1909,South Atlantic League,baskette,F21013,Baskette,,0,Chattanooga,,,,,of28
minoraverages/1910Spalding,1909,South Atlantic League,baskette,F21182,Baskette,,0,Chattanooga,,,,,c10
minoraverages/1910Spalding,1909,South Atlantic League,baskette,F21577,Baskette,,0,Chattanooga,,,,,p29
minoraverages/1910Spalding,1909,South Atlantic League,baskette,P10097,Baskette,,0,all,,,,,
minoraverages/1910Spalding,1909,South Atlantic League,becker,B00076,Becker,,0,Columbus,,,121,,
minoraverages/1910Spalding,1909,South Atlantic League,becker,F20886,Becker,,0,Columbus,,,,,of121
minoraverages/1910Spalding,1909,South Atlantic League,bensen,B00232,Bensen,,0,Columbus,,,87,,
minoraverages/1910Spalding,1909,South Atlantic League,bensen,F20539,Bensen,,0,Columbus,,,,,ss36
minoraverages/1910Spalding,1909,South Atlantic League,bensen,F20211,Benson,,0,Columbus,,,,,2b51
minoraverages/1910Spalding,1909,South Atlantic League,bierkotte,B00614,Bierkotte,,1,Jacksonville,,,,,
minoraverages/1910Spalding,1909,South Atlantic League,bierkotte,B00614,Bierkotte,,2,Augusta,,,,,
minoraverages/1910Spalding,1909,South Atlantic League,bierkotte,B00614,Bierkotte,,T,,,,128,,
minoraverages/1910Spalding,1909,South Atlantic League,bierkotte,F20583,Bierkotte,,1,Jacksonville,,,,,ss.
minoraverages/1910Spalding,1909,South Atlantic League,bierkotte,F20583,Bierkotte,,2,Augusta,,,,,ss.
minoraverages/1910Spalding,1909,South Atlantic League,bierkotte,F20583,Bierkotte,,T,,,,,,ss128
minoraverages/1910Spalding,1909,South Atlantic League,bierman,B00783,Bierman,,1,Augusta,,,,,
minoraverages/1910Spalding,1909,South Atlantic League,bierman,B00783,Bierman,,2,Jacksonville,,,,,
minoraverages/1910Spalding,1909,South Atlantic League,bierman,B00783,Bierman,,T,,,,117,,
minoraverages/1910Spalding,1909,South Atlantic League,bierman,F20369,Bierman,,1,Augusta,,,,,3b.
minoraverages/1910Spalding,1909,South Atlantic League,bierman,F20369,Bierman,,2,Jacksonville,,,,,3b.
minoraverages/1910Spalding,1909,South Atlantic League,bierman,F20369,Bierman,,T,,,,,,3b51
minoraverages/1910Spalding,1909,South Atlantic League,bierman,F20604,Bierman,,1,Augusta,,,,,ss.
minoraverages/1910Spalding,1909,South Atlantic League,bierman,F20604,Bierman,,2,Jacksonville,,,,,ss.
minoraverages/1910Spalding,1909,South Atlantic League,bierman,F20604,Bierman,,T,,,,,,ss66
minoraverages/1910Spalding,1909,South Atlantic League,bigbee,B01064,Bigbee,,0,Columbia,,,50,,
minoraverages/1910Spalding,1909,South Atlantic League,bigbee,F20206,Bigbee,,0,Columbia,,,,,2b50
minoraverages/1910Spalding,1909,South Atlantic League,billiard,B01359,Billiard,,1,Macon,,,,,
minoraverages/1910Spalding,1909,South Atlantic League,billiard,B01359,Billiard,,2,Augusta,,,,,
minoraverages/1910Spalding,1909,South Atlantic League,billiard,B01359,Billiard,,T,,,,17,,
minoraverages/1910Spalding,1909,South Atlantic League,billiard,F21502,Billiard,,1,Macon,,,,,p.
minoraverages/1910Spalding,1909,South Atlantic League,billiard,F21502,Billiard,,2,Augusta,,,,,p.
minoraverages/1910Spalding,1909,South Atlantic League,billiard,F21502,Billiard,,T,,,,,,p17
